Year,City,Scenario,WarmSpell3,WarmSpell3_min,WarmSpell3_min_model,WarmSpell3_max,WarmSpell3_max_model
2026,Houston,ssp245,1.1777777777777778,1.0,ACCESS-CM2,1.5333333333333334,CNRM-ESM2-1
2027,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2028,Houston,ssp245,1.5333333333333332,1.0,EC-Earth3,2.433333333333333,ACCESS-CM2
2029,Houston,ssp245,1.2777777777777777,1.0,CNRM-ESM2-1,1.8333333333333333,ACCESS-CM2
2030,Houston,ssp245,1.3,1.0,ACCESS-CM2,1.6,CNRM-ESM2-1
2031,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2032,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2033,Houston,ssp245,1.3666666666666665,1.0,ACCESS-CM2,2.1,CNRM-ESM2-1
2034,Houston,ssp245,1.0222222222222224,1.0,ACCESS-CM2,1.0666666666666669,EC-Earth3
2035,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2036,Houston,ssp245,1.0333333333333334,1.0,ACCESS-CM2,1.1,EC-Earth3
2037,Houston,ssp245,1.0999999999999999,1.0,CNRM-ESM2-1,1.3,ACCESS-CM2
2038,Houston,ssp245,1.0444444444444445,1.0,CNRM-ESM2-1,1.1333333333333333,ACCESS-CM2
2039,Houston,ssp245,1.511111111111111,1.0,EC-Earth3,1.9333333333333331,CNRM-ESM2-1
2040,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2041,Houston,ssp245,1.1666666666666667,1.0,CNRM-ESM2-1,1.5,ACCESS-CM2
2042,Houston,ssp245,1.2555555555555555,1.0,EC-Earth3,1.6,CNRM-ESM2-1
2043,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2044,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2045,Houston,ssp245,1.0555555555555556,1.0,ACCESS-CM2,1.1666666666666667,CNRM-ESM2-1
2046,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2047,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2048,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2049,Houston,ssp245,1.0666666666666667,1.0,CNRM-ESM2-1,1.2,ACCESS-CM2
2050,Houston,ssp245,1.2666666666666666,1.0,ACCESS-CM2,1.8,CNRM-ESM2-1
2051,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2052,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2053,Houston,ssp245,1.0333333333333334,1.0,CNRM-ESM2-1,1.1,ACCESS-CM2
2054,Houston,ssp245,1.1333333333333333,1.0,CNRM-ESM2-1,1.4,ACCESS-CM2
2055,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2056,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2057,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2058,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2059,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2060,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2061,Houston,ssp245,1.3222222222222222,1.0,CNRM-ESM2-1,1.9666666666666663,ACCESS-CM2
2062,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2063,Houston,ssp245,1.1777777777777778,1.0,CNRM-ESM2-1,1.5333333333333334,ACCESS-CM2
2064,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2065,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2066,Houston,ssp245,1.0777777777777777,1.0,ACCESS-CM2,1.2333333333333334,EC-Earth3
2067,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2068,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2069,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2070,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2071,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2072,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2073,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2074,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2075,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2076,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2077,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2078,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2079,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2080,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2081,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2082,Houston,ssp245,1.3333333333333333,1.0,ACCESS-CM2,2.0,EC-Earth3
2083,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2084,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2085,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2086,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2087,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2088,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2089,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2090,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2091,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2092,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2093,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2094,Houston,ssp245,1.1555555555555557,1.0,ACCESS-CM2,1.4666666666666666,CNRM-ESM2-1
2095,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2096,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2097,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2098,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2099,Houston,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2016,Indianapolis,ssp245,5.155555555555556,3.733333333333333,EC-Earth3,6.466666666666667,CNRM-ESM2-1
2017,Indianapolis,ssp245,4.877777777777777,4.1,CNRM-ESM2-1,6.3,EC-Earth3
2018,Indianapolis,ssp245,5.6000000000000005,3.6,ACCESS-CM2,7.733333333333333,EC-Earth3
2019,Indianapolis,ssp245,4.9111111111111105,4.6,CNRM-ESM2-1,5.366666666666666,ACCESS-CM2
2020,Indianapolis,ssp245,5.633333333333333,5.4,CNRM-ESM2-1,6.0,ACCESS-CM2
2021,Indianapolis,ssp245,5.766666666666666,4.0,EC-Earth3,8.233333333333333,CNRM-ESM2-1
2022,Indianapolis,ssp245,7.2444444444444445,4.966666666666667,EC-Earth3,8.6,CNRM-ESM2-1
2023,Indianapolis,ssp245,5.955555555555556,4.133333333333334,ACCESS-CM2,6.966666666666667,CNRM-ESM2-1
2024,Indianapolis,ssp245,5.1000000000000005,3.8666666666666663,EC-Earth3,5.766666666666667,CNRM-ESM2-1
2025,Indianapolis,ssp245,5.266666666666667,4.833333333333333,CNRM-ESM2-1,5.5,EC-Earth3
2026,Indianapolis,ssp245,6.177777777777777,5.233333333333333,ACCESS-CM2,6.766666666666667,EC-Earth3
2027,Indianapolis,ssp245,6.2555555555555555,5.0,CNRM-ESM2-1,7.933333333333334,EC-Earth3
2028,Indianapolis,ssp245,5.477777777777778,4.966666666666667,ACCESS-CM2,6.4,EC-Earth3
2029,Indianapolis,ssp245,6.533333333333334,4.933333333333334,ACCESS-CM2,8.466666666666667,EC-Earth3
2030,Indianapolis,ssp245,4.811111111111111,3.733333333333333,EC-Earth3,5.866666666666666,CNRM-ESM2-1
2031,Indianapolis,ssp245,5.044444444444444,4.5,ACCESS-CM2,6.033333333333333,CNRM-ESM2-1
2032,Indianapolis,ssp245,5.288888888888889,5.066666666666666,ACCESS-CM2,5.566666666666666,EC-Earth3
2033,Indianapolis,ssp245,7.766666666666667,6.033333333333333,CNRM-ESM2-1,9.633333333333333,EC-Earth3
2034,Indianapolis,ssp245,4.411111111111111,3.5,ACCESS-CM2,5.033333333333333,CNRM-ESM2-1
2035,Indianapolis,ssp245,5.7555555555555555,4.233333333333333,EC-Earth3,7.166666666666667,CNRM-ESM2-1
2036,Indianapolis,ssp245,4.866666666666666,4.566666666666666,ACCESS-CM2,5.1,EC-Earth3
2037,Indianapolis,ssp245,6.6000000000000005,5.233333333333333,ACCESS-CM2,7.366666666666666,CNRM-ESM2-1
2038,Indianapolis,ssp245,7.2444444444444445,5.0,CNRM-ESM2-1,9.3,EC-Earth3
2039,Indianapolis,ssp245,4.855555555555555,4.066666666666666,EC-Earth3,6.366666666666666,ACCESS-CM2
2040,Indianapolis,ssp245,6.0,3.2666666666666666,ACCESS-CM2,7.8,CNRM-ESM2-1
2041,Indianapolis,ssp245,5.522222222222222,4.133333333333334,CNRM-ESM2-1,7.266666666666667,EC-Earth3
2042,Indianapolis,ssp245,6.388888888888889,5.433333333333334,ACCESS-CM2,8.3,EC-Earth3
2043,Indianapolis,ssp245,5.622222222222223,4.9,EC-Earth3,6.966666666666667,CNRM-ESM2-1
2044,Indianapolis,ssp245,5.722222222222221,4.1,CNRM-ESM2-1,8.066666666666666,EC-Earth3
2045,Indianapolis,ssp245,5.866666666666667,3.1666666666666665,EC-Earth3,7.833333333333333,CNRM-ESM2-1
2046,Indianapolis,ssp245,4.477777777777778,3.5,CNRM-ESM2-1,5.233333333333333,EC-Earth3
2047,Indianapolis,ssp245,5.422222222222222,5.0,CNRM-ESM2-1,5.7,ACCESS-CM2
2048,Indianapolis,ssp245,5.788888888888889,4.633333333333334,CNRM-ESM2-1,7.133333333333334,ACCESS-CM2
2049,Indianapolis,ssp245,5.822222222222223,4.5,ACCESS-CM2,7.966666666666667,EC-Earth3
2050,Indianapolis,ssp245,6.822222222222223,6.066666666666666,EC-Earth3,7.933333333333334,CNRM-ESM2-1
2051,Indianapolis,ssp245,6.688888888888889,6.066666666666666,EC-Earth3,7.566666666666666,ACCESS-CM2
2052,Indianapolis,ssp245,5.422222222222222,4.066666666666666,ACCESS-CM2,6.666666666666667,EC-Earth3
2053,Indianapolis,ssp245,5.277777777777778,3.966666666666667,EC-Earth3,6.3,ACCESS-CM2
2054,Indianapolis,ssp245,5.222222222222221,3.633333333333333,CNRM-ESM2-1,7.266666666666667,ACCESS-CM2
2055,Indianapolis,ssp245,4.0,3.033333333333333,CNRM-ESM2-1,4.7,EC-Earth3
2056,Indianapolis,ssp245,6.2555555555555555,5.1,ACCESS-CM2,7.033333333333333,CNRM-ESM2-1
2057,Indianapolis,ssp245,4.5777777777777775,3.4,CNRM-ESM2-1,5.533333333333333,EC-Earth3
2058,Indianapolis,ssp245,6.133333333333333,5.266666666666667,CNRM-ESM2-1,7.366666666666666,ACCESS-CM2
2059,Indianapolis,ssp245,5.966666666666666,4.933333333333334,ACCESS-CM2,6.533333333333333,CNRM-ESM2-1
2060,Indianapolis,ssp245,4.488888888888889,3.033333333333333,CNRM-ESM2-1,6.266666666666667,EC-Earth3
2061,Indianapolis,ssp245,5.622222222222223,3.933333333333333,ACCESS-CM2,6.766666666666667,CNRM-ESM2-1
2062,Indianapolis,ssp245,5.788888888888889,5.033333333333333,EC-Earth3,6.666666666666667,CNRM-ESM2-1
2063,Indianapolis,ssp245,5.211111111111111,4.566666666666666,CNRM-ESM2-1,6.133333333333334,ACCESS-CM2
2064,Indianapolis,ssp245,5.155555555555555,4.266666666666667,CNRM-ESM2-1,6.866666666666666,EC-Earth3
2065,Indianapolis,ssp245,5.733333333333333,4.366666666666666,EC-Earth3,6.5,CNRM-ESM2-1
2066,Indianapolis,ssp245,5.544444444444444,5.1,EC-Earth3,6.0,CNRM-ESM2-1
2067,Indianapolis,ssp245,5.577777777777778,5.0,ACCESS-CM2,6.2,EC-Earth3
2068,Indianapolis,ssp245,6.233333333333334,4.7,CNRM-ESM2-1,7.033333333333333,ACCESS-CM2
2069,Indianapolis,ssp245,5.51111111111111,4.166666666666667,ACCESS-CM2,7.1,EC-Earth3
2070,Indianapolis,ssp245,4.544444444444444,3.1333333333333333,EC-Earth3,5.566666666666666,CNRM-ESM2-1
2071,Indianapolis,ssp245,5.1000000000000005,4.0,CNRM-ESM2-1,6.066666666666666,EC-Earth3
2072,Indianapolis,ssp245,4.366666666666666,3.966666666666667,EC-Earth3,5.133333333333334,ACCESS-CM2
2073,Indianapolis,ssp245,4.1000000000000005,2.833333333333333,CNRM-ESM2-1,5.7,EC-Earth3
2074,Indianapolis,ssp245,5.2555555555555555,4.9,ACCESS-CM2,5.666666666666667,CNRM-ESM2-1
2075,Indianapolis,ssp245,5.155555555555556,3.4,ACCESS-CM2,6.4,EC-Earth3
2076,Indianapolis,ssp245,4.388888888888889,2.7333333333333334,EC-Earth3,5.333333333333333,ACCESS-CM2
2077,Indianapolis,ssp245,5.177777777777778,4.633333333333334,CNRM-ESM2-1,5.566666666666666,EC-Earth3
2078,Indianapolis,ssp245,4.711111111111111,4.533333333333333,ACCESS-CM2,4.966666666666667,EC-Earth3
2079,Indianapolis,ssp245,5.122222222222223,4.433333333333334,EC-Earth3,6.0,CNRM-ESM2-1
2080,Indianapolis,ssp245,5.48888888888889,4.466666666666667,CNRM-ESM2-1,7.066666666666666,EC-Earth3
2081,Indianapolis,ssp245,4.1000000000000005,2.1,CNRM-ESM2-1,5.533333333333333,EC-Earth3
2082,Indianapolis,ssp245,5.488888888888888,5.266666666666667,EC-Earth3,5.833333333333333,CNRM-ESM2-1
2083,Indianapolis,ssp245,2.988888888888889,2.066666666666667,CNRM-ESM2-1,4.4,ACCESS-CM2
2084,Indianapolis,ssp245,4.533333333333333,4.0,CNRM-ESM2-1,5.133333333333334,ACCESS-CM2
2085,Indianapolis,ssp245,5.188888888888889,4.0,CNRM-ESM2-1,5.833333333333333,EC-Earth3
2086,Indianapolis,ssp245,3.911111111111111,3.3,CNRM-ESM2-1,4.7,ACCESS-CM2
2087,Indianapolis,ssp245,5.866666666666667,3.1333333333333333,CNRM-ESM2-1,7.633333333333334,ACCESS-CM2
2088,Indianapolis,ssp245,5.633333333333333,4.9,CNRM-ESM2-1,6.0,ACCESS-CM2
2089,Indianapolis,ssp245,4.2,3.566666666666667,CNRM-ESM2-1,5.4,EC-Earth3
2090,Indianapolis,ssp245,3.8777777777777778,2.9,CNRM-ESM2-1,4.533333333333333,ACCESS-CM2
2091,Indianapolis,ssp245,5.666666666666667,4.666666666666667,CNRM-ESM2-1,6.866666666666666,ACCESS-CM2
2092,Indianapolis,ssp245,5.222222222222222,4.833333333333333,ACCESS-CM2,5.6,EC-Earth3
2093,Indianapolis,ssp245,4.566666666666666,4.3,CNRM-ESM2-1,4.866666666666666,ACCESS-CM2
2094,Indianapolis,ssp245,4.933333333333334,3.6666666666666665,CNRM-ESM2-1,6.4,ACCESS-CM2
2095,Indianapolis,ssp245,5.7444444444444445,4.266666666666667,CNRM-ESM2-1,6.666666666666667,EC-Earth3
2096,Indianapolis,ssp245,2.8666666666666667,1.5666666666666669,CNRM-ESM2-1,4.7,EC-Earth3
2097,Indianapolis,ssp245,5.199999999999999,3.7666666666666666,CNRM-ESM2-1,6.833333333333333,EC-Earth3
2098,Indianapolis,ssp245,4.7444444444444445,2.2333333333333334,CNRM-ESM2-1,6.166666666666667,ACCESS-CM2
2099,Indianapolis,ssp245,5.344444444444445,3.466666666666667,CNRM-ESM2-1,6.4,ACCESS-CM2
2016,Kansas City,ssp245,4.288888888888889,2.466666666666667,EC-Earth3,5.8,ACCESS-CM2
2017,Kansas City,ssp245,5.966666666666666,4.0,EC-Earth3,8.233333333333333,CNRM-ESM2-1
2018,Kansas City,ssp245,4.966666666666666,4.166666666666667,CNRM-ESM2-1,5.766666666666667,EC-Earth3
2019,Kansas City,ssp245,3.6888888888888887,1.6666666666666667,EC-Earth3,6.133333333333334,ACCESS-CM2
2020,Kansas City,ssp245,5.455555555555556,4.766666666666667,CNRM-ESM2-1,6.2,ACCESS-CM2
2021,Kansas City,ssp245,5.588888888888889,4.0,ACCESS-CM2,6.866666666666666,CNRM-ESM2-1
2022,Kansas City,ssp245,5.888888888888888,5.033333333333333,EC-Earth3,6.433333333333334,CNRM-ESM2-1
2023,Kansas City,ssp245,5.822222222222223,4.633333333333334,ACCESS-CM2,6.933333333333334,EC-Earth3
2024,Kansas City,ssp245,5.644444444444445,3.3666666666666667,EC-Earth3,7.0,ACCESS-CM2
2025,Kansas City,ssp245,6.133333333333333,3.966666666666667,CNRM-ESM2-1,7.533333333333333,EC-Earth3
2026,Kansas City,ssp245,5.622222222222223,4.833333333333333,CNRM-ESM2-1,6.733333333333333,ACCESS-CM2
2027,Kansas City,ssp245,6.1000000000000005,4.4,CNRM-ESM2-1,7.166666666666667,EC-Earth3
2028,Kansas City,ssp245,5.111111111111111,4.066666666666666,CNRM-ESM2-1,5.666666666666667,EC-Earth3
2029,Kansas City,ssp245,4.666666666666667,4.066666666666666,EC-Earth3,5.733333333333333,CNRM-ESM2-1
2030,Kansas City,ssp245,4.866666666666666,2.466666666666667,EC-Earth3,6.5,CNRM-ESM2-1
2031,Kansas City,ssp245,5.2555555555555555,4.733333333333333,CNRM-ESM2-1,5.6,ACCESS-CM2
2032,Kansas City,ssp245,6.411111111111111,4.333333333333333,EC-Earth3,7.5,ACCESS-CM2
2033,Kansas City,ssp245,5.166666666666667,2.533333333333333,CNRM-ESM2-1,7.933333333333334,ACCESS-CM2
2034,Kansas City,ssp245,3.6444444444444444,3.466666666666667,ACCESS-CM2,3.966666666666667,EC-Earth3
2035,Kansas City,ssp245,4.7,3.6,CNRM-ESM2-1,5.6,ACCESS-CM2
2036,Kansas City,ssp245,4.866666666666666,3.333333333333333,EC-Earth3,5.966666666666667,ACCESS-CM2
2037,Kansas City,ssp245,6.077777777777778,5.066666666666666,CNRM-ESM2-1,7.7,EC-Earth3
2038,Kansas City,ssp245,5.066666666666666,3.933333333333333,CNRM-ESM2-1,5.9,EC-Earth3
2039,Kansas City,ssp245,5.488888888888888,4.3,EC-Earth3,7.3,ACCESS-CM2
2040,Kansas City,ssp245,6.2444444444444445,4.133333333333334,ACCESS-CM2,7.9,CNRM-ESM2-1
2041,Kansas City,ssp245,4.266666666666667,3.433333333333333,CNRM-ESM2-1,5.466666666666667,ACCESS-CM2
2042,Kansas City,ssp245,5.188888888888889,3.533333333333333,CNRM-ESM2-1,6.466666666666667,EC-Earth3
2043,Kansas City,ssp245,4.7555555555555555,3.4,EC-Earth3,5.566666666666666,ACCESS-CM2
2044,Kansas City,ssp245,4.066666666666666,2.7666666666666666,CNRM-ESM2-1,6.433333333333334,ACCESS-CM2
2045,Kansas City,ssp245,5.444444444444444,4.7,EC-Earth3,6.033333333333333,ACCESS-CM2
2046,Kansas City,ssp245,4.5888888888888895,3.4,CNRM-ESM2-1,5.433333333333334,ACCESS-CM2
2047,Kansas City,ssp245,4.522222222222222,2.966666666666667,CNRM-ESM2-1,5.366666666666666,ACCESS-CM2
2048,Kansas City,ssp245,3.711111111111111,2.5,CNRM-ESM2-1,4.5,ACCESS-CM2
2049,Kansas City,ssp245,3.633333333333333,2.8,CNRM-ESM2-1,4.833333333333333,EC-Earth3
2050,Kansas City,ssp245,3.9666666666666663,2.433333333333333,EC-Earth3,5.833333333333333,CNRM-ESM2-1
2051,Kansas City,ssp245,6.277777777777778,5.766666666666667,EC-Earth3,7.066666666666666,ACCESS-CM2
2052,Kansas City,ssp245,4.688888888888889,3.6666666666666665,EC-Earth3,5.7,CNRM-ESM2-1
2053,Kansas City,ssp245,3.8888888888888893,1.3333333333333333,EC-Earth3,5.2,CNRM-ESM2-1
2054,Kansas City,ssp245,4.2555555555555555,3.333333333333333,CNRM-ESM2-1,5.833333333333333,ACCESS-CM2
2055,Kansas City,ssp245,4.633333333333333,3.3,EC-Earth3,5.733333333333333,ACCESS-CM2
2056,Kansas City,ssp245,4.877777777777777,4.266666666666667,EC-Earth3,5.333333333333333,CNRM-ESM2-1
2057,Kansas City,ssp245,4.266666666666667,3.3,CNRM-ESM2-1,4.833333333333333,ACCESS-CM2
2058,Kansas City,ssp245,5.5555555555555545,4.833333333333333,EC-Earth3,6.266666666666667,ACCESS-CM2
2059,Kansas City,ssp245,5.266666666666667,4.733333333333333,CNRM-ESM2-1,6.033333333333333,ACCESS-CM2
2060,Kansas City,ssp245,4.4,3.466666666666667,EC-Earth3,5.733333333333333,ACCESS-CM2
2061,Kansas City,ssp245,5.222222222222222,3.8666666666666663,EC-Earth3,6.4,ACCESS-CM2
2062,Kansas City,ssp245,5.844444444444445,5.566666666666666,CNRM-ESM2-1,6.3,EC-Earth3
2063,Kansas City,ssp245,4.933333333333334,3.3666666666666667,CNRM-ESM2-1,5.966666666666667,EC-Earth3
2064,Kansas City,ssp245,4.977777777777778,4.066666666666666,EC-Earth3,6.533333333333333,CNRM-ESM2-1
2065,Kansas City,ssp245,6.044444444444444,5.1,EC-Earth3,7.3,CNRM-ESM2-1
2066,Kansas City,ssp245,4.8999999999999995,3.933333333333333,EC-Earth3,5.733333333333333,ACCESS-CM2
2067,Kansas City,ssp245,4.366666666666666,3.8333333333333335,EC-Earth3,5.233333333333333,ACCESS-CM2
2068,Kansas City,ssp245,4.2444444444444445,3.066666666666667,EC-Earth3,6.1,ACCESS-CM2
2069,Kansas City,ssp245,5.7555555555555555,5.2,CNRM-ESM2-1,6.533333333333333,EC-Earth3
2070,Kansas City,ssp245,5.188888888888889,4.1,EC-Earth3,6.466666666666667,ACCESS-CM2
2071,Kansas City,ssp245,4.866666666666666,4.033333333333333,EC-Earth3,6.0,ACCESS-CM2
2072,Kansas City,ssp245,4.155555555555556,3.633333333333333,CNRM-ESM2-1,5.0,ACCESS-CM2
2073,Kansas City,ssp245,3.7777777777777772,2.7,EC-Earth3,4.9,ACCESS-CM2
2074,Kansas City,ssp245,6.266666666666666,4.0,CNRM-ESM2-1,8.166666666666666,EC-Earth3
2075,Kansas City,ssp245,3.788888888888889,3.3,EC-Earth3,4.3,ACCESS-CM2
2076,Kansas City,ssp245,5.888888888888888,4.0,EC-Earth3,8.566666666666666,ACCESS-CM2
2077,Kansas City,ssp245,4.933333333333334,3.0,CNRM-ESM2-1,7.866666666666666,ACCESS-CM2
2078,Kansas City,ssp245,3.9555555555555553,2.6,EC-Earth3,5.533333333333333,ACCESS-CM2
2079,Kansas City,ssp245,4.855555555555556,3.4,EC-Earth3,7.0,ACCESS-CM2
2080,Kansas City,ssp245,5.51111111111111,3.633333333333333,CNRM-ESM2-1,6.833333333333333,ACCESS-CM2
2081,Kansas City,ssp245,4.344444444444444,2.0,CNRM-ESM2-1,5.666666666666667,ACCESS-CM2
2082,Kansas City,ssp245,4.344444444444444,3.533333333333333,EC-Earth3,5.133333333333334,ACCESS-CM2
2083,Kansas City,ssp245,3.9111111111111114,1.0,CNRM-ESM2-1,5.9,ACCESS-CM2
2084,Kansas City,ssp245,4.344444444444445,3.6,CNRM-ESM2-1,5.133333333333334,ACCESS-CM2
2085,Kansas City,ssp245,4.044444444444444,1.8333333333333333,CNRM-ESM2-1,5.466666666666667,ACCESS-CM2
2086,Kansas City,ssp245,3.733333333333333,3.433333333333333,EC-Earth3,4.0,CNRM-ESM2-1
2087,Kansas City,ssp245,4.522222222222222,2.6,CNRM-ESM2-1,6.033333333333333,ACCESS-CM2
2088,Kansas City,ssp245,4.800000000000001,2.7333333333333334,EC-Earth3,6.533333333333333,ACCESS-CM2
2089,Kansas City,ssp245,3.8222222222222215,2.8,ACCESS-CM2,4.6,CNRM-ESM2-1
2090,Kansas City,ssp245,4.2,2.7333333333333334,CNRM-ESM2-1,6.766666666666667,ACCESS-CM2
2091,Kansas City,ssp245,4.333333333333333,2.933333333333333,EC-Earth3,5.966666666666667,ACCESS-CM2
2092,Kansas City,ssp245,5.544444444444444,4.033333333333333,EC-Earth3,7.433333333333334,ACCESS-CM2
2093,Kansas City,ssp245,3.9444444444444446,2.333333333333333,CNRM-ESM2-1,6.033333333333333,ACCESS-CM2
2094,Kansas City,ssp245,4.544444444444444,2.3,EC-Earth3,7.3,ACCESS-CM2
2095,Kansas City,ssp245,4.366666666666666,2.2,EC-Earth3,6.533333333333333,ACCESS-CM2
2096,Kansas City,ssp245,3.3444444444444446,1.9333333333333331,CNRM-ESM2-1,4.166666666666667,ACCESS-CM2
2097,Kansas City,ssp245,3.788888888888889,3.0,EC-Earth3,5.0,ACCESS-CM2
2098,Kansas City,ssp245,4.4222222222222225,2.7,CNRM-ESM2-1,6.133333333333334,ACCESS-CM2
2099,Kansas City,ssp245,5.411111111111111,3.466666666666667,CNRM-ESM2-1,6.766666666666667,ACCESS-CM2
2016,Las Vegas,ssp245,1.8390804597701147,1.6896551724137931,ACCESS-CM2,2.034482758620689,EC-Earth3
2017,Las Vegas,ssp245,1.8390804597701151,1.0,EC-Earth3,2.7586206896551726,CNRM-ESM2-1
2018,Las Vegas,ssp245,1.9310344827586208,1.2758620689655171,EC-Earth3,3.0,CNRM-ESM2-1
2019,Las Vegas,ssp245,2.1839080459770113,1.1724137931034482,CNRM-ESM2-1,3.689655172413793,ACCESS-CM2
2020,Las Vegas,ssp245,1.4137931034482758,1.3448275862068966,ACCESS-CM2,1.5172413793103448,CNRM-ESM2-1
2021,Las Vegas,ssp245,1.7241379310344829,1.2758620689655171,ACCESS-CM2,2.0689655172413794,EC-Earth3
2022,Las Vegas,ssp245,2.03448275862069,1.4827586206896552,EC-Earth3,2.7586206896551726,CNRM-ESM2-1
2023,Las Vegas,ssp245,1.2183908045977014,1.137931034482759,ACCESS-CM2,1.3793103448275863,CNRM-ESM2-1
2024,Las Vegas,ssp245,2.402298850574713,1.5172413793103448,EC-Earth3,2.9655172413793105,ACCESS-CM2
2025,Las Vegas,ssp245,2.1379310344827585,1.4482758620689655,EC-Earth3,2.7241379310344827,ACCESS-CM2
2026,Las Vegas,ssp245,1.8390804597701151,1.3103448275862069,EC-Earth3,2.5172413793103448,CNRM-ESM2-1
2027,Las Vegas,ssp245,1.1954022988505748,1.0689655172413792,EC-Earth3,1.3448275862068966,CNRM-ESM2-1
2028,Las Vegas,ssp245,1.6436781609195403,1.137931034482759,CNRM-ESM2-1,2.413793103448276,ACCESS-CM2
2029,Las Vegas,ssp245,2.3333333333333335,2.206896551724138,CNRM-ESM2-1,2.4827586206896552,EC-Earth3
2030,Las Vegas,ssp245,1.4482758620689655,1.0689655172413792,EC-Earth3,1.827586206896552,CNRM-ESM2-1
2031,Las Vegas,ssp245,1.310344827586207,1.206896551724138,ACCESS-CM2,1.3793103448275863,EC-Earth3
2032,Las Vegas,ssp245,2.1724137931034484,2.0,ACCESS-CM2,2.5172413793103448,EC-Earth3
2033,Las Vegas,ssp245,2.045977011494253,1.137931034482759,EC-Earth3,2.827586206896552,CNRM-ESM2-1
