Term,Model,Ecoregion,Scenario,Ave25yearSpan_Annual_tasmin,Plot_index_Annual_tasmin,Ave25yearSpan_Winter_tasmin,Plot_index_Winter_tasmin,Ave25yearSpan_Spring_tasmin,Plot_index_Spring_tasmin,Ave25yearSpan_Summer_tasmin,Plot_index_Summer_tasmin,Ave25yearSpan_Fall_tasmin,Plot_index_Fall_tasmin
near-term Future,7,5.1.1,ssp585,268.32608784653337,1.7246408159966453,251.2178422791315,2.6770723324718197,266.2445765861646,1.4023213642446901,284.30164296919884,1.3681765374282122,271.2447257000613,1.4664065648181424
near-term Future,7,5.1.2,ssp585,270.86434184800186,1.6900810390201961,254.63215239865957,2.594913360666471,268.759725668257,1.1951793266853832,285.7809512047664,1.6188917524885849,274.00818144825297,1.3651173378152588
near-term Future,7,5.1.3,ssp585,269.73158335481725,1.0727202402375404,255.60079795355702,1.8949179526960087,266.88172575346556,0.5200041413979362,283.2050958127593,1.235298202704314,273.00395508892063,0.6518146025897184
near-term Future,7,5.1.4,ssp585,274.64863725385464,1.0518778145911487,265.7252063578631,1.7128894327349578,271.5348118908345,0.8101283607192455,284.13692996854365,1.0261249991571137,277.05302634946713,0.6668285877213576
near-term Future,7,5.1.5,ssp585,269.088728516755,1.6860345533473007,251.71640517432735,2.5006989396642894,266.27433993683934,1.3572807503606041,285.2130621499438,1.4590688602796398,272.85975613784876,1.4400002612127505
near-term Future,7,5.1.6,ssp585,270.1665722379901,1.4631871092875754,254.7241401759524,2.549021042547775,267.4590784257739,0.7002491425959709,284.40500922967396,1.4745271011903558,273.82237769697105,1.1462789723993494
near-term Future,7,5.2.1,ssp585,274.3228270564636,1.713250028491774,261.2084334940876,2.9457561248176116,272.43404960596524,1.0198522519650768,287.118267953344,1.712501822761869,276.3011769246138,1.1928113497573127
near-term Future,7,5.2.2,ssp585,273.18358725956006,1.8133313588565318,258.34184886807566,3.22008315512889,271.6249286375555,0.8983102224963593,287.11450984597525,1.8453180487210954,275.39314976199705,1.3110663806365106
near-term Future,7,5.2.3,ssp585,273.0334788404449,1.397431946756682,259.1370415907634,2.3750177927411027,270.839081606014,0.7401489597933022,286.30846947493757,1.5749681493745218,275.6114997701764,0.9130292810221294
near-term Future,7,5.3.1,ssp585,275.10142418706175,1.1987056542777932,263.3910810105428,1.89664807763522,272.7756384250254,0.5902190006850541,286.9934168151669,1.5119925499869424,277.04263667685007,0.8050359118768715
near-term Future,7,5.3.3,ssp585,278.1099562816518,1.4704688552030838,268.1788912134154,2.4248128853163866,276.0925210616436,1.064377643551535,288.8195101834898,1.4483146382966474,279.1704441171389,0.9570465931141809
near-term Future,7,5.4.1,ssp585,270.6685001151971,1.735438526448879,255.98044473516939,2.7659983287172416,269.613009061499,1.1107471401573656,284.41686721331723,1.6510671153454037,272.40152782296514,1.4303402935218705
near-term Future,7,5.4.2,ssp585,270.6843041449531,1.6624716641134518,259.0218009112829,2.3956133303986302,269.6830082027884,1.0821523217207867,282.2295035872114,1.7404450526679636,271.5896356811926,1.4433191782621932
near-term Future,7,5.4.3,ssp585,270.97401998165986,1.6903136827616128,254.4518330002083,2.6605198227607225,269.2361337877563,1.2226451065148347,286.06412975544515,1.494446645268928,273.8592681559134,1.3990375771628312
near-term Future,7,6.1.1,ssp585,264.7658436153758,1.9859966401341431,250.54179990371912,3.23088703066745,262.94990089470843,1.7972281343603242,280.40199631484467,1.333412408771844,264.8990126976852,1.6021015079890546
near-term Future,7,6.1.2,ssp585,266.683271391806,1.9721297352664795,256.09743942222326,3.405841563821685,264.66129977721664,1.5096527937360857,279.3962966462613,1.3881260490563259,266.37215646947055,1.608372178599546
near-term Future,7,6.1.3,ssp585,268.0281359521691,1.7643892484511365,255.5733951402476,2.7042315690109433,266.91451858878537,1.4008421211564182,281.4477249461655,1.4488425028445597,267.93765706042655,1.5189526033918188
near-term Future,7,6.1.4,ssp585,263.54570461264296,1.8233551995295425,252.50851811601757,2.655643399091474,261.8199581336272,1.5609647124960446,275.2639858870451,1.1054820111793284,264.38836953879587,1.9890537820222214
near-term Future,7,6.1.5,ssp585,266.13848565987627,1.75249408063498,251.8862345391554,2.559076908632374,265.26793146499847,1.5924891727184125,279.96780849333,1.4342056285576392,267.1705343014682,1.4361968797663547
near-term Future,7,6.1.6,ssp585,267.9504534767198,1.61744015725799,257.2396528479065,2.069740483654554,266.62092199510414,1.5594827832914282,278.4297353978068,1.2620177654484186,269.32150411751934,1.5868396847017094
near-term Future,7,6.2.1,ssp585,271.0640347440018,1.5200164806636782,261.42490397325116,1.9344752217871672,269.66311323812215,1.2279958015539156,280.69835496491874,1.4333810526499038,272.2987872601458,1.491836316448094
near-term Future,7,6.2.10,ssp585,272.4642616356154,1.4650419651207907,264.0507203475633,1.813273332238298,270.89788219957,1.0571321762375456,281.789943588522,1.6534237307182549,272.96296640795146,1.3416593230725264
near-term Future,7,6.2.11,ssp585,279.0329047537519,1.1189271069238815,274.34966840603886,0.8558648830458873,277.29612544352926,0.9969051586428619,284.5017521315035,1.2936625642361843,279.90394855380634,1.3264995492521452
near-term Future,7,6.2.12,ssp585,275.53397455369975,1.3914113984603995,269.89406529044095,1.3191090796501146,273.7412721745636,1.1683373203793663,282.17097423318125,1.5180799252782826,276.22924994144364,1.5605748266543538
near-term Future,7,6.2.13,ssp585,272.11840999158665,1.7114138932715723,264.16529043629856,2.546211450065135,270.34828142524657,1.0110194742415763,281.2479407807773,1.8207385406159142,272.56483311430026,1.4811533160191441
near-term Future,7,6.2.14,ssp585,269.62161199075945,1.6454682938706924,260.9588092905707,2.452905251760141,268.30613313345833,1.2897730774399019,279.0275405802717,1.5349777183659459,270.0327102358321,1.3160834782456998
near-term Future,7,6.2.15,ssp585,273.6813019444008,1.31127194706105,266.54037755036586,1.5717819928357146,271.7791337867379,0.8704356016560317,282.19168026621287,1.610201154829043,274.08175999073046,1.1964041463127053
near-term Future,7,6.2.2,ssp585,272.12498145480794,1.3100439898948475,263.61934803946997,1.5867678193428691,270.6216444326622,0.8535329590607232,280.72864775208996,1.384308241821178,273.3812239392866,1.42207855352262
near-term Future,7,6.2.3,ssp585,273.62777338710316,1.2540288736486127,265.9609737204346,1.44321072715333,272.07130358712743,0.7697893156978783,282.20695312573974,1.5526003482277781,274.13066006362374,1.2541353924389274
near-term Future,7,6.2.4,ssp585,270.1921573320242,1.4243273843923845,261.72178579192735,1.7292384441778097,268.60880240344903,0.910021131368425,279.24092506443026,1.6000744142057366,271.04433700044063,1.464242488791716
near-term Future,7,6.2.5,ssp585,274.9887039992393,1.1246330383733336,268.5554231196592,1.1321904351084893,273.37915616882884,0.775114518661481,282.1175738740947,1.3726364876601194,275.78828244412256,1.2197693790076813
near-term Future,7,6.2.6,ssp585,272.62872909921475,1.7225587120219084,261.2109623033104,2.6287803455447456,271.60318039313603,0.8801008751081383,284.6167714309692,1.952645990122921,272.8681781332833,1.4430054285238076
near-term Future,7,6.2.7,ssp585,277.0959771725538,1.069094488306332,271.49052031500065,0.767798852839702,275.39588312504634,0.892224147383645,283.56661306150255,1.4120528880425756,277.83165384742193,1.1999606062586552
near-term Future,7,6.2.8,ssp585,276.1503437294902,1.253621757383719,269.97241340061083,1.2722947043714279,274.3995676723079,0.9327210705542142,283.5877402145342,1.4999680786486707,276.52756739448785,1.3104784045899596
near-term Future,7,6.2.9,ssp585,276.65155218779273,1.1942604423130452,269.9542172743893,1.2346021628080712,274.92295811992113,0.8106247366038555,284.7303887451278,1.5823784500028424,276.8729279411431,1.1497240836351628
near-term Future,7,7.1.1,ssp585,271.0059130230168,2.3659099325489072,262.5281432942849,4.44862903040986,268.45980303677686,2.271963245595904,281.71844916129885,1.2510068809445798,271.15671230140015,1.5227187738269514
near-term Future,7,7.1.2,ssp585,274.0263643738193,1.6897927717788628,268.0425298647726,2.4715589626840035,272.12884235042344,1.8133084820023657,281.54861274939674,1.2405816143249035,274.2736874693761,1.2438301352725125
near-term Future,7,7.1.3,ssp585,273.02813754730835,1.8848600251186083,264.4059607761531,3.1535477605978333,270.96111618217617,1.3782871683993951,283.7332037977744,1.4457008324968417,272.84533647454276,1.5828926326980008
near-term Future,7,7.1.4,ssp585,269.7028261897175,1.5876254930767608,260.9738471561369,2.113639824818952,268.0460899966959,1.3399062927983412,279.111368209305,1.2597094901748331,270.521913353962,1.6479651128149673
near-term Future,7,7.1.5,ssp585,277.4071794217282,1.2870778030147356,271.7535870558975,1.4033684572977956,275.6043074493533,1.0543770174354152,283.60727457056873,1.2599135665271586,278.5680106619229,1.4344790490328818
near-term Future,7,7.1.6,ssp585,274.76669138418305,1.2461300301589053,268.46983725584624,1.281053260749169,272.80522310697603,0.9554115386124011,281.6125213686247,1.3072033517483792,276.07292038940864,1.4436672093630976
near-term Future,7,7.1.7,ssp585,280.11403806360084,1.0717273506108098,275.1025949976131,0.8896622530227567,278.4355085245443,0.8318635203396783,285.74544265265047,1.2848784381928624,281.0873140820116,1.2792781938387305
near-term Future,7,7.1.8,ssp585,280.70020500790065,1.027795712526209,276.84737982134175,0.7863410580582317,279.16070533801513,0.8515077476531436,285.03027334151056,1.2499831303306248,281.69961849990534,1.220829980103197
near-term Future,7,7.1.9,ssp585,280.9339692319385,1.017155868115295,276.07619716538136,0.6881501897060578,279.4457786914282,0.8411582152926087,286.39346237732013,1.3840166829461644,281.7362276015862,1.1504532473998736
near-term Future,7,8.1.1,ssp585,277.1173542997652,1.4481348384517605,265.4188350155524,2.5076633087415594,275.06875531804855,0.9195150150029677,289.0522311439721,1.5830477545054062,278.72325338611967,0.7954885342913407
near-term Future,7,8.1.10,ssp585,279.770195456836,1.6330158853772963,270.1892858654966,2.9018427599983636,277.7693280242597,1.124170105592094,290.23914490380037,1.4759992364599661,280.7099507996796,1.0479654048808973
near-term Future,7,8.1.2,ssp585,279.39073856389376,1.5934724588592353,269.42532078377565,2.8309082878335152,277.18063835875705,1.1882667227410306,290.1618128120381,1.4660793896861701,280.61787799819217,0.9048227982016304
near-term Future,7,8.1.3,ssp585,277.94308394195673,1.464133161807864,267.77365673271197,2.4827423634485513,275.89549436490756,1.0246037654912745,288.85137186516886,1.4993683274025464,279.069511013553,0.8627680504931314
near-term Future,7,8.1.4,ssp585,276.3345773458234,1.878400139002735,263.33460978268096,3.3439660134914355,274.6717235370401,0.7560674105934119,289.3323588675001,2.0252564490618905,277.76648639320547,1.4112700947648769
near-term Future,7,8.1.5,ssp585,278.23306667969,1.9985064558168522,265.9664288071013,3.61297347905826,276.5264104469742,0.7086704602669522,290.90347390138584,2.277832490335337,279.3130261372312,1.419137359526582
near-term Future,7,8.1.6,ssp585,279.5555594563066,1.5881881258445345,269.34590552307895,2.801233305560519,277.48555286138844,0.8226799045285871,290.78289591892906,1.7205712857972024,280.42198608384126,1.0253563525242182
near-term Future,7,8.1.7,ssp585,279.8093301372739,1.3329397815297073,269.19881171213524,1.7970229107015503,277.6778439056964,0.887943452312105,290.938984067751,1.625511906043343,281.23418458107324,1.0268317074230913
near-term Future,7,8.1.8,ssp585,274.8784275110414,1.097802124028589,262.6779455056776,1.682554043568178,272.707868039558,0.47040610955521955,286.9486854870569,1.4940941966697547,276.9685289807896,0.7515773924825471
near-term Future,7,8.1.9,ssp585,275.29890310176046,1.0775762270344045,263.3322384966959,1.534705300263461,272.75454106513945,0.5461457344081186,287.24950503618817,1.4575660527999652,277.65602116069243,0.7773697850893115
near-term Future,7,8.2.1,ssp585,278.41760538998443,1.7627224777170052,266.669174904985,3.104374230356699,276.51376864765535,0.8376033208993992,290.7287267487982,1.9642322578119202,279.5462667333883,1.1638368568409767
near-term Future,7,8.2.2,ssp585,279.62454447247364,1.6178319075248844,269.4854103060196,2.9240364372179766,277.4579155490644,0.9223099123953928,290.7451600048853,1.6118361979982136,280.62661808953504,1.031763029160735
near-term Future,7,8.2.3,ssp585,280.86603326332107,1.8658111540738682,270.18944220430427,3.527020064632554,279.2449855957111,0.7907240244692044,292.47840671269785,2.061641483825184,281.3523366176411,1.107395038663891
near-term Future,7,8.2.4,ssp585,280.91084555715867,1.696009358892602,270.92490157168004,3.0757489237022115,279.22066329604485,0.8954598773852416,291.8990319544336,1.7304031380881462,281.41321044422216,1.1023678894889555
near-term Future,7,8.3.1,ssp585,281.87904182840316,1.4485071841979202,271.90082628060657,2.0171170312638704,280.02916013663594,0.9701490923082048,292.6924265506993,1.5564318886010575,282.7119197649362,1.2591502506763153
near-term Future,7,8.3.2,ssp585,282.6907125566305,1.8295425772065501,272.22789717032134,3.041998689568959,281.3063210171291,0.7944502573208281,294.0040252345541,2.132558283805846,283.02811602614366,1.3673338831710264
near-term Future,7,8.3.3,ssp585,283.157061483054,1.5338214936114536,273.5097063206977,2.240206317184586,281.8123635780471,0.8956051604215398,293.6716379443459,1.682182008028036,283.4531988750629,1.3285749974346128
near-term Future,7,8.3.4,ssp585,284.67737483152143,1.344853966799331,275.3070312328631,1.5395421674934595,283.5047864486751,1.0633007371360854,294.62643963419873,1.5140261923748461,285.0965393998564,1.2654076936722305
near-term Future,7,8.3.5,ssp585,286.6270242272,1.4012258252415108,277.7088204749021,1.6283448489542782,285.7485829229102,1.1536610173608146,295.84240158205444,1.4531928566227776,287.04219554539156,1.3737508223635668
near-term Future,7,8.3.6,ssp585,286.52084741614607,1.5429951378743336,277.2799801805477,1.8120262508961935,285.7874059736299,1.1203104560101504,296.0801516959978,1.635892146773955,286.76168783708584,1.6096225914308935
near-term Future,7,8.3.7,ssp585,287.8918245895985,1.594990413594637,278.76724170755716,1.564051249745349,287.2250122179933,1.1795338257412364,297.0580969727557,1.6929479628023927,288.3473414930341,1.9466592234974875
near-term Future,7,8.3.8,ssp585,288.91229826578325,1.619836375749136,279.9071545435531,1.5399268572052298,288.53815449236527,1.198089253150897,297.51139676923333,1.782251992018324,289.5268953463447,1.9612598211960979
near-term Future,7,8.4.1,ssp585,281.6130722663618,1.3968501158898379,272.1388494066817,2.000172756767934,280.14482750420945,0.9889705496117394,291.8738984921704,1.4170222060576734,282.11896651033067,1.1905342113767032
near-term Future,7,8.4.2,ssp585,280.8171842914084,1.4350860737150724,271.4113941168317,2.2006766081894256,279.36922081180796,1.0137107261605367,291.0860427901019,1.3826942728362646,281.226592682587,1.1548628629997086
near-term Future,7,8.4.3,ssp585,280.8969920792902,1.544358918790822,271.4358664578977,2.5444545772325835,279.2684108871825,1.035776928210347,291.3319839549583,1.4588338450504352,281.37591727914634,1.1532514209857023
near-term Future,7,8.4.4,ssp585,281.23747985043155,1.3144529032995491,272.33243442093396,1.7139091743651695,279.9755285159385,1.0281647232180564,290.88913621213123,1.3323567311741087,281.58625388400145,1.1896663813443418
near-term Future,7,8.4.5,ssp585,283.5347047273315,1.7269633877940045,273.3510361025426,2.4330384021984903,282.2819608471004,0.8179119239613879,294.3522319719066,2.022283637005348,283.96343205899404,1.6472607773027619
near-term Future,7,8.4.6,ssp585,284.4847589630781,1.5898611247115362,274.43101129878175,1.8580382023660897,283.49746178224945,0.9325615381778469,294.83183895442795,1.8743289956839178,284.9919036955853,1.7008525350861827
near-term Future,7,8.4.7,ssp585,285.66801015934766,1.6078621517061986,275.38096290761183,1.7606784105548599,284.7981817084615,0.9715802759355263,296.1507749072365,1.8945842610234784,286.150570650253,1.8097232430821268
near-term Future,7,8.4.8,ssp585,285.67987338690614,1.5820171754029406,275.6079091138307,1.625827608058821,284.8298957745912,1.0186417880220056,295.85728791029555,1.8333065746141521,286.23778393837284,1.8540881365979782
near-term Future,7,8.4.9,ssp585,284.04776829979215,1.376636567847731,274.84611680116205,1.7430707060459925,282.8432540949642,0.9791472164100128,293.9135820629285,1.4514470871116778,284.41609216651744,1.3394875121221794
near-term Future,7,8.5.1,ssp585,285.9026304170201,1.377657976647912,276.65486458115095,1.7264996757587907,284.47458792941615,1.134434281040651,295.56153291287626,1.4067977044893354,286.75185314525777,1.248166219578584
near-term Future,7,8.5.2,ssp585,287.3738392943583,1.55663051823122,278.12562721201255,1.760435927830593,286.7026534397592,1.1436928521529968,296.8634839771105,1.6613960635143776,287.62944859238894,1.6660858473619733
near-term Future,7,8.5.3,ssp585,290.4737513280789,1.1946816521853485,283.52085965038884,1.4802674840576522,289.39841531683567,0.9708986463106193,297.2059384375033,1.1821589652351712,291.6495606023875,1.1503833914351702
near-term Future,7,8.5.4,ssp585,282.41396980259105,1.4415956828117409,272.31049158532755,1.842596802403197,280.25759086805766,1.0757710574199564,293.16441525894663,1.5802807930241478,283.74456050938466,1.2735791373674523
near-term Future,7,9.2.1,ssp585,273.7881752606185,2.078061811061953,260.1401061145286,3.3296529395519823,272.4702463871265,1.0271203442754315,287.270972845036,2.2169156562763703,275.02371194565154,1.7590340940256162
near-term Future,7,9.2.2,ssp585,273.88920600134475,2.006600459503527,259.02715116535734,3.512206481356033,272.3695093943251,0.8759331496903652,288.0809899930073,2.0871503592833225,275.81579708939273,1.5752258914936292
near-term Future,7,9.2.3,ssp585,279.459016399329,2.253830530312193,267.1889119827129,3.676732515044659,277.71755750750714,0.8066868781952352,292.51270062384395,2.707027001380922,280.1901097174353,1.8476818001383384
near-term Future,7,9.2.4,ssp585,282.59696442675386,2.0063124568731583,271.4814957693572,3.2462852264998094,281.11377439999416,0.7966605477801361,294.414860307652,2.240834417550456,283.17132654832244,1.762541165918618
near-term Future,7,9.3.1,ssp585,274.2570058133484,1.8845025592271138,262.05009276906884,2.896052820895246,273.03001886432287,0.9564293186174218,286.81011133188787,2.1069504037629017,274.91138960148595,1.5947799309399389
near-term Future,7,9.3.3,ssp585,275.89849860141175,1.702809452251116,264.7419301598324,2.3510201235022823,274.41106881612336,0.9351905502047031,288.13968337346677,2.1240637615193503,276.08996318806646,1.4101832056784482
near-term Future,7,9.3.4,ssp585,277.026862430386,1.7288994511244207,265.5478614469833,2.278369920336414,275.3278783989722,0.7374538577139458,289.9586887509926,2.2043973155125336,277.0537147176006,1.7056354503372462
near-term Future,7,9.4.1,ssp585,280.02401143292354,1.6249105269385895,269.67081362350257,1.8847382876693106,278.63067615696997,0.9558483887292217,291.3007143963938,1.8030839967727665,280.29876685128187,1.8635358056438331
near-term Future,7,9.4.2,ssp585,282.8232687209766,1.8197909588928347,271.487067574454,2.3833427052379434,281.4818971239605,0.8339774973637875,294.7731549063973,2.067551047490987,283.3397022300864,2.0071096481176625
near-term Future,7,9.4.3,ssp585,280.71896125672833,1.5902276562431936,270.6951245914446,1.9326176227911303,279.4228112942865,0.9524037252877502,291.48523985489555,1.6616818898657115,281.0848863796787,1.823290750455766
near-term Future,7,9.4.4,ssp585,282.9739932116736,1.932199287502515,271.69665126550336,2.9650325724113378,281.4721803338582,0.7694900724552713,294.9142401147925,2.096787345305728,283.60400867205243,1.9170813846044688
near-term Future,7,9.4.5,ssp585,286.53138990721163,1.702054789082334,275.99098034881814,1.7351237309668106,285.8123765677866,1.0415085435543805,296.9234699460734,1.9892097858760636,287.2044055357968,2.046756476641601
near-term Future,7,9.4.6,ssp585,287.36579072715335,1.668497264222795,277.7767034589601,1.4689379512682867,287.2803940608903,1.2743931091366267,296.2242414486926,1.8931982998226005,288.00533206777254,2.0376546201981878
near-term Future,7,9.4.7,ssp585,288.3657246983088,1.664763896195618,278.7249097597209,1.5762654183237812,287.85058062151074,1.1649797403771913,297.66704689108803,1.8892701364600128,289.04329341685707,2.0308262134936967
near-term Future,7,9.5.1,ssp585,291.60353638688014,1.400268938832511,284.1769808443544,1.485628984049077,291.5269511471624,1.1417937504208595,298.3738016385617,1.4350496619680655,292.2008310138786,1.541774436910071
near-term Future,7,9.6.1,ssp585,291.33259873945156,1.4887956892187226,283.64152748140253,1.4858543644287696,291.47803969652756,1.20192739766577,298.2979728624095,1.6199233536098312,291.77048096981673,1.6491645117235016
mid-term Future,7,0.0.0,ssp585,278.6329795478627,3.4684702296469463,266.89378536901125,4.391313000622924,276.71658488480944,3.2624504528294382,290.2873819834253,3.389066656776098,280.4291132580681,2.841894586992624
mid-term Future,7,1.1.1,ssp585,254.48006653285006,5.036744881830465,240.6527794453269,5.925307762961019,247.03843320908751,3.702370760544486,273.38151963080406,3.577254339814206,256.6061211213388,6.980169438210542
mid-term Future,7,1.1.2,ssp585,262.0916140202655,4.108062520934242,251.70850813035844,7.0233259047810925,254.88618351988168,2.996043021575268,275.30455611583824,2.577815726812437,266.3144756548571,3.8884485785374503
mid-term Future,7,10.1.1,ssp585,274.6882696746193,2.466868292427938,266.8404501651611,2.695708455200842,272.93706242102985,1.708166064529315,283.3881117546145,2.9598442412742783,275.4455535043355,2.508585670276105
mid-term Future,7,10.1.2,ssp585,280.30040792521186,2.2793298689179293,272.59366775575194,1.8530878803906083,278.7545903496541,1.5617491926724956,289.07286676790403,3.1811991509795163,280.6367292034063,2.515698278913745
mid-term Future,7,10.1.3,ssp585,277.2363977989757,3.170266846399938,271.19789567877655,4.471245652686905,274.8028623701658,1.7922290270096553,285.8424469115423,3.5582619357635465,276.9841249684389,2.8810756780825573
mid-term Future,7,10.1.4,ssp585,275.3577768147552,3.5526440628863574,267.23539884280973,4.977335436026697,273.5338302523876,2.747598344719432,285.1312899465081,3.6609475835323657,275.3753950983257,2.844249916290097
mid-term Future,7,10.1.5,ssp585,278.06972212997334,3.3917582585620556,271.6346347626563,4.87913672416378,275.3704457892188,1.826005496080135,287.2857805884403,3.7835114398679632,277.8626708024695,3.1037025303455015
mid-term Future,7,10.1.6,ssp585,278.1373718507507,3.5048195343858786,270.0349172504473,5.429679260863476,275.86629729243316,1.9491327152635431,288.7609051802884,3.983019786347514,277.7279135670049,2.6853626383578146
mid-term Future,7,10.1.7,ssp585,278.92129681208206,3.1877753345749076,270.8960458064474,4.127779601171483,276.2153452327313,1.7375333768302454,289.4456441947688,3.986925725522246,278.9752115026487,2.913868072241709
mid-term Future,7,10.1.8,ssp585,278.91868997115944,3.2548687149834046,272.06912390112615,4.80350966447198,276.6347915087383,1.917947495606242,288.0308590512107,3.5327597562677173,278.80774431553124,2.7898293424855245
mid-term Future,7,10.2.1,ssp585,285.62054064106314,2.910370251787512,277.28928003600265,2.2655974990584395,283.4859798598678,2.197056305266752,294.637184327167,3.560276925460151,286.92451129764646,3.613862145285296
mid-term Future,7,10.2.2,ssp585,289.7376019938388,2.8416463414829476,281.5791427801792,2.1245227481828044,287.1187575024107,2.3790616760500125,298.4194036098148,3.2140566651717464,291.6983415980391,3.6439460392836676
mid-term Future,7,10.2.3,ssp585,289.1694999679471,2.013460415710746,285.0552993976478,1.8335961272530525,286.28963698698124,1.5624035312818432,293.62065366247424,2.012921073333075,291.6607825373555,2.648381363585756
mid-term Future,7,10.2.4,ssp585,286.38812364794506,2.931441082944705,277.51471120433706,1.961705754814739,286.1282181422412,2.7670401246615413,295.015832329211,3.6781772203030805,286.72767141453267,3.304343055862585
mid-term Future,7,11.1.1,ssp585,284.23506690487665,2.309716063312706,279.70792528932037,2.0493171937240033,282.21133141035614,1.68215143429682,289.050428276062,2.5479040622711207,285.90209634152086,2.9615956672354713
mid-term Future,7,11.1.2,ssp585,286.0708113768623,2.4303329282955026,280.29193621253205,2.089295091041695,284.20439913868904,1.6850367237562711,292.13377691973807,2.8391053405015363,287.55875413286816,3.1087443934431676
mid-term Future,7,11.1.3,ssp585,281.20522126456007,2.548024499771376,276.09806770509687,2.1221421262667226,278.91211078477335,1.9792502661065567,286.68908813797907,2.7718862283748127,283.0439020227117,3.319052805823099
mid-term Future,7,12.1.1,ssp585,284.2989006907688,2.9519719224132537,275.13793580687724,1.6509731299187322,282.07540718900333,2.4978565179640624,294.2809913253784,3.892861477603084,285.5394999753921,3.749981913254647
mid-term Future,7,12.1.2,ssp585,284.23019169571927,2.6514430824179964,276.3753657338196,1.1823378954194084,283.90901497449073,2.7053763524742553,291.765290178216,3.6198504472815447,284.7262212865451,3.074703672111731
mid-term Future,7,12.2.1,ssp585,285.76254423671395,2.3753630642523866,281.02342235916797,1.6919916111741413,286.7196911789153,2.9106837239310774,289.4201370786584,2.6744023501354715,285.796635424498,2.2094985030886267
mid-term Future,7,13.1.1,ssp585,279.5566601412551,3.0001943424091357,271.0991934148652,2.6831695759247185,276.9221468925683,1.9704600209060106,289.77580961040826,4.055765618345012,280.2755092083597,3.288450552516177
mid-term Future,7,13.2.1,ssp585,284.32230326778136,2.6247779797940396,277.3489170808089,1.317280395844807,283.1011941769719,2.6335260020876703,291.1026909459155,3.377022551453633,285.6170806246881,3.152000653770761
mid-term Future,7,13.3.1,ssp585,287.00778395704987,2.475295291488205,282.4429738485964,2.171496477895504,287.8855474967023,2.633410241863002,290.75620941452354,2.78327896118164,286.8574441378326,2.305336301294
mid-term Future,7,13.4.1,ssp585,282.87393339601056,2.272410157535748,279.3418608800422,2.105060373347248,283.8730531874234,2.6281311827444505,285.50878582871474,2.373365417496988,282.7026012995514,1.976667589288879
mid-term Future,7,13.4.2,ssp585,285.11883454935344,2.3685277120419617,281.37924865668157,2.0340210277981825,285.50771592005435,2.757089650799399,288.03055900324944,2.499759847806848,285.490312517395,2.1747346167683936
mid-term Future,7,13.5.1,ssp585,289.2056835239942,2.2507667972464223,285.26099875036704,1.8581857363700056,287.84168045686636,2.4868672180175775,292.83289939507193,2.39432316821555,290.82934040321095,2.2562403147561216
mid-term Future,7,13.5.2,ssp585,288.568638255481,2.3216125729859236,286.1635803494259,2.422106677600251,289.07800887066384,2.4102380584633867,290.30241889704826,2.4185260830754807,288.6858086930788,2.034379874166552
mid-term Future,7,13.6.1,ssp585,290.3223667023516,2.2482795341815667,287.94520076407605,2.236950424413944,290.8853273992953,2.1300926393011324,291.7293856094194,2.337176390108855,290.68805165510906,2.2891259347213477
mid-term Future,7,13.6.2,ssp585,290.05020933436896,2.5000827983356277,287.8510552049317,2.452308256086619,290.27409934189006,2.3061741529340356,291.3843893304078,2.5955253760711,290.65580524989537,2.647006456773358
mid-term Future,7,14.1.1,ssp585,295.27255041399,2.8480126864791195,290.13741907790194,2.7671982885820547,295.80949247733406,2.7861322492101905,299.6625818012071,3.185473804473876,295.3836789229676,2.649543111088512
mid-term Future,7,14.1.2,ssp585,294.31611535953095,2.6875808767989895,289.51259451402836,2.579706291146314,295.05204491947006,2.6387461378263346,298.2028727539726,3.0302294386988144,294.406033175961,2.497511985590169
mid-term Future,7,14.2.1,ssp585,297.22701264351014,2.503839109907691,294.2498775756105,2.3030592811868544,296.96587637693983,2.1604755841130796,299.22970234497734,2.6594400231734596,298.4185923414964,2.892768034044206
mid-term Future,7,14.3.1,ssp585,293.06184196985504,2.518565801313457,286.4092684910864,1.848349479383769,290.2378741788864,2.450772314693616,299.6734359907067,2.659408661386241,295.82960699815015,3.109332598382302
mid-term Future,7,14.3.2,ssp585,291.227117714873,2.7334826416690436,284.23593036657104,1.784410833599086,289.31639630670134,2.689754259379013,298.0134836296413,3.0913031287815294,293.2306941072233,3.357084469323631
mid-term Future,7,14.4.1,ssp585,293.05826635819744,2.432716388887325,289.9552099404183,2.3858589934290837,293.9121360617098,2.722430900283481,295.11282974243164,2.4716868893996526,293.19501324905144,2.146885512739747
mid-term Future,7,14.4.2,ssp585,293.2203416410117,2.3479289938437162,290.757505770017,2.3314462838337775,293.7520919857854,2.220443748805831,294.72800090333686,2.4289764706984833,293.60078807118174,2.4112221193837584
mid-term Future,7,14.4.3,ssp585,286.7475472194427,2.2462132969468183,283.8483299878719,2.2773863489494808,287.71337132790813,2.387940125141455,288.6974779240981,2.3685911543472944,286.67475513339696,1.9482936564251592
mid-term Future,7,14.5.1,ssp585,294.89670950359323,2.3278446969870075,292.4896571339867,2.2579551897150445,295.61552016465555,2.254193199821138,296.7021150792163,2.732983544805773,294.73170414159586,2.062020442878808
