Year,Ecoregion,Scenario,CDDMmean,CDDMmean_min,CDDMmean_min_model,CDDMmean_max,CDDMmean_max_model,CDDMmax,CDDMmax_min,CDDMmax_min_model,CDDMmax_max,CDDMmax_max_model
2052,8.1.2,ssp245,381.7232181202298,231.65885127674576,CNRM-ESM2-1,476.4714336048492,ACCESS-CM2,405.96566374807816,276.8599730058164,CNRM-ESM2-1,472.8273298783754,ACCESS-CM2
2053,8.1.2,ssp245,438.5017938787302,332.37714309692524,CNRM-ESM2-1,559.748128440165,EC-Earth3,427.70836389715186,351.8223738236874,CNRM-ESM2-1,522.0776407415234,EC-Earth3
2054,8.1.2,ssp245,319.297653776228,273.09918247569806,EC-Earth3,409.1683834422734,CNRM-ESM2-1,315.39315814394087,246.3900016091102,ACCESS-CM2,446.4667947942577,CNRM-ESM2-1
2055,8.1.2,ssp245,415.9287296179585,279.44177946611035,ACCESS-CM2,522.0783707358638,CNRM-ESM2-1,402.499146293873,267.23535572398947,ACCESS-CM2,507.1873601740075,CNRM-ESM2-1
2056,8.1.2,ssp245,456.78168277162655,390.906924923985,EC-Earth3,508.1663753856328,ACCESS-CM2,462.5698114106165,410.5644574252057,EC-Earth3,521.9778761430238,CNRM-ESM2-1
2057,8.1.2,ssp245,325.8106234232599,172.43053304498963,EC-Earth3,421.984572115813,ACCESS-CM2,326.6636268846931,175.52140808105585,EC-Earth3,424.3642795909551,ACCESS-CM2
2058,8.1.2,ssp245,381.2622213652653,130.91422993053175,CNRM-ESM2-1,699.9713993419318,EC-Earth3,400.0720162593971,150.7352555708461,CNRM-ESM2-1,728.8926666259784,EC-Earth3
2059,8.1.2,ssp245,297.7493751988281,216.1045299876833,EC-Earth3,383.02572264238006,ACCESS-CM2,290.3806215690858,214.0475760720005,EC-Earth3,340.42039240056977,ACCESS-CM2
2060,8.1.2,ssp245,502.72671330770027,389.589016584918,EC-Earth3,684.0940166820199,ACCESS-CM2,489.36608960700937,381.9572710904224,EC-Earth3,674.0032936789793,ACCESS-CM2
2061,8.1.2,ssp245,229.48104063091978,152.86446873058057,CNRM-ESM2-1,286.0052182284284,EC-Earth3,233.6423767089856,171.41971477161837,CNRM-ESM2-1,268.0215832796977,ACCESS-CM2
2062,8.1.2,ssp245,304.3647998463038,151.03330480402266,EC-Earth3,431.032657137786,ACCESS-CM2,290.3799822720629,125.82662880637524,EC-Earth3,381.0284096457761,ACCESS-CM2
2063,8.1.2,ssp245,427.16753523855664,342.8061701687914,CNRM-ESM2-1,471.27743114124826,ACCESS-CM2,409.0029747240487,323.570689253375,CNRM-ESM2-1,457.1161284013245,EC-Earth3
2064,8.1.2,ssp245,388.4111692486402,246.1869006763818,EC-Earth3,478.7692769137312,CNRM-ESM2-1,401.9453694661474,224.1086611661057,EC-Earth3,529.0422005393306,CNRM-ESM2-1
2065,8.1.2,ssp245,339.7967981049523,181.15980564464328,CNRM-ESM2-1,548.0001636851935,EC-Earth3,356.72163238525536,202.5413338401112,CNRM-ESM2-1,602.2195363825034,EC-Earth3
2066,8.1.2,ssp245,331.19782580751513,230.7507148742688,EC-Earth3,387.90936251553774,CNRM-ESM2-1,303.81323283802527,193.4219526811091,EC-Earth3,394.64924468994286,CNRM-ESM2-1
2067,8.1.2,ssp245,422.1983253247827,279.0144946705224,CNRM-ESM2-1,536.7580289667321,ACCESS-CM2,442.188155619305,309.8502330433251,CNRM-ESM2-1,516.2272700916657,ACCESS-CM2
2068,8.1.2,ssp245,447.2178078391351,296.25444363680896,CNRM-ESM2-1,714.8603452509118,ACCESS-CM2,449.073443834711,309.9333933049996,CNRM-ESM2-1,707.3893825184233,ACCESS-CM2
2069,8.1.2,ssp245,397.19398692738076,280.3634994506849,EC-Earth3,607.2312645652096,ACCESS-CM2,380.6321741739924,290.88644048517546,EC-Earth3,546.7384110884251,ACCESS-CM2
2070,8.1.2,ssp245,287.1994262695326,185.6477510625677,CNRM-ESM2-1,340.1108744534595,ACCESS-CM2,277.4302432898332,184.7999413230212,CNRM-ESM2-1,327.0415832519544,EC-Earth3
2071,8.1.2,ssp245,491.4562919154329,422.5135042363963,EC-Earth3,603.637364058063,ACCESS-CM2,476.4057668512535,426.7882783369601,EC-Earth3,539.5898560957495,ACCESS-CM2
2072,8.1.2,ssp245,412.4263681585155,295.0816000504944,ACCESS-CM2,545.432708185371,CNRM-ESM2-1,414.61118631074083,264.90772982510816,ACCESS-CM2,576.8248571222496,CNRM-ESM2-1
2073,8.1.2,ssp245,454.7381592028087,348.28080485950966,EC-Earth3,612.3211168462599,ACCESS-CM2,429.87366148052973,343.7974724509515,EC-Earth3,567.1723061301512,ACCESS-CM2
2074,8.1.2,ssp245,322.06143114494694,217.62450741854695,EC-Earth3,438.0616259488208,ACCESS-CM2,306.1922069665172,198.2140522349976,EC-Earth3,419.0604712746375,ACCESS-CM2
2075,8.1.2,ssp245,402.34292281179887,225.85525803999616,ACCESS-CM2,589.9000096407821,EC-Earth3,409.1018856164197,212.413098838114,ACCESS-CM2,627.8688817804529,EC-Earth3
2076,8.1.2,ssp245,410.5634071118919,384.32418566617247,ACCESS-CM2,435.5263583096606,EC-Earth3,428.6761746955656,403.7318124944529,CNRM-ESM2-1,455.7791625976579,EC-Earth3
2077,8.1.2,ssp245,362.8745775164996,251.1554177717744,EC-Earth3,426.2942981373195,CNRM-ESM2-1,352.63673211300176,242.7616524436271,EC-Earth3,461.7293506969121,CNRM-ESM2-1
2078,8.1.2,ssp245,536.7607923796701,473.4140140880255,CNRM-ESM2-1,584.0202366222053,ACCESS-CM2,545.7117108431747,476.10100222501046,CNRM-ESM2-1,594.132119612262,ACCESS-CM2
2079,8.1.2,ssp245,302.5515636328507,117.93968179876238,ACCESS-CM2,578.2062982039034,EC-Earth3,307.44445555715964,109.93892031583005,ACCESS-CM2,597.6558015303194,EC-Earth3
2080,8.1.2,ssp245,445.134836902042,210.5327869762085,EC-Earth3,569.7077505631898,ACCESS-CM2,446.4105138605307,198.5557869651113,EC-Earth3,595.7838869961842,CNRM-ESM2-1
2081,8.1.2,ssp245,388.1232839410971,289.51728016246574,EC-Earth3,506.2310749400762,CNRM-ESM2-1,374.4160614013688,280.7778306440886,EC-Earth3,519.8070904818466,CNRM-ESM2-1
2082,8.1.2,ssp245,382.15315015388416,318.1460254322412,EC-Earth3,460.8564682006853,ACCESS-CM2,374.2754311301507,315.99790843616955,EC-Earth3,440.91376342773617,ACCESS-CM2
2083,8.1.2,ssp245,493.1895733920027,482.9733326305062,CNRM-ESM2-1,505.1985074129988,ACCESS-CM2,467.6323112719004,455.5241484208558,ACCESS-CM2,488.25691625421854,EC-Earth3
2084,8.1.2,ssp245,458.8165862805933,414.3582427978532,CNRM-ESM2-1,491.8308774081162,ACCESS-CM2,440.61702973337054,408.0671640569528,CNRM-ESM2-1,465.8131272749487,ACCESS-CM2
2085,8.1.2,ssp245,491.16787920865323,409.0668055447682,EC-Earth3,541.6814903259296,CNRM-ESM2-1,474.3922887166359,372.4063124223205,EC-Earth3,581.013156405364,CNRM-ESM2-1
2086,8.1.2,ssp245,308.4421492143124,302.7831044977375,ACCESS-CM2,318.36349528919703,CNRM-ESM2-1,290.35531519109685,270.97637994939765,ACCESS-CM2,322.1694011341455,CNRM-ESM2-1
2087,8.1.2,ssp245,427.4082969203157,319.71129074096854,CNRM-ESM2-1,483.2831443093058,ACCESS-CM2,403.57874617143284,286.22331140691745,CNRM-ESM2-1,486.3357097278959,EC-Earth3
2088,8.1.2,ssp245,389.2798240661637,313.77055511474754,CNRM-ESM2-1,466.1705114191245,EC-Earth3,365.22347148548647,317.5169167258537,CNRM-ESM2-1,434.737391940032,EC-Earth3
2089,8.1.2,ssp245,452.24709130489623,394.6931510925308,CNRM-ESM2-1,484.0463633450611,ACCESS-CM2,446.99427217425887,397.2800071022742,CNRM-ESM2-1,476.4104034423845,EC-Earth3
2090,8.1.2,ssp245,377.4715012983858,275.35663389726244,EC-Earth3,497.8290289445374,CNRM-ESM2-1,346.80121621796735,244.01172540838203,EC-Earth3,478.14240126176486,CNRM-ESM2-1
2091,8.1.2,ssp245,470.70669655077563,430.2026052995178,CNRM-ESM2-1,500.1976365522921,EC-Earth3,474.9409961584859,439.029888638585,ACCESS-CM2,522.1928111683254,EC-Earth3
2092,8.1.2,ssp245,329.49705239498394,206.7700358997704,EC-Earth3,496.108816528322,ACCESS-CM2,318.8213784420143,171.26573514071495,EC-Earth3,488.09150418368426,ACCESS-CM2
2093,8.1.2,ssp245,477.2857061443924,435.09798681085925,CNRM-ESM2-1,534.5262591968901,ACCESS-CM2,456.4752821951218,441.5852883078851,EC-Earth3,483.0639543013158,ACCESS-CM2
2094,8.1.2,ssp245,409.00405069987147,345.60323951027766,ACCESS-CM2,463.9214345065047,EC-Earth3,417.76929538611375,350.0017132845807,ACCESS-CM2,459.3680075905557,CNRM-ESM2-1
2095,8.1.2,ssp245,413.6773357275777,376.8694853349181,CNRM-ESM2-1,480.5679989901474,ACCESS-CM2,384.9407859108681,331.2143520008449,EC-Earth3,431.6561879938318,ACCESS-CM2
2096,8.1.2,ssp245,355.86045081398873,158.75179998224556,ACCESS-CM2,499.5347086819756,CNRM-ESM2-1,328.51884631532766,139.14424216530668,ACCESS-CM2,486.2243121060476,CNRM-ESM2-1
2097,8.1.2,ssp245,405.0272364992101,384.2072867653603,CNRM-ESM2-1,427.26781456687416,ACCESS-CM2,393.95138688521115,366.1574780550886,CNRM-ESM2-1,420.2715800892238,EC-Earth3
2098,8.1.2,ssp245,434.6369911656252,318.6897288235765,ACCESS-CM2,555.7456917502681,EC-Earth3,424.49541404030714,332.4560374866847,ACCESS-CM2,531.7203419078497,EC-Earth3
2099,8.1.2,ssp245,452.5663777669288,389.3912410389309,EC-Earth3,518.021018357712,CNRM-ESM2-1,432.91864550041595,376.0724236228265,EC-Earth3,523.4806354869511,CNRM-ESM2-1
2016,8.1.3,ssp245,192.2484349254728,150.16538149986826,CNRM-ESM2-1,256.63722082067534,EC-Earth3,253.28556990760956,209.88474791727057,CNRM-ESM2-1,302.3649890287436,EC-Earth3
2017,8.1.3,ssp245,158.94201867374463,106.10741392535984,ACCESS-CM2,231.58842117874835,EC-Earth3,215.22497493288748,157.35094453788173,ACCESS-CM2,291.9043439700294,EC-Earth3
2018,8.1.3,ssp245,212.33794229138638,197.6215575041604,EC-Earth3,228.3216538794258,CNRM-ESM2-1,260.4144062057947,220.2882988823797,EC-Earth3,315.9260027850129,CNRM-ESM2-1
2019,8.1.3,ssp245,313.51187710232324,251.34241261423475,ACCESS-CM2,434.0475449550311,EC-Earth3,363.28495985745536,291.6474011833298,ACCESS-CM2,480.2298507125303,EC-Earth3
2020,8.1.3,ssp245,295.11160598566624,226.7289976520314,ACCESS-CM2,372.49834994092527,EC-Earth3,359.4468636720773,266.37125108507087,ACCESS-CM2,411.96092770423553,EC-Earth3
2021,8.1.3,ssp245,215.63161828311982,136.1766099717891,CNRM-ESM2-1,347.32629439742607,EC-Earth3,265.76565177509445,185.96226972415235,ACCESS-CM2,401.64460743091865,EC-Earth3
2022,8.1.3,ssp245,241.58703434948202,147.05809620044943,EC-Earth3,368.76519564405055,ACCESS-CM2,286.5468983340179,170.78594232253192,EC-Earth3,415.8882225507588,ACCESS-CM2
2023,8.1.3,ssp245,192.8268597763763,163.7414706759994,CNRM-ESM2-1,210.71634016625785,EC-Earth3,250.18542844670424,219.08806280442352,CNRM-ESM2-1,267.86233151282914,ACCESS-CM2
2024,8.1.3,ssp245,223.08397835939624,132.80900117850683,ACCESS-CM2,396.9301279327032,EC-Earth3,265.4078404556099,167.51330769856884,ACCESS-CM2,422.69157880618417,EC-Earth3
2025,8.1.3,ssp245,225.19381641026985,131.80611169132268,EC-Earth3,382.1980812355339,ACCESS-CM2,275.1312307098778,148.36298398618442,EC-Earth3,455.959513647764,ACCESS-CM2
2026,8.1.3,ssp245,238.23814933368828,184.71316641348477,ACCESS-CM2,319.1239143654168,EC-Earth3,280.66072628821996,233.42825287242115,ACCESS-CM2,325.0891016077128,EC-Earth3
2027,8.1.3,ssp245,245.41854914912594,190.54483525782572,EC-Earth3,330.30026392053804,CNRM-ESM2-1,326.8421439716369,245.87228031865024,EC-Earth3,460.7529001494999,CNRM-ESM2-1
2028,8.1.3,ssp245,224.30744763284176,152.9262011115942,ACCESS-CM2,265.4887425928953,EC-Earth3,289.4397431550215,209.3496064362712,ACCESS-CM2,357.0172402464327,CNRM-ESM2-1
2029,8.1.3,ssp245,217.09154944400348,162.0851099461694,CNRM-ESM2-1,248.49912896803983,EC-Earth3,286.01813228905576,241.5691503454147,CNRM-ESM2-1,329.62748217170764,EC-Earth3
2030,8.1.3,ssp245,307.93958953731976,229.10746716158016,EC-Earth3,461.8260839768414,CNRM-ESM2-1,369.9911673086676,268.77770506305603,EC-Earth3,565.0083433551569,CNRM-ESM2-1
2031,8.1.3,ssp245,272.8604535200971,253.18363941334044,CNRM-ESM2-1,289.13999132698086,EC-Earth3,338.52610953374307,334.0890300986221,ACCESS-CM2,343.4933575665524,EC-Earth3
2032,8.1.3,ssp245,218.175087741178,107.91349841459378,EC-Earth3,289.9912997964002,CNRM-ESM2-1,286.4527923960759,139.92362640757727,EC-Earth3,404.1402586383599,CNRM-ESM2-1
2033,8.1.3,ssp245,281.24352450900733,227.00887534059228,ACCESS-CM2,342.5857073748568,EC-Earth3,390.5577921047147,338.9284127694603,ACCESS-CM2,424.70511662989657,EC-Earth3
2034,8.1.3,ssp245,364.4714647897492,286.7370877866404,EC-Earth3,508.1598847942605,ACCESS-CM2,437.574124007364,348.59686234085785,EC-Earth3,572.9998089825684,ACCESS-CM2
2035,8.1.3,ssp245,344.0345944377143,221.7769604718255,CNRM-ESM2-1,483.588947362077,ACCESS-CM2,426.6131003548594,305.912302351588,CNRM-ESM2-1,581.6641561625933,ACCESS-CM2
2036,8.1.3,ssp245,293.84273392791243,129.37942787453068,CNRM-ESM2-1,439.0526551423264,EC-Earth3,345.114865501625,158.96519632221836,CNRM-ESM2-1,495.2038334599264,EC-Earth3
2037,8.1.3,ssp245,277.52060506687377,243.7676828643436,EC-Earth3,301.4654335304557,CNRM-ESM2-1,341.7280106407148,250.77600632655904,EC-Earth3,391.4201108579297,CNRM-ESM2-1
2038,8.1.3,ssp245,232.45753205224935,206.1080921314393,ACCESS-CM2,267.6915159249026,CNRM-ESM2-1,277.34775812596587,238.67856430242216,EC-Earth3,334.3989193763276,CNRM-ESM2-1
2039,8.1.3,ssp245,229.27576368669543,99.2723079351738,CNRM-ESM2-1,335.07149803255965,EC-Earth3,291.4084420914526,128.21240181628642,CNRM-ESM2-1,406.5124716676329,EC-Earth3
2040,8.1.3,ssp245,258.29779450844467,214.93928527832148,ACCESS-CM2,303.88482311861145,CNRM-ESM2-1,317.85160313987086,259.3988146369854,ACCESS-CM2,406.0788833429799,CNRM-ESM2-1
2041,8.1.3,ssp245,284.019631694277,206.75133618013493,CNRM-ESM2-1,323.7092536832093,EC-Earth3,355.1872014803176,278.4720617977204,CNRM-ESM2-1,396.1057294680765,EC-Earth3
2042,8.1.3,ssp245,256.13109035413567,139.04889646930545,EC-Earth3,401.1890838999823,CNRM-ESM2-1,316.46221994156826,173.99908959659643,EC-Earth3,486.524339237921,CNRM-ESM2-1
2043,8.1.3,ssp245,348.82205971298055,271.7013044192481,CNRM-ESM2-1,398.5618833188673,ACCESS-CM2,405.19363149635257,341.2735509801809,CNRM-ESM2-1,444.46868813597285,ACCESS-CM2
2044,8.1.3,ssp245,264.0226369222018,216.349599164799,ACCESS-CM2,314.07944761676686,EC-Earth3,311.59742908870385,259.4390396683317,ACCESS-CM2,359.8090561855002,EC-Earth3
2045,8.1.3,ssp245,179.17894848482206,172.86736054597182,EC-Earth3,187.3061260082112,CNRM-ESM2-1,232.48080738209026,211.38004534686172,EC-Earth3,245.61642749927756,CNRM-ESM2-1
2046,8.1.3,ssp245,414.03988783094775,314.5097071518148,CNRM-ESM2-1,517.2781914981813,ACCESS-CM2,465.3714189443094,392.9429051528758,CNRM-ESM2-1,570.1991140106596,ACCESS-CM2
2047,8.1.3,ssp245,234.42307481805128,163.21247837396436,CNRM-ESM2-1,305.7014193311165,EC-Earth3,288.4515111099069,190.4845566737811,CNRM-ESM2-1,345.1688744062274,EC-Earth3
2048,8.1.3,ssp245,376.50195647816764,316.6968054877403,ACCESS-CM2,407.54359552830977,EC-Earth3,438.2595796561554,359.4428198543614,ACCESS-CM2,478.51673252435546,EC-Earth3
2049,8.1.3,ssp245,327.3615606551321,176.5207848819696,ACCESS-CM2,443.6202827924579,EC-Earth3,398.82670391067205,231.43429437331335,ACCESS-CM2,521.1379295066566,EC-Earth3
2050,8.1.3,ssp245,259.69189174322565,141.66832184968274,EC-Earth3,451.9803564377791,ACCESS-CM2,326.4221852997217,155.3837565857699,EC-Earth3,544.8998441719732,ACCESS-CM2
2051,8.1.3,ssp245,325.06649379651867,225.6865404670633,CNRM-ESM2-1,440.87662534360703,EC-Earth3,400.9334457585857,330.0643140251267,CNRM-ESM2-1,505.66673825111104,EC-Earth3
2052,8.1.3,ssp245,369.5743334860483,177.2041220959333,CNRM-ESM2-1,476.0996900016896,ACCESS-CM2,462.053413020634,274.6703278718184,CNRM-ESM2-1,558.3737658088608,EC-Earth3
2053,8.1.3,ssp245,406.7228862997942,275.2618369396834,CNRM-ESM2-1,526.4862502863396,EC-Earth3,461.6270169230661,357.3799296061211,CNRM-ESM2-1,539.2448965567147,EC-Earth3
2054,8.1.3,ssp245,290.821938986446,254.48581757722184,EC-Earth3,356.5515793788595,CNRM-ESM2-1,353.1173541787245,296.9724228093669,ACCESS-CM2,454.37148769049145,CNRM-ESM2-1
2055,8.1.3,ssp245,399.74716873483067,294.13711400915207,ACCESS-CM2,486.3818216959651,EC-Earth3,453.7869603286572,343.24586520724984,ACCESS-CM2,537.4253242398503,EC-Earth3
2056,8.1.3,ssp245,439.64710453488857,409.2538793493215,EC-Earth3,471.134326737017,ACCESS-CM2,505.020640833978,467.0656519006815,EC-Earth3,560.404477343149,CNRM-ESM2-1
2057,8.1.3,ssp245,297.459699930577,133.9313499921643,EC-Earth3,444.0357068473927,ACCESS-CM2,347.85269526729024,158.82655338240372,EC-Earth3,519.4174167209218,ACCESS-CM2
2058,8.1.3,ssp245,351.64611761148217,117.93678690592532,CNRM-ESM2-1,675.6672033239313,EC-Earth3,423.770444165141,170.34823713891396,CNRM-ESM2-1,770.3803489402508,EC-Earth3
2059,8.1.3,ssp245,310.44754289540884,254.5256294156312,EC-Earth3,415.5619876814495,ACCESS-CM2,376.29321866761666,312.89719584900814,EC-Earth3,475.4445169331132,ACCESS-CM2
2060,8.1.3,ssp245,423.09321123288163,305.2058064025141,CNRM-ESM2-1,605.1990332709438,ACCESS-CM2,484.5624572502749,367.8281211570472,CNRM-ESM2-1,685.7969816231453,ACCESS-CM2
2061,8.1.3,ssp245,230.96381347405188,169.8449823826927,CNRM-ESM2-1,295.62515545126973,EC-Earth3,286.38574261449617,230.9542247630941,CNRM-ESM2-1,346.27877807617347,EC-Earth3
2062,8.1.3,ssp245,292.0259348677032,139.4004434467843,EC-Earth3,416.1006729691135,ACCESS-CM2,348.04306329170026,170.05760618610242,EC-Earth3,456.3914886851389,ACCESS-CM2
2063,8.1.3,ssp245,420.5792870666772,301.41788917824226,CNRM-ESM2-1,481.30398589711297,EC-Earth3,474.6974304199236,340.1372209713798,CNRM-ESM2-1,552.5876207139773,EC-Earth3
2064,8.1.3,ssp245,350.5094376552266,199.88651884102623,EC-Earth3,444.8994929937684,ACCESS-CM2,421.85246890974776,201.6346536518625,EC-Earth3,538.129750418959,CNRM-ESM2-1
2065,8.1.3,ssp245,342.423332496927,173.5039304756834,CNRM-ESM2-1,551.7045571786402,EC-Earth3,411.41160986629694,255.2575430410893,CNRM-ESM2-1,633.3541642554031,EC-Earth3
2066,8.1.3,ssp245,296.9630237595058,213.69483103811103,EC-Earth3,348.075088350274,CNRM-ESM2-1,339.1308190867749,213.6306339970353,EC-Earth3,447.5629154911763,CNRM-ESM2-1
2067,8.1.3,ssp245,390.97246980392543,248.1726426112811,CNRM-ESM2-1,471.4119679015379,ACCESS-CM2,473.70374652878405,327.3073746292692,CNRM-ESM2-1,561.5850369677148,EC-Earth3
2068,8.1.3,ssp245,406.8176700042615,273.42038480028833,CNRM-ESM2-1,631.2618015618991,ACCESS-CM2,471.6718488277248,350.6455497082383,CNRM-ESM2-1,702.4117975682408,ACCESS-CM2
2069,8.1.3,ssp245,386.1342579594381,272.5224259741525,EC-Earth3,567.4742921805696,ACCESS-CM2,432.2763236089025,333.25660114053005,EC-Earth3,577.2590880594156,ACCESS-CM2
2070,8.1.3,ssp245,272.27499090752116,158.70844349802368,CNRM-ESM2-1,330.0358016779408,ACCESS-CM2,315.22091388467055,199.221034900054,CNRM-ESM2-1,388.4773802957434,ACCESS-CM2
2071,8.1.3,ssp245,484.42901734403296,406.1767823772681,CNRM-ESM2-1,597.2315679479548,ACCESS-CM2,540.0446904939896,510.19582451714587,EC-Earth3,592.719969196086,ACCESS-CM2
2072,8.1.3,ssp245,366.82576676985036,252.77839381842116,ACCESS-CM2,488.6006011586148,CNRM-ESM2-1,437.89416192451307,276.95370920440456,ACCESS-CM2,616.6269539538744,CNRM-ESM2-1
2073,8.1.3,ssp245,412.3746675844562,321.73044151023714,EC-Earth3,572.3416131290408,ACCESS-CM2,449.9521034020963,361.3228905948607,EC-Earth3,598.8228283540722,ACCESS-CM2
2074,8.1.3,ssp245,315.7049356970781,200.23955722385088,EC-Earth3,444.39021783522776,ACCESS-CM2,363.95338491432113,225.52144978841264,EC-Earth3,497.3460997781653,ACCESS-CM2
2075,8.1.3,ssp245,400.3973692340631,236.2447734691493,ACCESS-CM2,649.3793738094394,EC-Earth3,474.1963225188095,280.1814808786667,ACCESS-CM2,758.5046105655641,EC-Earth3
2076,8.1.3,ssp245,376.9735943201653,361.43011840066936,CNRM-ESM2-1,398.3597272331348,EC-Earth3,461.6885402600969,440.740507827572,CNRM-ESM2-1,473.80693600501706,ACCESS-CM2
2077,8.1.3,ssp245,312.1083915427893,188.10121362003392,EC-Earth3,379.0476233211582,ACCESS-CM2,375.05834915726433,248.5222117482894,EC-Earth3,469.07177365150136,CNRM-ESM2-1
2078,8.1.3,ssp245,508.4096548700547,402.66594061204097,CNRM-ESM2-1,577.3070136929754,EC-Earth3,599.2964070889212,479.3062310112864,CNRM-ESM2-1,665.6526639961921,EC-Earth3
2079,8.1.3,ssp245,296.8447408228756,118.3478565734118,ACCESS-CM2,551.1751546412355,EC-Earth3,351.7439899962639,145.52226622781734,ACCESS-CM2,634.9858474543083,EC-Earth3
2080,8.1.3,ssp245,399.49827319486786,182.905837447556,EC-Earth3,530.1505602801307,ACCESS-CM2,481.3257979530381,212.16415458019995,EC-Earth3,624.2299387990707,CNRM-ESM2-1
2081,8.1.3,ssp245,380.3559142815248,317.51719217182807,EC-Earth3,473.6023004602519,CNRM-ESM2-1,441.5294819898583,364.827388584468,EC-Earth3,587.046457851082,CNRM-ESM2-1
2082,8.1.3,ssp245,360.39521220642996,329.9582409517279,EC-Earth3,409.1606836766388,ACCESS-CM2,422.3626024787825,388.0830522702079,EC-Earth3,464.616069803122,ACCESS-CM2
2083,8.1.3,ssp245,451.2059706197371,380.9567317256237,CNRM-ESM2-1,494.3121800552199,ACCESS-CM2,505.2925528318321,442.3265702612623,CNRM-ESM2-1,537.559444851347,EC-Earth3
2084,8.1.3,ssp245,418.0330112912543,335.9904889142086,CNRM-ESM2-1,463.8526992232726,EC-Earth3,463.9104701917374,385.2943819776007,CNRM-ESM2-1,512.7716885790431,ACCESS-CM2
2085,8.1.3,ssp245,433.0320928000636,399.05870982982646,EC-Earth3,460.8921657232609,ACCESS-CM2,498.7703206380226,434.1027233736031,EC-Earth3,567.7068776071825,CNRM-ESM2-1
2086,8.1.3,ssp245,284.8269032921823,269.5831498887816,CNRM-ESM2-1,315.2168673291631,EC-Earth3,323.17423969786984,277.4929227852541,ACCESS-CM2,350.00386247046333,CNRM-ESM2-1
2087,8.1.3,ssp245,397.25802099910953,262.6298158245337,CNRM-ESM2-1,484.5647816599168,EC-Earth3,455.608072816199,303.95292546778705,CNRM-ESM2-1,584.5676067587789,EC-Earth3
2088,8.1.3,ssp245,341.7477480664681,279.68377738293447,CNRM-ESM2-1,426.6185193850685,EC-Earth3,380.5364824208719,338.1854465060778,CNRM-ESM2-1,452.52271404502,EC-Earth3
2089,8.1.3,ssp245,447.9924561802759,367.292046930762,CNRM-ESM2-1,502.56606042179226,ACCESS-CM2,514.1626865967818,463.7397735972479,CNRM-ESM2-1,554.0922094274467,ACCESS-CM2
2090,8.1.3,ssp245,328.046845926671,266.4760813395196,EC-Earth3,412.1061631944462,CNRM-ESM2-1,359.43468678164544,272.50152776270875,EC-Earth3,477.8970361780254,CNRM-ESM2-1
2091,8.1.3,ssp245,433.42283804936824,379.8336438591113,CNRM-ESM2-1,496.6584820029191,EC-Earth3,510.39714591572005,461.7500163513956,ACCESS-CM2,581.3354537398745,EC-Earth3
2092,8.1.3,ssp245,309.8380083374539,186.1675436891165,EC-Earth3,480.5663364740083,ACCESS-CM2,355.91476056134394,180.12892440984382,EC-Earth3,553.597302924264,ACCESS-CM2
2093,8.1.3,ssp245,453.7820520597247,410.31348195017273,CNRM-ESM2-1,509.80927112720815,ACCESS-CM2,503.09772878890345,494.3118395393297,ACCESS-CM2,516.5647512930427,CNRM-ESM2-1
2094,8.1.3,ssp245,384.39282475224417,336.44445231873465,ACCESS-CM2,417.38998722029487,CNRM-ESM2-1,462.37462522404843,406.1643506462207,ACCESS-CM2,562.7670301649323,CNRM-ESM2-1
2095,8.1.3,ssp245,379.52679394380704,358.5724724663642,CNRM-ESM2-1,420.0074021327661,ACCESS-CM2,425.68421010461026,363.77985606252565,EC-Earth3,463.61410831404464,CNRM-ESM2-1
2096,8.1.3,ssp245,324.97794514722943,174.04143608941115,ACCESS-CM2,425.67431248794543,CNRM-ESM2-1,350.4634275836726,180.35417216736744,ACCESS-CM2,491.3114518530592,CNRM-ESM2-1
2097,8.1.3,ssp245,413.1535135653791,380.4544723322377,CNRM-ESM2-1,458.7587389533919,EC-Earth3,485.18507660289043,451.1251515329636,CNRM-ESM2-1,530.4092987437324,EC-Earth3
2098,8.1.3,ssp245,387.0001271314598,300.7766519052025,ACCESS-CM2,552.0285929738758,EC-Earth3,445.16114572281884,371.6964101532376,CNRM-ESM2-1,568.7642808702277,EC-Earth3
2099,8.1.3,ssp245,446.8047949771348,389.58126936547706,EC-Earth3,497.4736677381746,ACCESS-CM2,502.54702527709634,419.444917504583,EC-Earth3,546.6635932074673,ACCESS-CM2
2016,8.1.4,ssp245,82.47993223785126,51.00981148012264,CNRM-ESM2-1,119.39726556593446,EC-Earth3,112.48700272755032,82.35563007970069,CNRM-ESM2-1,150.1925841497616,EC-Earth3
2017,8.1.4,ssp245,100.56717729466004,36.37254823746251,ACCESS-CM2,194.0969687184992,EC-Earth3,154.0455757781007,51.24967316658314,ACCESS-CM2,317.20754583543504,EC-Earth3
2018,8.1.4,ssp245,119.21446268717521,92.58855431341414,ACCESS-CM2,152.19989173150915,CNRM-ESM2-1,154.38520740139964,124.79791027438336,ACCESS-CM2,203.9068441674027,CNRM-ESM2-1
2019,8.1.4,ssp245,86.36686229418741,66.27732429750557,EC-Earth3,113.6411531313012,CNRM-ESM2-1,112.58172703240585,75.95173347719317,EC-Earth3,173.41596939579247,CNRM-ESM2-1
2020,8.1.4,ssp245,126.93241250315096,87.15550397319234,CNRM-ESM2-1,151.8660660085379,EC-Earth3,154.16452136624352,119.06517251291665,CNRM-ESM2-1,187.3964887459059,EC-Earth3
