Year,City,Scenario,CDDMmean,CDDMmean_min,CDDMmean_min_model,CDDMmean_max,CDDMmean_max_model,CDDMmax,CDDMmax_min,CDDMmax_min_model,CDDMmax_max,CDDMmax_max_model
2023,Edmonton,ssp585,47.60663020503455,26.82558692725957,ACCESS-CM2,67.23742832493194,EC-Earth3,93.3304556631834,55.7330452583936,ACCESS-CM2,122.02603083430202,EC-Earth3
2024,Edmonton,ssp585,83.54225073462204,67.76539009712899,ACCESS-CM2,110.69385120288838,EC-Earth3,141.05709943341887,124.23402957400856,CNRM-ESM2-1,165.9548296954193,EC-Earth3
2025,Edmonton,ssp585,63.39138634484144,54.20533373033722,CNRM-ESM2-1,78.87113837164866,EC-Earth3,113.22954909866009,91.52211947054552,CNRM-ESM2-1,139.00638856630172,EC-Earth3
2026,Edmonton,ssp585,53.02714082185262,43.10319890202747,CNRM-ESM2-1,59.75877512339056,ACCESS-CM2,106.85605573224677,75.10887764595718,EC-Earth3,151.74296512088364,ACCESS-CM2
2027,Edmonton,ssp585,64.55536960911151,39.94504971890867,ACCESS-CM2,98.06053697740758,CNRM-ESM2-1,106.88882864187502,88.46539174672782,ACCESS-CM2,131.16755865973465,CNRM-ESM2-1
2028,Edmonton,ssp585,42.08055315447322,33.53203100256053,ACCESS-CM2,58.33249437486854,EC-Earth3,84.40441559112898,70.51223029059398,CNRM-ESM2-1,110.57642277898108,EC-Earth3
2029,Edmonton,ssp585,44.47591989878103,22.448991022883547,ACCESS-CM2,71.3821356696057,CNRM-ESM2-1,84.47506532411393,74.59402597788292,ACCESS-CM2,102.66262817382894,CNRM-ESM2-1
2030,Edmonton,ssp585,64.01695771088525,17.350883030247303,ACCESS-CM2,106.60631614891332,EC-Earth3,93.72758822054554,48.60800467826271,ACCESS-CM2,124.12289181271213,EC-Earth3
2031,Edmonton,ssp585,81.85217447366881,54.94097273543147,ACCESS-CM2,118.8754231220978,EC-Earth3,144.49483301661155,90.3504561140738,CNRM-ESM2-1,221.90137642525488,EC-Earth3
2032,Edmonton,ssp585,82.72913760623483,69.9583750131975,ACCESS-CM2,96.15877223659275,EC-Earth3,127.98392465952384,114.87086874472212,CNRM-ESM2-1,146.5118291081619,EC-Earth3
2033,Edmonton,ssp585,109.23463148512356,47.89436389820051,ACCESS-CM2,227.68236620104116,EC-Earth3,138.606767204217,71.99959980732767,CNRM-ESM2-1,257.8588063832891,EC-Earth3
2034,Edmonton,ssp585,74.64298835273318,26.858880862674525,ACCESS-CM2,99.58904897329045,CNRM-ESM2-1,108.63295727979043,52.04874086122307,ACCESS-CM2,139.33856712547595,EC-Earth3
2035,Edmonton,ssp585,62.86575012207086,50.1056196058124,EC-Earth3,77.52271670779734,ACCESS-CM2,115.60256551106853,89.46586072767177,EC-Earth3,141.9907944137996,ACCESS-CM2
2036,Edmonton,ssp585,118.2612244752085,89.14136591730968,ACCESS-CM2,166.81841735839933,CNRM-ESM2-1,146.6916859119872,120.93508218301402,ACCESS-CM2,179.13139038086038,CNRM-ESM2-1
2037,Edmonton,ssp585,55.365429769980416,33.146831285631656,CNRM-ESM2-1,82.0692575815569,ACCESS-CM2,94.8128559834256,66.64874679977886,EC-Earth3,130.8710680162595,ACCESS-CM2
2038,Edmonton,ssp585,87.1878290674715,76.39951617266742,CNRM-ESM2-1,97.45543262378676,ACCESS-CM2,160.07573445638127,143.37392875052876,EC-Earth3,170.9529776908266,CNRM-ESM2-1
2039,Edmonton,ssp585,138.5074876115137,71.17472204259987,ACCESS-CM2,222.1230239455776,CNRM-ESM2-1,181.734469137107,150.47226051124483,ACCESS-CM2,238.3657925992412,CNRM-ESM2-1
2040,Edmonton,ssp585,150.31968062117392,50.74305609625785,ACCESS-CM2,269.7020913613824,CNRM-ESM2-1,196.58550678974999,114.6439459723404,ACCESS-CM2,288.9023701435826,CNRM-ESM2-1
2041,Edmonton,ssp585,79.09508254592532,54.98374691525059,EC-Earth3,126.464754011825,CNRM-ESM2-1,113.93977551159632,78.54548339843818,EC-Earth3,181.54419902079903,CNRM-ESM2-1
2042,Edmonton,ssp585,72.5847371694209,11.80599010570645,ACCESS-CM2,161.01354378365278,CNRM-ESM2-1,98.12996991131831,24.13674563846106,ACCESS-CM2,206.06194622967809,CNRM-ESM2-1
2043,Edmonton,ssp585,92.31460392582589,62.51026405128316,EC-Earth3,151.7304016938089,CNRM-ESM2-1,132.72538122228772,99.15432194890276,EC-Earth3,188.1085853370472,CNRM-ESM2-1
2044,Edmonton,ssp585,77.93028858631652,58.07269938700964,CNRM-ESM2-1,116.63053077491637,EC-Earth3,109.76547862559919,90.1463344264682,CNRM-ESM2-1,131.1848309491142,EC-Earth3
2045,Edmonton,ssp585,80.505404883033,26.461465948981395,ACCESS-CM2,142.9142741435291,EC-Earth3,104.20440288921804,36.77402954101594,ACCESS-CM2,151.649384699642,EC-Earth3
2046,Edmonton,ssp585,61.85206307076172,45.83150403821825,EC-Earth3,81.75731085700022,CNRM-ESM2-1,107.64429876654079,90.63426744615778,EC-Earth3,129.27070114548238,ACCESS-CM2
2047,Edmonton,ssp585,36.93865887066314,21.028635385874445,EC-Earth3,58.93540294750393,CNRM-ESM2-1,83.69872689462002,60.78604571368303,EC-Earth3,110.8074952821484,CNRM-ESM2-1
2048,Edmonton,ssp585,92.03116160899748,50.49086881070586,ACCESS-CM2,122.13962278623931,EC-Earth3,160.48404321069228,113.8164182920723,ACCESS-CM2,191.28327339791093,EC-Earth3
2049,Edmonton,ssp585,77.62345699275981,37.40415245262385,ACCESS-CM2,114.39314896867133,EC-Earth3,109.60330337661954,81.03521547059822,ACCESS-CM2,135.0924351047833,EC-Earth3
2050,Edmonton,ssp585,120.27470106520177,90.01599706701388,EC-Earth3,139.74327450314175,ACCESS-CM2,164.72851947406505,149.09919730521642,EC-Earth3,181.38340536581623,ACCESS-CM2
2051,Edmonton,ssp585,50.98535862828201,40.75973956133897,EC-Earth3,64.2668069375533,ACCESS-CM2,77.72682170696154,53.67005268818676,EC-Earth3,101.64241778399578,ACCESS-CM2
2052,Edmonton,ssp585,67.32213181504312,26.389173353040857,EC-Earth3,109.4661532015421,CNRM-ESM2-1,118.65195757891769,65.87839734876542,EC-Earth3,156.6896195695216,CNRM-ESM2-1
2053,Edmonton,ssp585,84.58025988329705,41.03698235589128,CNRM-ESM2-1,109.2908213847401,ACCESS-CM2,113.92191145613477,65.92377368823944,CNRM-ESM2-1,143.8149991422098,EC-Earth3
2054,Edmonton,ssp585,85.01318835009393,28.227067772118072,EC-Earth3,150.64321165342696,CNRM-ESM2-1,121.91720641540071,55.16607352591897,EC-Earth3,190.50142822265764,CNRM-ESM2-1
2055,Edmonton,ssp585,116.5330456433004,92.02428514635308,ACCESS-CM2,153.78891024203006,EC-Earth3,160.4679638561913,143.73382749815346,ACCESS-CM2,187.5081320272921,EC-Earth3
2056,Edmonton,ssp585,93.5302237295897,57.85482911805903,ACCESS-CM2,142.49467847669547,EC-Earth3,134.6643624520527,100.9790682406048,ACCESS-CM2,170.87237664300164,EC-Earth3
2057,Edmonton,ssp585,92.19861408955398,33.77368790910084,EC-Earth3,145.08461114007142,CNRM-ESM2-1,116.06653794297308,74.93131202491621,EC-Earth3,145.64988584776265,CNRM-ESM2-1
2058,Edmonton,ssp585,121.3106408196535,75.96553212758714,ACCESS-CM2,145.5385300095026,CNRM-ESM2-1,170.15655809007356,97.46000696130766,ACCESS-CM2,230.96670614706645,EC-Earth3
2059,Edmonton,ssp585,93.5553755751608,58.974692267341126,ACCESS-CM2,136.42126060692124,CNRM-ESM2-1,131.4911617244695,109.11220719621068,ACCESS-CM2,168.3279357910167,CNRM-ESM2-1
2060,Edmonton,ssp585,100.26174049721185,48.26732243718377,CNRM-ESM2-1,131.12242027489,EC-Earth3,149.92561442057402,100.83096263988676,CNRM-ESM2-1,190.2803831358228,ACCESS-CM2
2061,Edmonton,ssp585,136.97485084877454,93.24015148266024,ACCESS-CM2,183.72705655484705,CNRM-ESM2-1,187.34543918919042,158.25728083430224,ACCESS-CM2,222.66484721415893,CNRM-ESM2-1
2062,Edmonton,ssp585,175.98805541992297,117.13045827504835,ACCESS-CM2,212.49150646312947,CNRM-ESM2-1,224.9550636635183,159.00904969911417,ACCESS-CM2,262.3920649348093,EC-Earth3
2063,Edmonton,ssp585,120.4965527233785,105.00672788877824,CNRM-ESM2-1,137.9116343730214,ACCESS-CM2,171.9662589408267,135.07184794658033,CNRM-ESM2-1,190.85869173617093,EC-Earth3
2064,Edmonton,ssp585,110.91821973646093,79.61649442105758,ACCESS-CM2,170.6248952504762,CNRM-ESM2-1,162.06150677655305,104.7832285288226,EC-Earth3,231.5870750633459,CNRM-ESM2-1
2065,Edmonton,ssp585,166.68444780229552,81.48709675556984,CNRM-ESM2-1,235.5997763144017,ACCESS-CM2,197.63424253721618,119.7577585581196,CNRM-ESM2-1,275.0099192026515,ACCESS-CM2
2066,Edmonton,ssp585,153.2605065148165,101.53497058765367,ACCESS-CM2,218.0495866930176,EC-Earth3,191.49066667986457,153.30278996648096,ACCESS-CM2,262.81579457876006,EC-Earth3
2067,Edmonton,ssp585,161.45028810243454,44.47412620750674,CNRM-ESM2-1,250.07738160829427,ACCESS-CM2,197.61571880718736,75.13321005331576,CNRM-ESM2-1,258.94655646247,ACCESS-CM2
2068,Edmonton,ssp585,116.5275233363255,62.989835337046834,CNRM-ESM2-1,146.08404565759702,ACCESS-CM2,161.94541450019463,102.654238314243,CNRM-ESM2-1,206.92784704260035,ACCESS-CM2
2069,Edmonton,ssp585,169.74792169794407,98.25942473540508,CNRM-ESM2-1,224.9701227136572,EC-Earth3,199.90761498803604,120.4220114218231,CNRM-ESM2-1,262.243857718804,EC-Earth3
2070,Edmonton,ssp585,186.94855616114265,64.19501953125052,CNRM-ESM2-1,261.9962371826185,EC-Earth3,226.66419518273278,104.3255098909952,CNRM-ESM2-1,289.1168389397714,EC-Earth3
2071,Edmonton,ssp585,157.36615017727777,56.243875781910326,CNRM-ESM2-1,291.9386911753076,ACCESS-CM2,182.48727065077878,80.70677457242472,CNRM-ESM2-1,318.5967219172313,ACCESS-CM2
2072,Edmonton,ssp585,255.50454604690268,222.8934133168825,EC-Earth3,305.8988989752705,CNRM-ESM2-1,274.3372091207433,225.0264772157424,EC-Earth3,333.4296233306076,CNRM-ESM2-1
2073,Edmonton,ssp585,195.20275340037404,77.48616019584087,EC-Earth3,380.6790219693587,CNRM-ESM2-1,235.91899721987727,115.09361192857978,EC-Earth3,420.12304934939976,CNRM-ESM2-1
2074,Edmonton,ssp585,174.9778944135795,68.95091470254471,EC-Earth3,343.0860640242307,CNRM-ESM2-1,197.21562774933238,84.88678374419389,EC-Earth3,360.6774524585636,CNRM-ESM2-1
2075,Edmonton,ssp585,172.25536243335728,60.85192871093789,EC-Earth3,289.6204727585267,ACCESS-CM2,180.85359574051708,62.54167447476824,EC-Earth3,281.37741204339267,ACCESS-CM2
2076,Edmonton,ssp585,210.03435267543054,135.55072772051935,CNRM-ESM2-1,260.637944319443,ACCESS-CM2,246.1062096948035,173.63092535895385,CNRM-ESM2-1,292.93346640097286,ACCESS-CM2
2077,Edmonton,ssp585,186.56951497395949,130.4535702267219,ACCESS-CM2,278.2906415784696,CNRM-ESM2-1,243.2069515743785,201.12131793048056,ACCESS-CM2,316.08482830975663,CNRM-ESM2-1
2078,Edmonton,ssp585,151.9348704020192,57.77407300794496,CNRM-ESM2-1,317.8336081015114,ACCESS-CM2,158.26886332743982,92.7841526340801,EC-Earth3,286.14847280141646,ACCESS-CM2
2079,Edmonton,ssp585,219.7932556427288,130.868808313319,ACCESS-CM2,349.6765966466971,EC-Earth3,245.64517261402156,194.8344401591545,CNRM-ESM2-1,338.37675022434706,EC-Earth3
2080,Edmonton,ssp585,192.85220237938256,147.35448426942685,CNRM-ESM2-1,239.4307677397872,ACCESS-CM2,223.86426006695305,197.8016613109706,CNRM-ESM2-1,263.3796583021024,ACCESS-CM2
2081,Edmonton,ssp585,226.72198775008027,150.5960041767851,ACCESS-CM2,372.5976654052748,EC-Earth3,263.84121709600356,201.99999604096385,ACCESS-CM2,371.7661030537389,EC-Earth3
2082,Edmonton,ssp585,191.34458101289886,131.54508947424085,EC-Earth3,277.8678005734021,ACCESS-CM2,225.8467210924317,166.99869615709582,EC-Earth3,304.54283199825966,ACCESS-CM2
2083,Edmonton,ssp585,240.60410260724703,161.88361057590868,EC-Earth3,292.1795625428909,CNRM-ESM2-1,265.90110864037996,153.49070319098476,EC-Earth3,322.1154635042773,CNRM-ESM2-1
2084,Edmonton,ssp585,169.75452979835404,142.82748701765814,CNRM-ESM2-1,217.51117718670943,ACCESS-CM2,201.09740952500465,175.3692846349777,CNRM-ESM2-1,250.7621549039287,ACCESS-CM2
2085,Edmonton,ssp585,347.9321938454582,172.03140695932848,ACCESS-CM2,448.6985343314522,CNRM-ESM2-1,374.98646669130204,204.2993239944056,ACCESS-CM2,474.1352473078564,CNRM-ESM2-1
2086,Edmonton,ssp585,200.1685557047537,144.8260479076499,EC-Earth3,267.3779921248166,ACCESS-CM2,216.84166320251032,195.6944754935612,EC-Earth3,246.73206820101487,ACCESS-CM2
2087,Edmonton,ssp585,264.6721777013843,177.54595485378073,ACCESS-CM2,433.1651845571176,CNRM-ESM2-1,285.2139005643841,211.47519877665889,ACCESS-CM2,418.3795837402362,CNRM-ESM2-1
2088,Edmonton,ssp585,243.8385991276933,242.46750381057447,EC-Earth3,245.3218398635464,ACCESS-CM2,283.8327124793263,279.17456731023145,ACCESS-CM2,286.70730821764283,EC-Earth3
2089,Edmonton,ssp585,296.8639906599729,170.7871303249061,EC-Earth3,407.3665030814521,CNRM-ESM2-1,340.4463632394616,216.06916520402365,EC-Earth3,438.28147879935744,CNRM-ESM2-1
2090,Edmonton,ssp585,294.99233615634813,206.28447917216664,ACCESS-CM2,443.3859236433716,CNRM-ESM2-1,321.8402244224219,223.12569745038147,ACCESS-CM2,449.7805642617731,CNRM-ESM2-1
2091,Edmonton,ssp585,244.84788667146267,160.74971511428512,CNRM-ESM2-1,313.19476235879574,ACCESS-CM2,262.59614461263146,167.52102908572732,CNRM-ESM2-1,345.42383571315605,ACCESS-CM2
2092,Edmonton,ssp585,335.6990495011628,216.4088197450393,ACCESS-CM2,448.9980006037551,EC-Earth3,355.26377552479386,252.58106178077645,ACCESS-CM2,458.35557382944654,EC-Earth3
2093,Edmonton,ssp585,299.7521476676886,192.2649904818159,ACCESS-CM2,433.399730538035,CNRM-ESM2-1,306.35756319063347,193.50306445972456,ACCESS-CM2,413.0610557762371,CNRM-ESM2-1
2094,Edmonton,ssp585,337.2114125569676,329.8571629704673,ACCESS-CM2,344.476083374025,EC-Earth3,348.07170877542734,342.70264694626434,EC-Earth3,358.7296482395493,CNRM-ESM2-1
2095,Edmonton,ssp585,256.938488549586,164.70904466783776,EC-Earth3,418.7150005443692,CNRM-ESM2-1,280.36725953248293,181.8222331279044,EC-Earth3,416.5193136679175,CNRM-ESM2-1
2096,Edmonton,ssp585,207.24687354285538,180.80938110351676,CNRM-ESM2-1,254.0552971092441,EC-Earth3,222.3920935828418,190.20644019874496,CNRM-ESM2-1,268.8158641918296,EC-Earth3
2097,Edmonton,ssp585,308.51717023420036,253.5843203982803,CNRM-ESM2-1,361.7977321315471,ACCESS-CM2,339.9869968173755,294.4657030260253,CNRM-ESM2-1,400.37677843248696,ACCESS-CM2
2098,Edmonton,ssp585,195.89384342228087,153.1114280082093,CNRM-ESM2-1,221.97093118203765,EC-Earth3,215.1770112458662,178.1031758076445,CNRM-ESM2-1,236.09231996278623,EC-Earth3
2099,Edmonton,ssp585,318.7735515147731,200.459792266022,CNRM-ESM2-1,455.40616867478,EC-Earth3,316.5498205236501,216.5795189110019,CNRM-ESM2-1,431.9737560375336,EC-Earth3
2016,Guadalajara,ssp585,1796.1077678333606,1744.8322461214914,EC-Earth3,1831.557772410997,ACCESS-CM2,2298.0980350378745,2163.893965842504,EC-Earth3,2396.5862584894307,ACCESS-CM2
2017,Guadalajara,ssp585,1758.4337687174457,1740.9057593605714,CNRM-ESM2-1,1793.2517371437743,ACCESS-CM2,2316.9839784564356,2295.912723610614,EC-Earth3,2342.232450727979,ACCESS-CM2
2018,Guadalajara,ssp585,1799.0817639437564,1732.981885459204,CNRM-ESM2-1,1902.573348721588,ACCESS-CM2,2330.3135867956876,2255.3150146484336,EC-Earth3,2436.412544666633,ACCESS-CM2
2019,Guadalajara,ssp585,1736.686509288439,1661.579488303443,EC-Earth3,1807.23542203036,CNRM-ESM2-1,2283.7288667621,2193.8661621093715,EC-Earth3,2374.833046375618,CNRM-ESM2-1
2020,Guadalajara,ssp585,1848.5146654071204,1758.0649412675318,CNRM-ESM2-1,1898.31037819602,ACCESS-CM2,2422.7392329360455,2289.5034393310507,CNRM-ESM2-1,2502.259606656157,ACCESS-CM2
2021,Guadalajara,ssp585,1766.2716584176703,1705.6327907215448,EC-Earth3,1822.5589021162525,ACCESS-CM2,2296.05438065962,2145.852524913438,EC-Earth3,2459.778075894438,ACCESS-CM2
2022,Guadalajara,ssp585,1852.2151130445052,1751.682691816848,EC-Earth3,2003.911012545496,ACCESS-CM2,2442.2035080418405,2316.4129663640765,EC-Earth3,2654.7179562655324,ACCESS-CM2
2023,Guadalajara,ssp585,1754.7286390362342,1663.825362188164,ACCESS-CM2,1846.1722166581565,EC-Earth3,2289.1705282500266,2239.45996343439,CNRM-ESM2-1,2384.481490811431,EC-Earth3
2024,Guadalajara,ssp585,1906.5867192586231,1842.277612027252,CNRM-ESM2-1,1938.971615739299,ACCESS-CM2,2493.9887048894666,2465.8529113769487,CNRM-ESM2-1,2524.1605493718885,ACCESS-CM2
2025,Guadalajara,ssp585,1842.725236326273,1754.6544699928954,CNRM-ESM2-1,1889.858534102004,EC-Earth3,2386.86136252663,2292.1657018488067,CNRM-ESM2-1,2435.9894961270384,EC-Earth3
2026,Guadalajara,ssp585,1831.5172268954163,1806.257645069467,EC-Earth3,1851.0152488014887,ACCESS-CM2,2419.5637412331284,2398.1667449951133,CNRM-ESM2-1,2456.083060247244,ACCESS-CM2
2027,Guadalajara,ssp585,1820.569093600184,1759.114129222521,CNRM-ESM2-1,1907.3454372059189,EC-Earth3,2317.7248009883956,2242.37122802734,CNRM-ESM2-1,2384.3738580877093,EC-Earth3
2028,Guadalajara,ssp585,1827.2829752604148,1767.2541668978592,ACCESS-CM2,1884.8381776289484,CNRM-ESM2-1,2416.5091137510317,2296.710978282578,EC-Earth3,2540.132446843923,CNRM-ESM2-1
2029,Guadalajara,ssp585,1872.0913760560907,1858.0954261086176,CNRM-ESM2-1,1885.908311046251,ACCESS-CM2,2458.18189373594,2449.9241441206464,EC-Earth3,2463.702383977713,ACCESS-CM2
2030,Guadalajara,ssp585,1825.908101353498,1731.33960973566,EC-Earth3,1937.1346488259023,ACCESS-CM2,2362.1313760468415,2228.9485165682668,CNRM-ESM2-1,2525.998204734105,ACCESS-CM2
2031,Guadalajara,ssp585,1771.7736510768057,1677.6159040971215,CNRM-ESM2-1,1852.767080549758,EC-Earth3,2345.9737735632657,2190.563332020149,ACCESS-CM2,2425.715111194954,CNRM-ESM2-1
2032,Guadalajara,ssp585,1892.4726820049837,1777.1422554709677,CNRM-ESM2-1,1952.0888524835727,ACCESS-CM2,2459.9626368667095,2334.085108531601,CNRM-ESM2-1,2536.653914572971,EC-Earth3
2033,Guadalajara,ssp585,1805.1122107765866,1778.613706137915,ACCESS-CM2,1833.3992105657376,EC-Earth3,2332.8941587505883,2230.280841896747,ACCESS-CM2,2442.600240256566,CNRM-ESM2-1
2034,Guadalajara,ssp585,1839.4240814671346,1820.2633164839283,CNRM-ESM2-1,1851.530009599163,EC-Earth3,2384.8442125724982,2347.053968672315,CNRM-ESM2-1,2438.4219385320453,ACCESS-CM2
2035,Guadalajara,ssp585,1849.881370729386,1790.555855907091,EC-Earth3,1887.9689411510092,ACCESS-CM2,2385.396887761893,2292.974813010472,EC-Earth3,2451.240385298292,ACCESS-CM2
2036,Guadalajara,ssp585,1852.9322374286055,1822.3598971280169,EC-Earth3,1906.4492186112816,ACCESS-CM2,2415.6781589392417,2332.368199296427,CNRM-ESM2-1,2464.1358231977943,EC-Earth3
2037,Guadalajara,ssp585,1909.1024476947177,1827.420810075237,ACCESS-CM2,2002.656125571508,EC-Earth3,2469.378005241622,2274.0169328169354,ACCESS-CM2,2614.75184603604,EC-Earth3
2038,Guadalajara,ssp585,1906.4461736505655,1885.8141254771813,EC-Earth3,1930.3599295876213,ACCESS-CM2,2425.699699355613,2419.959479314627,ACCESS-CM2,2433.7217515425214,CNRM-ESM2-1
2039,Guadalajara,ssp585,1851.1464128898826,1832.0753240411905,CNRM-ESM2-1,1877.956819430262,ACCESS-CM2,2392.3645173968653,2317.6477297696165,ACCESS-CM2,2447.5837524414023,CNRM-ESM2-1
2040,Guadalajara,ssp585,1851.7052765817332,1790.537556596234,CNRM-ESM2-1,1907.4187169855256,ACCESS-CM2,2367.3199736624015,2246.9705524791334,CNRM-ESM2-1,2430.845757779204,ACCESS-CM2
2041,Guadalajara,ssp585,1859.572361986562,1781.858837197041,ACCESS-CM2,1938.5055802778732,CNRM-ESM2-1,2449.286207904234,2231.6300545432314,ACCESS-CM2,2645.4451887650885,CNRM-ESM2-1
2042,Guadalajara,ssp585,1957.6352589462715,1776.5190170288065,CNRM-ESM2-1,2057.9031667535924,ACCESS-CM2,2569.667836692113,2302.0245857932314,CNRM-ESM2-1,2730.6208576549143,ACCESS-CM2
2043,Guadalajara,ssp585,1885.009886724296,1829.886314808236,CNRM-ESM2-1,1954.4100228049508,EC-Earth3,2419.8706532796186,2348.52037436745,CNRM-ESM2-1,2519.021751819954,EC-Earth3
2044,Guadalajara,ssp585,1824.5714322639212,1767.0309654929404,ACCESS-CM2,1906.2227011940663,EC-Earth3,2389.5985376531385,2315.259663529825,ACCESS-CM2,2453.0859006014693,EC-Earth3
2045,Guadalajara,ssp585,1929.1117192586235,1787.23030825528,CNRM-ESM2-1,2003.5658746892725,EC-Earth3,2517.734126420451,2426.2508361816367,CNRM-ESM2-1,2578.523513516509,ACCESS-CM2
2046,Guadalajara,ssp585,1886.3595377141748,1796.2480542269595,EC-Earth3,1966.8339681451937,ACCESS-CM2,2432.6753995028375,2406.284341708093,ACCESS-CM2,2474.715983720256,CNRM-ESM2-1
2047,Guadalajara,ssp585,1801.333900405419,1677.5003562233649,CNRM-ESM2-1,1932.59766429554,ACCESS-CM2,2418.3323199647807,2321.6480238480963,CNRM-ESM2-1,2502.6767103715338,ACCESS-CM2
2048,Guadalajara,ssp585,1879.6826198231065,1819.165497381035,CNRM-ESM2-1,1960.292183477225,EC-Earth3,2478.9233690666388,2349.531566827944,ACCESS-CM2,2639.98019603382,EC-Earth3
2049,Guadalajara,ssp585,1886.8550900083571,1860.973475785686,EC-Earth3,1935.915694912994,ACCESS-CM2,2426.298301650535,2365.9258850097617,EC-Earth3,2465.549443747777,ACCESS-CM2
2050,Guadalajara,ssp585,1946.1194882941938,1912.557202842016,CNRM-ESM2-1,1970.409845941714,ACCESS-CM2,2538.310885527636,2471.4125946044883,ACCESS-CM2,2631.310740800334,CNRM-ESM2-1
2051,Guadalajara,ssp585,1932.4328261404296,1871.2696433327387,EC-Earth3,1991.0855446555368,ACCESS-CM2,2453.1263401840633,2413.623386452411,EC-Earth3,2522.469891357418,ACCESS-CM2
2052,Guadalajara,ssp585,1922.0916108564873,1874.4396922718377,EC-Earth3,1958.791590465196,CNRM-ESM2-1,2454.4937259558433,2432.817891068888,EC-Earth3,2488.148037164857,CNRM-ESM2-1
2053,Guadalajara,ssp585,1884.6698728156787,1823.2991004250243,CNRM-ESM2-1,1949.6217593106328,EC-Earth3,2453.871085149588,2401.974854625352,CNRM-ESM2-1,2550.8610698353123,EC-Earth3
2054,Guadalajara,ssp585,1905.8260095307294,1831.415920326924,CNRM-ESM2-1,1944.3583398992332,EC-Earth3,2468.9761220296186,2427.323538762869,CNRM-ESM2-1,2519.707157204364,EC-Earth3
2055,Guadalajara,ssp585,1944.992080642235,1879.727647677332,EC-Earth3,1994.3855435458065,CNRM-ESM2-1,2571.5959294174622,2555.789571311253,ACCESS-CM2,2582.5175195867328,EC-Earth3
2056,Guadalajara,ssp585,1890.8052369088807,1820.8335528286989,EC-Earth3,1994.2862186778643,ACCESS-CM2,2421.0347360321925,2313.5656896417745,EC-Earth3,2541.381220592148,ACCESS-CM2
2057,Guadalajara,ssp585,1991.1561396743282,1929.9840924349671,CNRM-ESM2-1,2077.988860112968,ACCESS-CM2,2561.8074370413074,2546.052932461821,EC-Earth3,2592.282696533199,ACCESS-CM2
2058,Guadalajara,ssp585,1966.1656771110736,1896.6173744895211,CNRM-ESM2-1,2025.6668531938,ACCESS-CM2,2579.3085088556427,2506.0944571755117,CNRM-ESM2-1,2663.902077137336,ACCESS-CM2
2059,Guadalajara,ssp585,1918.9929943200284,1814.4240296797293,CNRM-ESM2-1,2000.4157157204336,ACCESS-CM2,2512.5241109212197,2364.335650079897,CNRM-ESM2-1,2589.017595880678,ACCESS-CM2
2060,Guadalajara,ssp585,1952.6166086832652,1836.763281249998,EC-Earth3,2045.1751437100456,ACCESS-CM2,2540.197434488928,2472.697124689272,EC-Earth3,2622.8105515913485,CNRM-ESM2-1
2061,Guadalajara,ssp585,1991.667936105436,1898.332807090063,CNRM-ESM2-1,2090.119842945442,ACCESS-CM2,2589.802292055068,2456.8362673672727,CNRM-ESM2-1,2681.035185102978,ACCESS-CM2
2062,Guadalajara,ssp585,1953.9282531275865,1933.833622741696,ACCESS-CM2,1985.8327876697856,CNRM-ESM2-1,2533.3968073064593,2422.5355637983807,ACCESS-CM2,2679.9518735018605,CNRM-ESM2-1
2063,Guadalajara,ssp585,2005.077270923958,1849.607150407268,CNRM-ESM2-1,2095.933676008741,ACCESS-CM2,2547.649616773197,2437.0007626620168,CNRM-ESM2-1,2713.484380271214,EC-Earth3
2064,Guadalajara,ssp585,1960.890179119685,1936.8149468161807,EC-Earth3,1994.861719166145,ACCESS-CM2,2563.4849373557304,2463.4502305464266,EC-Earth3,2620.501003473451,CNRM-ESM2-1
2065,Guadalajara,ssp585,2047.6879241943325,1883.986270280315,CNRM-ESM2-1,2133.1739464499697,EC-Earth3,2632.7442282011975,2496.5296433882245,CNRM-ESM2-1,2716.379377607862,EC-Earth3
2066,Guadalajara,ssp585,2067.9174117579573,2020.3964202880825,EC-Earth3,2109.6873034390505,ACCESS-CM2,2632.8272323145975,2621.6139773282102,CNRM-ESM2-1,2648.566328291456,ACCESS-CM2
2067,Guadalajara,ssp585,1903.6781292077237,1846.5147057273143,ACCESS-CM2,1949.0649771950432,EC-Earth3,2464.1294918175863,2399.0804121537603,ACCESS-CM2,2516.421201948682,CNRM-ESM2-1
2068,Guadalajara,ssp585,2088.7182509451163,2001.050405190204,EC-Earth3,2190.739358936653,ACCESS-CM2,2655.7760593298663,2602.056685569065,EC-Earth3,2744.394703813028,ACCESS-CM2
2069,Guadalajara,ssp585,2033.0952818437027,1983.120322210136,CNRM-ESM2-1,2077.392287236991,EC-Earth3,2601.604511792728,2543.6847573020204,ACCESS-CM2,2678.668988037105,EC-Earth3
2070,Guadalajara,ssp585,2127.0349104447773,2057.529565013536,CNRM-ESM2-1,2204.3062200372838,ACCESS-CM2,2741.2837789824466,2680.802958817911,CNRM-ESM2-1,2775.9543856534046,ACCESS-CM2
2071,Guadalajara,ssp585,2125.0606649687766,2092.234685446996,ACCESS-CM2,2146.8194306807054,EC-Earth3,2674.311768687851,2590.770669833093,ACCESS-CM2,2747.443550526008,EC-Earth3
