Year,City,Scenario,TRCmax,TRCmax_min,TRCmax_min_model,TRCmax_max,TRCmax_max_model,TRCmaxmin,TRCmaxmin_min,TRCmaxmin_min_model,TRCmaxmin_max,TRCmaxmin_max_model
2059,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.39999999999999997,0.1333333333333333,EC-Earth3,0.6666666666666666,CNRM-ESM2-1
2060,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.3555555555555554,0.8,ACCESS-CM2,2.1333333333333333,CNRM-ESM2-1
2061,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.2666666666666666,0.6666666666666666,ACCESS-CM2,2.466666666666667,CNRM-ESM2-1
2062,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,2.6888888888888887,0.8666666666666667,ACCESS-CM2,4.333333333333333,CNRM-ESM2-1
2063,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.0666666666666667,0.5333333333333333,CNRM-ESM2-1,1.7333333333333334,ACCESS-CM2
2064,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.5555555555555556,0.8,ACCESS-CM2,2.933333333333333,CNRM-ESM2-1
2065,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,2.0,0.4,ACCESS-CM2,3.0,EC-Earth3
2066,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.5333333333333333,0.4,ACCESS-CM2,0.8,EC-Earth3
2067,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.511111111111111,0.9333333333333332,ACCESS-CM2,1.8666666666666667,CNRM-ESM2-1
2068,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.377777777777778,0.5333333333333333,EC-Earth3,2.2,CNRM-ESM2-1
2069,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.8666666666666665,0.6666666666666666,ACCESS-CM2,3.066666666666667,EC-Earth3
2070,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.711111111111111,1.2,CNRM-ESM2-1,2.533333333333333,EC-Earth3
2071,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.6666666666666667,0.5333333333333333,ACCESS-CM2,2.2666666666666666,EC-Earth3
2072,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.2666666666666666,0.0,ACCESS-CM2,2.533333333333333,EC-Earth3
2073,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.5333333333333333,0.2666666666666666,ACCESS-CM2,0.8,EC-Earth3
2074,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.7333333333333334,0.0,ACCESS-CM2,1.4,CNRM-ESM2-1
2075,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.5999999999999999,1.0,ACCESS-CM2,2.466666666666667,EC-Earth3
2076,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.8444444444444444,0.2,ACCESS-CM2,1.2,CNRM-ESM2-1
2077,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.4000000000000001,0.0,ACCESS-CM2,0.8,CNRM-ESM2-1
2078,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.5333333333333333,0.2666666666666666,CNRM-ESM2-1,1.0,ACCESS-CM2
2079,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.3333333333333333,0.0,ACCESS-CM2,0.6,CNRM-ESM2-1
2080,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.4444444444444446,0.4,EC-Earth3,3.066666666666667,ACCESS-CM2
2081,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.6222222222222222,0.5333333333333333,EC-Earth3,0.6666666666666666,ACCESS-CM2
2082,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,2.6,0.8666666666666667,ACCESS-CM2,5.4,EC-Earth3
2083,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.5333333333333333,0.0,ACCESS-CM2,1.0666666666666669,EC-Earth3
2084,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.19999999999999996,0.0666666666666666,ACCESS-CM2,0.4,CNRM-ESM2-1
2085,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.2444444444444445,0.0,EC-Earth3,2.1333333333333333,ACCESS-CM2
2086,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.7555555555555555,0.5333333333333333,ACCESS-CM2,1.0666666666666669,CNRM-ESM2-1
2087,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,2.0444444444444443,1.0666666666666669,ACCESS-CM2,3.6,EC-Earth3
2088,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.6444444444444446,1.2,EC-Earth3,2.2,CNRM-ESM2-1
2089,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.6222222222222222,0.2,ACCESS-CM2,1.0,CNRM-ESM2-1
2090,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.9333333333333332,0.6666666666666666,ACCESS-CM2,1.4666666666666666,EC-Earth3
2091,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.1333333333333333,0.4,ACCESS-CM2,2.0,EC-Earth3
2092,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.9555555555555556,0.0,ACCESS-CM2,1.5333333333333334,CNRM-ESM2-1
2093,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.15555555555555553,0.0,EC-Earth3,0.2666666666666666,CNRM-ESM2-1
2094,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.39999999999999997,0.2,CNRM-ESM2-1,0.7333333333333333,EC-Earth3
2095,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.19999999999999996,0.1333333333333333,ACCESS-CM2,0.3333333333333333,CNRM-ESM2-1
2096,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.37777777777777777,0.0,ACCESS-CM2,0.6666666666666666,EC-Earth3
2097,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.7333333333333333,0.1333333333333333,ACCESS-CM2,1.9333333333333331,CNRM-ESM2-1
2098,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.111111111111111,0.6666666666666666,ACCESS-CM2,1.4666666666666666,EC-Earth3
2099,San Diego,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.4000000000000001,1.2,CNRM-ESM2-1,1.8,ACCESS-CM2
2016,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.9761904761904763,0.1071428571428571,ACCESS-CM2,3.7857142857142856,EC-Earth3
2017,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.6428571428571428,0.0714285714285714,ACCESS-CM2,1.6785714285714286,CNRM-ESM2-1
2018,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.1904761904761905,0.0357142857142857,ACCESS-CM2,2.0,CNRM-ESM2-1
2019,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.7857142857142857,0.0,CNRM-ESM2-1,1.6071428571428572,ACCESS-CM2
2020,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.38095238095238093,0.0,ACCESS-CM2,0.9285714285714286,EC-Earth3
2021,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.8452380952380951,0.1428571428571428,ACCESS-CM2,4.857142857142857,EC-Earth3
2022,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.8571428571428571,0.2857142857142857,ACCESS-CM2,1.2142857142857142,EC-Earth3
2023,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.09523809523809519,0.0,ACCESS-CM2,0.2142857142857142,EC-Earth3
2024,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.5119047619047619,0.4285714285714285,CNRM-ESM2-1,2.6785714285714284,EC-Earth3
2025,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.9404761904761904,0.3928571428571428,ACCESS-CM2,1.6428571428571428,CNRM-ESM2-1
2026,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.35714285714285715,0.2857142857142857,CNRM-ESM2-1,0.4642857142857143,EC-Earth3
2027,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.5595238095238094,0.3571428571428571,EC-Earth3,0.8571428571428571,CNRM-ESM2-1
2028,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.6190476190476191,0.0,CNRM-ESM2-1,1.0357142857142858,ACCESS-CM2
2029,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.8333333333333333,0.1071428571428571,CNRM-ESM2-1,5.0,EC-Earth3
2030,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.4166666666666667,0.0357142857142857,ACCESS-CM2,1.0357142857142858,CNRM-ESM2-1
2031,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.0833333333333333,0.0357142857142857,ACCESS-CM2,3.107142857142857,EC-Earth3
2032,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,2.1785714285714284,0.2142857142857142,ACCESS-CM2,4.5,EC-Earth3
2033,San Francisco,ssp245,0.011904761904761899,0.0,ACCESS-CM2,0.0357142857142857,CNRM-ESM2-1,1.833333333333333,1.2142857142857142,EC-Earth3,2.4285714285714284,CNRM-ESM2-1
2034,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.238095238095238,0.0,ACCESS-CM2,3.7142857142857135,EC-Earth3
2035,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.2976190476190477,0.3214285714285714,CNRM-ESM2-1,2.4285714285714284,ACCESS-CM2
2036,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.4523809523809526,0.0,ACCESS-CM2,2.821428571428572,CNRM-ESM2-1
2037,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.9523809523809522,0.1071428571428571,CNRM-ESM2-1,2.1785714285714284,ACCESS-CM2
2038,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.0357142857142856,0.1428571428571428,ACCESS-CM2,2.7857142857142856,EC-Earth3
2039,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.75,0.0,CNRM-ESM2-1,4.714285714285714,EC-Earth3
2040,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.642857142857143,0.1071428571428571,ACCESS-CM2,4.25,EC-Earth3
2041,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.8095238095238096,0.1071428571428571,CNRM-ESM2-1,1.8214285714285716,EC-Earth3
2042,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.5714285714285714,0.4642857142857143,ACCESS-CM2,2.7142857142857144,CNRM-ESM2-1
2043,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.5357142857142856,0.5357142857142857,EC-Earth3,2.4285714285714284,ACCESS-CM2
2044,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.16666666666666663,0.0357142857142857,ACCESS-CM2,0.2857142857142857,EC-Earth3
2045,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.6666666666666666,0.0,ACCESS-CM2,1.5357142857142858,EC-Earth3
2046,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.11904761904761903,0.0,ACCESS-CM2,0.2857142857142857,EC-Earth3
2047,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.19047619047619047,0.0,ACCESS-CM2,0.5714285714285714,EC-Earth3
2048,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.5357142857142857,0.0,ACCESS-CM2,1.4642857142857142,EC-Earth3
2049,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.119047619047619,0.0,CNRM-ESM2-1,0.2142857142857142,EC-Earth3
2050,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.3095238095238095,0.1785714285714285,CNRM-ESM2-1,3.5,ACCESS-CM2
2051,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.9642857142857143,0.0357142857142857,CNRM-ESM2-1,2.75,EC-Earth3
2052,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.38095238095238093,0.0357142857142857,ACCESS-CM2,0.8928571428571429,EC-Earth3
2053,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.5119047619047619,0.2857142857142857,ACCESS-CM2,3.25,CNRM-ESM2-1
2054,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.5357142857142857,0.0357142857142857,ACCESS-CM2,1.25,CNRM-ESM2-1
2055,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.047619047619047596,0.0,ACCESS-CM2,0.1071428571428571,EC-Earth3
2056,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.19047619047619047,0.0,ACCESS-CM2,0.3214285714285714,CNRM-ESM2-1
2057,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.023809523809523798,0.0,CNRM-ESM2-1,0.0714285714285714,ACCESS-CM2
2058,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.0,0.3214285714285714,ACCESS-CM2,1.6428571428571428,CNRM-ESM2-1
2059,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.023809523809523798,0.0,ACCESS-CM2,0.0714285714285714,CNRM-ESM2-1
2060,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.11904761904761903,0.0357142857142857,ACCESS-CM2,0.25,CNRM-ESM2-1
2061,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.7857142857142856,0.2142857142857142,ACCESS-CM2,1.3214285714285714,CNRM-ESM2-1
2062,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,2.107142857142857,0.0714285714285714,ACCESS-CM2,3.642857142857143,EC-Earth3
2063,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.4166666666666667,0.0,CNRM-ESM2-1,0.8928571428571429,EC-Earth3
2064,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.9880952380952381,0.0,ACCESS-CM2,1.5357142857142858,CNRM-ESM2-1
2065,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.9047619047619047,0.0,ACCESS-CM2,2.1785714285714284,EC-Earth3
2066,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.14285714285714282,0.0,ACCESS-CM2,0.2857142857142857,EC-Earth3
2067,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.38095238095238093,0.0714285714285714,ACCESS-CM2,1.0,EC-Earth3
2068,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.5357142857142857,0.4285714285714285,ACCESS-CM2,0.6785714285714286,CNRM-ESM2-1
2069,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.1547619047619049,0.6785714285714286,ACCESS-CM2,1.7142857142857142,CNRM-ESM2-1
2070,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,1.3095238095238095,0.1785714285714285,ACCESS-CM2,3.357142857142857,EC-Earth3
2071,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.6309523809523809,0.0,ACCESS-CM2,1.3928571428571428,EC-Earth3
2072,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.0357142857142857,0.0,ACCESS-CM2,0.1071428571428571,EC-Earth3
2073,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.023809523809523798,0.0,ACCESS-CM2,0.0714285714285714,EC-Earth3
2074,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.08333333333333333,0.0,ACCESS-CM2,0.25,EC-Earth3
2075,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.8452380952380955,0.0,ACCESS-CM2,2.321428571428572,EC-Earth3
2076,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.09523809523809523,0.0,CNRM-ESM2-1,0.25,EC-Earth3
2077,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.047619047619047596,0.0,ACCESS-CM2,0.1071428571428571,CNRM-ESM2-1
2078,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.6190476190476191,0.0,CNRM-ESM2-1,1.1071428571428572,ACCESS-CM2
2079,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.023809523809523798,0.0,ACCESS-CM2,0.0357142857142857,CNRM-ESM2-1
2080,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.5238095238095238,0.0,CNRM-ESM2-1,1.25,EC-Earth3
2081,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.10714285714285714,0.0,ACCESS-CM2,0.25,EC-Earth3
2082,San Francisco,ssp245,0.023809523809523798,0.0,ACCESS-CM2,0.0714285714285714,EC-Earth3,2.2261904761904763,0.0,ACCESS-CM2,6.428571428571429,EC-Earth3
2083,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.2857142857142857,0.0,ACCESS-CM2,0.7142857142857143,EC-Earth3
2084,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.16666666666666666,0.0,ACCESS-CM2,0.5,EC-Earth3
2085,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.16666666666666663,0.0357142857142857,EC-Earth3,0.3214285714285714,ACCESS-CM2
2086,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.09523809523809519,0.0357142857142857,ACCESS-CM2,0.1785714285714285,CNRM-ESM2-1
2087,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,2.380952380952381,0.0,CNRM-ESM2-1,7.107142857142857,EC-Earth3
2088,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.5595238095238095,0.0714285714285714,CNRM-ESM2-1,1.2857142857142858,EC-Earth3
2089,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.13095238095238093,0.0357142857142857,ACCESS-CM2,0.2857142857142857,EC-Earth3
2090,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.2976190476190476,0.0,CNRM-ESM2-1,0.5,EC-Earth3
2091,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.6904761904761904,0.0357142857142857,ACCESS-CM2,1.8571428571428568,EC-Earth3
2092,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.1071428571428571,0.0,ACCESS-CM2,0.1785714285714285,CNRM-ESM2-1
2093,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.023809523809523798,0.0,CNRM-ESM2-1,0.0357142857142857,ACCESS-CM2
2094,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.0595238095238095,0.0,ACCESS-CM2,0.1071428571428571,EC-Earth3
2095,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.15476190476190474,0.0,ACCESS-CM2,0.3928571428571428,EC-Earth3
2096,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.011904761904761899,0.0,ACCESS-CM2,0.0357142857142857,CNRM-ESM2-1
2097,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.2738095238095238,0.0,ACCESS-CM2,0.7857142857142857,CNRM-ESM2-1
2098,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.13095238095238093,0.0,ACCESS-CM2,0.3214285714285714,EC-Earth3
2099,San Francisco,ssp245,0.0,0.0,ACCESS-CM2,0.0,ACCESS-CM2,0.19047619047619044,0.0714285714285714,CNRM-ESM2-1,0.2857142857142857,EC-Earth3
2016,Seattle,ssp245,0.2708333333333333,0.03125,ACCESS-CM2,0.40625,EC-Earth3,20.083333333333332,15.375,ACCESS-CM2,28.0625,CNRM-ESM2-1
2017,Seattle,ssp245,0.10416666666666667,0.0,EC-Earth3,0.1875,CNRM-ESM2-1,8.8125,2.75,EC-Earth3,15.53125,CNRM-ESM2-1
2018,Seattle,ssp245,0.625,0.03125,ACCESS-CM2,1.8125,CNRM-ESM2-1,20.677083333333332,7.9375,EC-Earth3,34.1875,CNRM-ESM2-1
2019,Seattle,ssp245,1.125,0.21875,CNRM-ESM2-1,2.03125,ACCESS-CM2,29.927083333333332,20.125,CNRM-ESM2-1,35.875,ACCESS-CM2
2020,Seattle,ssp245,0.4270833333333333,0.0625,EC-Earth3,1.0,CNRM-ESM2-1,16.572916666666668,14.1875,EC-Earth3,19.6875,ACCESS-CM2
2021,Seattle,ssp245,0.65625,0.3125,CNRM-ESM2-1,1.3125,EC-Earth3,20.927083333333332,18.375,CNRM-ESM2-1,25.875,EC-Earth3
2022,Seattle,ssp245,0.2916666666666667,0.25,ACCESS-CM2,0.375,EC-Earth3,21.135416666666668,17.65625,EC-Earth3,24.0,ACCESS-CM2
2023,Seattle,ssp245,0.125,0.0,EC-Earth3,0.28125,ACCESS-CM2,11.177083333333334,6.28125,EC-Earth3,16.6875,CNRM-ESM2-1
2024,Seattle,ssp245,0.7083333333333334,0.40625,CNRM-ESM2-1,1.0,EC-Earth3,23.822916666666668,17.71875,EC-Earth3,33.3125,ACCESS-CM2
2025,Seattle,ssp245,0.2916666666666667,0.125,CNRM-ESM2-1,0.40625,ACCESS-CM2,26.875,18.375,CNRM-ESM2-1,38.5625,ACCESS-CM2
2026,Seattle,ssp245,0.08333333333333333,0.0,EC-Earth3,0.21875,ACCESS-CM2,15.375,6.71875,EC-Earth3,19.71875,ACCESS-CM2
2027,Seattle,ssp245,0.5833333333333334,0.15625,EC-Earth3,1.375,CNRM-ESM2-1,17.645833333333332,9.9375,EC-Earth3,24.78125,CNRM-ESM2-1
2028,Seattle,ssp245,0.4583333333333333,0.0,EC-Earth3,1.28125,ACCESS-CM2,19.6875,9.8125,EC-Earth3,31.34375,ACCESS-CM2
2029,Seattle,ssp245,1.6145833333333333,1.0625,ACCESS-CM2,2.03125,EC-Earth3,27.072916666666668,24.21875,ACCESS-CM2,31.25,CNRM-ESM2-1
2030,Seattle,ssp245,0.4166666666666667,0.0,ACCESS-CM2,1.25,CNRM-ESM2-1,18.072916666666668,4.96875,EC-Earth3,34.40625,CNRM-ESM2-1
2031,Seattle,ssp245,0.5104166666666666,0.0625,CNRM-ESM2-1,1.0,EC-Earth3,16.260416666666668,13.09375,CNRM-ESM2-1,20.75,EC-Earth3
2032,Seattle,ssp245,0.6458333333333334,0.0,ACCESS-CM2,1.4375,EC-Earth3,23.041666666666668,17.15625,ACCESS-CM2,31.5625,CNRM-ESM2-1
2033,Seattle,ssp245,1.1770833333333333,0.5,EC-Earth3,1.96875,CNRM-ESM2-1,19.0,6.15625,EC-Earth3,26.1875,ACCESS-CM2
2034,Seattle,ssp245,0.71875,0.0,ACCESS-CM2,1.21875,EC-Earth3,19.927083333333332,4.90625,ACCESS-CM2,38.03125,EC-Earth3
2035,Seattle,ssp245,0.23958333333333334,0.0,EC-Earth3,0.40625,ACCESS-CM2,16.541666666666668,8.53125,EC-Earth3,21.5,CNRM-ESM2-1
2036,Seattle,ssp245,0.5104166666666666,0.0,ACCESS-CM2,1.3125,CNRM-ESM2-1,11.40625,6.0625,ACCESS-CM2,16.75,CNRM-ESM2-1
2037,Seattle,ssp245,1.53125,0.0,EC-Earth3,2.53125,ACCESS-CM2,23.25,9.0,EC-Earth3,39.65625,ACCESS-CM2
2038,Seattle,ssp245,0.10416666666666667,0.0,ACCESS-CM2,0.28125,CNRM-ESM2-1,15.96875,11.90625,ACCESS-CM2,18.84375,EC-Earth3
2039,Seattle,ssp245,0.5,0.0,EC-Earth3,0.78125,ACCESS-CM2,27.927083333333332,22.8125,EC-Earth3,33.375,ACCESS-CM2
2040,Seattle,ssp245,0.23958333333333334,0.0625,EC-Earth3,0.4375,CNRM-ESM2-1,21.322916666666668,10.875,ACCESS-CM2,32.09375,EC-Earth3
2041,Seattle,ssp245,0.2916666666666667,0.0,CNRM-ESM2-1,0.8125,ACCESS-CM2,15.395833333333334,7.5,CNRM-ESM2-1,19.40625,ACCESS-CM2
2042,Seattle,ssp245,1.6666666666666667,0.875,EC-Earth3,2.46875,ACCESS-CM2,24.145833333333332,15.6875,EC-Earth3,39.25,ACCESS-CM2
2043,Seattle,ssp245,0.4479166666666667,0.0,EC-Earth3,0.96875,CNRM-ESM2-1,20.208333333333332,12.65625,EC-Earth3,25.375,ACCESS-CM2
2044,Seattle,ssp245,0.34375,0.0,EC-Earth3,0.875,ACCESS-CM2,11.270833333333334,6.96875,EC-Earth3,13.78125,CNRM-ESM2-1
2045,Seattle,ssp245,0.625,0.0,ACCESS-CM2,1.875,CNRM-ESM2-1,12.0625,1.3125,ACCESS-CM2,29.21875,CNRM-ESM2-1
2046,Seattle,ssp245,0.14583333333333334,0.0,CNRM-ESM2-1,0.28125,ACCESS-CM2,18.333333333333332,11.09375,CNRM-ESM2-1,24.34375,EC-Earth3
2047,Seattle,ssp245,0.03125,0.0,CNRM-ESM2-1,0.0625,ACCESS-CM2,14.239583333333334,8.0625,CNRM-ESM2-1,17.59375,ACCESS-CM2
2048,Seattle,ssp245,0.3854166666666667,0.0,ACCESS-CM2,0.875,EC-Earth3,16.875,10.1875,ACCESS-CM2,27.9375,CNRM-ESM2-1
