Year,Model,Ecoregion,Scenario,WarmSpell3,WarmSpell3_min,WarmSpell3_max
2083,1,3.4.4,ssp370,1.598540146,0,3
2084,1,3.4.4,ssp370,1.489051095,0,4
2085,1,3.4.4,ssp370,0.96350365,0,2
2086,1,3.4.4,ssp370,2.054744526,1,4
2087,1,3.4.4,ssp370,0.868613139,0,1
2088,1,3.4.4,ssp370,0,0,0
2089,1,3.4.4,ssp370,0.518248175,0,2
2090,1,3.4.4,ssp370,0.00729927,0,1
2091,1,3.4.4,ssp370,1.664233577,0,3
2092,1,3.4.4,ssp370,2.211678832,0,4
2093,1,3.4.4,ssp370,1.861313869,0,4
2094,1,3.4.4,ssp370,0.397810219,0,1
2095,1,3.4.4,ssp370,0.828467153,0,1
2096,1,3.4.4,ssp370,2.350364964,1,3
2097,1,3.4.4,ssp370,0.740875912,0,1
2098,1,3.4.4,ssp370,1.051094891,0,2
2099,1,3.4.4,ssp370,1.452554745,0,3
2016,1,3.4.5,ssp370,0,0,0
2017,1,3.4.5,ssp370,0,0,0
2018,1,3.4.5,ssp370,0,0,0
2019,1,3.4.5,ssp370,0,0,0
2020,1,3.4.5,ssp370,0,0,0
2021,1,3.4.5,ssp370,0,0,0
2022,1,3.4.5,ssp370,0,0,0
2023,1,3.4.5,ssp370,0,0,0
2024,1,3.4.5,ssp370,0,0,0
2025,1,3.4.5,ssp370,0,0,0
2026,1,3.4.5,ssp370,0,0,0
2027,1,3.4.5,ssp370,0,0,0
2028,1,3.4.5,ssp370,0,0,0
2029,1,3.4.5,ssp370,0,0,0
2030,1,3.4.5,ssp370,0,0,0
2031,1,3.4.5,ssp370,0,0,0
2032,1,3.4.5,ssp370,0,0,0
2033,1,3.4.5,ssp370,0,0,0
2034,1,3.4.5,ssp370,0,0,0
2035,1,3.4.5,ssp370,0,0,0
2036,1,3.4.5,ssp370,0,0,0
2037,1,3.4.5,ssp370,0,0,0
2038,1,3.4.5,ssp370,0,0,0
2039,1,3.4.5,ssp370,0,0,0
2040,1,3.4.5,ssp370,0,0,0
2041,1,3.4.5,ssp370,0,0,0
2042,1,3.4.5,ssp370,0,0,0
2043,1,3.4.5,ssp370,0,0,0
2044,1,3.4.5,ssp370,0,0,0
2045,1,3.4.5,ssp370,0,0,0
2046,1,3.4.5,ssp370,0,0,0
2047,1,3.4.5,ssp370,0,0,0
2048,1,3.4.5,ssp370,0,0,0
2049,1,3.4.5,ssp370,0,0,0
2050,1,3.4.5,ssp370,0,0,0
2051,1,3.4.5,ssp370,0,0,0
2052,1,3.4.5,ssp370,0,0,0
2053,1,3.4.5,ssp370,0,0,0
2054,1,3.4.5,ssp370,0,0,0
2055,1,3.4.5,ssp370,0,0,0
2056,1,3.4.5,ssp370,0,0,0
2057,1,3.4.5,ssp370,0.004166667,0,1
2058,1,3.4.5,ssp370,0,0,0
2059,1,3.4.5,ssp370,0.026388889,0,2
2060,1,3.4.5,ssp370,0.018055556,0,1
2061,1,3.4.5,ssp370,0,0,0
2062,1,3.4.5,ssp370,0,0,0
2063,1,3.4.5,ssp370,0.269444444,0,1
2064,1,3.4.5,ssp370,0,0,0
2065,1,3.4.5,ssp370,0.002777778,0,1
2066,1,3.4.5,ssp370,0,0,0
2067,1,3.4.5,ssp370,0,0,0
2068,1,3.4.5,ssp370,0,0,0
2069,1,3.4.5,ssp370,0,0,0
2070,1,3.4.5,ssp370,0,0,0
2071,1,3.4.5,ssp370,0.006944444,0,2
2072,1,3.4.5,ssp370,0,0,0
2073,1,3.4.5,ssp370,0.009722222,0,1
2074,1,3.4.5,ssp370,0,0,0
2075,1,3.4.5,ssp370,0.383333333,0,1
2076,1,3.4.5,ssp370,0,0,0
2077,1,3.4.5,ssp370,0.152777778,0,1
2078,1,3.4.5,ssp370,0.002777778,0,1
2079,1,3.4.5,ssp370,0.0375,0,1
2080,1,3.4.5,ssp370,0.930555556,0,1
2081,1,3.4.5,ssp370,0,0,0
2082,1,3.4.5,ssp370,0.076388889,0,1
2083,1,3.4.5,ssp370,0.384722222,0,1
2084,1,3.4.5,ssp370,0.095833333,0,2
2085,1,3.4.5,ssp370,0.105555556,0,1
2086,1,3.4.5,ssp370,0.101388889,0,1
2087,1,3.4.5,ssp370,0.180555556,0,3
2088,1,3.4.5,ssp370,0.188888889,0,1
2089,1,3.4.5,ssp370,0,0,0
2090,1,3.4.5,ssp370,0,0,0
2091,1,3.4.5,ssp370,0.015277778,0,1
2092,1,3.4.5,ssp370,0.131944444,0,2
2093,1,3.4.5,ssp370,0.104166667,0,1
2094,1,3.4.5,ssp370,0.1,0,1
2095,1,3.4.5,ssp370,0.933333333,0,3
2096,1,3.4.5,ssp370,0.011111111,0,1
2097,1,3.4.5,ssp370,0,0,0
2098,1,3.4.5,ssp370,0.094444444,0,2
2099,1,3.4.5,ssp370,1.5625,0,6
2016,1,4.1.1,ssp370,0,0,0
2017,1,4.1.1,ssp370,0,0,0
2018,1,4.1.1,ssp370,0,0,0
2019,1,4.1.1,ssp370,0,0,0
2020,1,4.1.1,ssp370,0,0,0
2021,1,4.1.1,ssp370,0,0,0
2022,1,4.1.1,ssp370,0,0,0
2023,1,4.1.1,ssp370,0,0,0
2024,1,4.1.1,ssp370,0,0,0
2025,1,4.1.1,ssp370,0,0,0
2026,1,4.1.1,ssp370,0,0,0
2027,1,4.1.1,ssp370,0,0,0
2028,1,4.1.1,ssp370,0,0,0
2029,1,4.1.1,ssp370,0,0,0
2030,1,4.1.1,ssp370,0,0,0
2031,1,4.1.1,ssp370,0,0,0
2032,1,4.1.1,ssp370,0,0,0
2033,1,4.1.1,ssp370,0,0,0
2034,1,4.1.1,ssp370,0,0,0
2035,1,4.1.1,ssp370,0,0,0
2036,1,4.1.1,ssp370,0,0,0
2037,1,4.1.1,ssp370,0.517006803,0,2
2038,1,4.1.1,ssp370,0,0,0
2039,1,4.1.1,ssp370,0,0,0
2040,1,4.1.1,ssp370,0,0,0
2041,1,4.1.1,ssp370,0,0,0
2042,1,4.1.1,ssp370,0,0,0
2043,1,4.1.1,ssp370,0.204081633,0,1
2044,1,4.1.1,ssp370,0.102040816,0,2
2045,1,4.1.1,ssp370,0.081632653,0,1
2046,1,4.1.1,ssp370,0,0,0
2047,1,4.1.1,ssp370,0,0,0
2048,1,4.1.1,ssp370,0,0,0
2049,1,4.1.1,ssp370,0.006802721,0,1
2050,1,4.1.1,ssp370,0,0,0
2051,1,4.1.1,ssp370,0,0,0
2052,1,4.1.1,ssp370,0,0,0
2053,1,4.1.1,ssp370,0.027210884,0,1
2054,1,4.1.1,ssp370,0,0,0
2055,1,4.1.1,ssp370,0.115646259,0,1
2056,1,4.1.1,ssp370,0,0,0
2057,1,4.1.1,ssp370,0.027210884,0,1
2058,1,4.1.1,ssp370,0,0,0
2059,1,4.1.1,ssp370,0,0,0
2060,1,4.1.1,ssp370,0,0,0
2061,1,4.1.1,ssp370,0.006802721,0,1
2062,1,4.1.1,ssp370,0.204081633,0,2
2063,1,4.1.1,ssp370,0,0,0
2064,1,4.1.1,ssp370,0.020408163,0,2
2065,1,4.1.1,ssp370,0.095238095,0,1
2066,1,4.1.1,ssp370,0,0,0
2067,1,4.1.1,ssp370,0,0,0
2068,1,4.1.1,ssp370,0,0,0
2069,1,4.1.1,ssp370,0.721088435,0,1
2070,1,4.1.1,ssp370,0,0,0
2071,1,4.1.1,ssp370,1.306122449,0,3
2072,1,4.1.1,ssp370,0.013605442,0,1
2073,1,4.1.1,ssp370,0,0,0
2074,1,4.1.1,ssp370,0,0,0
2075,1,4.1.1,ssp370,0,0,0
2076,1,4.1.1,ssp370,0.442176871,0,2
2077,1,4.1.1,ssp370,0,0,0
2078,1,4.1.1,ssp370,0.816326531,0,2
2079,1,4.1.1,ssp370,0.931972789,0,4
2080,1,4.1.1,ssp370,0.006802721,0,1
2081,1,4.1.1,ssp370,0.734693878,0,3
2082,1,4.1.1,ssp370,0.115646259,0,2
2083,1,4.1.1,ssp370,0.210884354,0,1
2084,1,4.1.1,ssp370,0.231292517,0,2
2085,1,4.1.1,ssp370,0,0,0
2086,1,4.1.1,ssp370,1.571428571,0,4
2087,1,4.1.1,ssp370,0.653061224,0,2
2088,1,4.1.1,ssp370,0.163265306,0,1
2089,1,4.1.1,ssp370,0.517006803,0,2
2090,1,4.1.1,ssp370,0,0,0
2091,1,4.1.1,ssp370,1.612244898,0,3
2092,1,4.1.1,ssp370,1.850340136,0,3
2093,1,4.1.1,ssp370,0.306122449,0,3
2094,1,4.1.1,ssp370,1.006802721,0,5
2095,1,4.1.1,ssp370,0.952380952,0,1
2096,1,4.1.1,ssp370,0,0,0
2097,1,4.1.1,ssp370,0.462585034,0,1
2098,1,4.1.1,ssp370,1.306122449,0,4
2099,1,4.1.1,ssp370,0.727891156,0,2
2016,1,4.1.2,ssp370,0.182779456,0,1
2017,1,4.1.2,ssp370,0,0,0
2018,1,4.1.2,ssp370,0,0,0
2019,1,4.1.2,ssp370,0.598187311,0,2
2020,1,4.1.2,ssp370,0,0,0
2021,1,4.1.2,ssp370,0.083081571,0,1
2022,1,4.1.2,ssp370,0,0,0
2023,1,4.1.2,ssp370,0.34592145,0,2
2024,1,4.1.2,ssp370,0,0,0
2025,1,4.1.2,ssp370,0,0,0
2026,1,4.1.2,ssp370,0,0,0
2027,1,4.1.2,ssp370,0,0,0
2028,1,4.1.2,ssp370,1.061933535,0,3
2029,1,4.1.2,ssp370,0.084592145,0,2
2030,1,4.1.2,ssp370,0,0,0
2031,1,4.1.2,ssp370,0,0,0
2032,1,4.1.2,ssp370,0.429003021,0,1
2033,1,4.1.2,ssp370,0,0,0
2034,1,4.1.2,ssp370,0.531722054,0,2
2035,1,4.1.2,ssp370,0.247734139,0,1
2036,1,4.1.2,ssp370,0,0,0
2037,1,4.1.2,ssp370,1.780966767,0,4
2038,1,4.1.2,ssp370,0.004531722,0,1
2039,1,4.1.2,ssp370,0,0,0
2040,1,4.1.2,ssp370,0.03776435,0,1
2041,1,4.1.2,ssp370,0,0,0
2042,1,4.1.2,ssp370,0.166163142,0,1
2043,1,4.1.2,ssp370,0.311178248,0,1
2044,1,4.1.2,ssp370,0.421450151,0,2
2045,1,4.1.2,ssp370,0.806646526,0,1
2046,1,4.1.2,ssp370,0,0,0
2047,1,4.1.2,ssp370,0,0,0
2048,1,4.1.2,ssp370,0,0,0
2049,1,4.1.2,ssp370,0.20694864,0,1
2050,1,4.1.2,ssp370,0.309667674,0,2
2051,1,4.1.2,ssp370,0.063444109,0,1
2052,1,4.1.2,ssp370,0.271903323,0,1
2053,1,4.1.2,ssp370,0.158610272,0,1
2054,1,4.1.2,ssp370,0.276435045,0,1
2055,1,4.1.2,ssp370,1.025679758,0,3
2056,1,4.1.2,ssp370,0.303625378,0,2
2057,1,4.1.2,ssp370,0.827794562,0,2
2058,1,4.1.2,ssp370,0,0,0
2059,1,4.1.2,ssp370,0.14652568,0,1
2060,1,4.1.2,ssp370,0.567975831,0,2
2061,1,4.1.2,ssp370,0.614803625,0,3
2062,1,4.1.2,ssp370,0.634441088,0,4
2063,1,4.1.2,ssp370,0.178247734,0,2
2064,1,4.1.2,ssp370,0.341389728,0,2
2065,1,4.1.2,ssp370,0.283987915,0,1
2066,1,4.1.2,ssp370,0.493957704,0,2
2067,1,4.1.2,ssp370,0.711480363,0,4
2068,1,4.1.2,ssp370,0.027190332,0,1
2069,1,4.1.2,ssp370,1.305135952,0,3
2070,1,4.1.2,ssp370,0,0,0
2071,1,4.1.2,ssp370,1.790030211,0,4
2072,1,4.1.2,ssp370,0.640483384,0,2
2073,1,4.1.2,ssp370,0.099697885,0,1
2074,1,4.1.2,ssp370,0.261329305,0,1
2075,1,4.1.2,ssp370,0.321752266,0,2
2076,1,4.1.2,ssp370,1.481873112,0,4
2077,1,4.1.2,ssp370,0.655589124,0,3
2078,1,4.1.2,ssp370,1.063444109,0,2
2079,1,4.1.2,ssp370,2.716012085,0,9
2080,1,4.1.2,ssp370,0.089123867,0,1
2081,1,4.1.2,ssp370,1.128398792,0,2
2082,1,4.1.2,ssp370,0.256797583,0,3
2083,1,4.1.2,ssp370,0.86858006,0,2
2084,1,4.1.2,ssp370,0.379154079,0,3
2085,1,4.1.2,ssp370,0.403323263,0,2
2086,1,4.1.2,ssp370,2.084592145,1,5
2087,1,4.1.2,ssp370,1.126888218,0,3
2088,1,4.1.2,ssp370,0.450151057,0,2
2089,1,4.1.2,ssp370,1.512084592,0,4
2090,1,4.1.2,ssp370,1.061933535,0,4
2091,1,4.1.2,ssp370,2.504531722,0,5
2092,1,4.1.2,ssp370,1.611782477,0,3
2093,1,4.1.2,ssp370,0.978851964,0,4
2094,1,4.1.2,ssp370,1.419939577,0,3
2095,1,4.1.2,ssp370,1.555891239,0,3
2096,1,4.1.2,ssp370,0.114803625,0,2
2097,1,4.1.2,ssp370,0.425981873,0,2
2098,1,4.1.2,ssp370,2.717522659,1,5
2099,1,4.1.2,ssp370,1.404833837,0,4
2016,1,5.1.1,ssp370,0,0,0
2017,1,5.1.1,ssp370,0.004573171,0,1
2018,1,5.1.1,ssp370,0,0,0
2019,1,5.1.1,ssp370,0.047256098,0,1
2020,1,5.1.1,ssp370,0,0,0
2021,1,5.1.1,ssp370,0,0,0
2022,1,5.1.1,ssp370,0,0,0
2023,1,5.1.1,ssp370,0,0,0
2024,1,5.1.1,ssp370,0,0,0
2025,1,5.1.1,ssp370,0,0,0
2026,1,5.1.1,ssp370,0,0,0
2027,1,5.1.1,ssp370,0,0,0
2028,1,5.1.1,ssp370,0.042682927,0,1
2029,1,5.1.1,ssp370,0,0,0
2030,1,5.1.1,ssp370,0,0,0
2031,1,5.1.1,ssp370,0,0,0
2032,1,5.1.1,ssp370,0,0,0
2033,1,5.1.1,ssp370,0,0,0
2034,1,5.1.1,ssp370,0.009146341,0,1
2035,1,5.1.1,ssp370,0.027439024,0,1
2036,1,5.1.1,ssp370,0,0,0
2037,1,5.1.1,ssp370,0.269817073,0,1
2038,1,5.1.1,ssp370,0,0,0
2039,1,5.1.1,ssp370,0,0,0
2040,1,5.1.1,ssp370,0,0,0
2041,1,5.1.1,ssp370,0,0,0
2042,1,5.1.1,ssp370,0,0,0
2043,1,5.1.1,ssp370,0,0,0
2044,1,5.1.1,ssp370,0,0,0
2045,1,5.1.1,ssp370,0.024390244,0,1
2046,1,5.1.1,ssp370,0,0,0
2047,1,5.1.1,ssp370,0,0,0
2048,1,5.1.1,ssp370,0,0,0
2049,1,5.1.1,ssp370,0,0,0
2050,1,5.1.1,ssp370,0,0,0
2051,1,5.1.1,ssp370,0,0,0
2052,1,5.1.1,ssp370,0,0,0
2053,1,5.1.1,ssp370,0.028963415,0,1
2054,1,5.1.1,ssp370,0.024390244,0,1
2055,1,5.1.1,ssp370,0,0,0
2056,1,5.1.1,ssp370,0.024390244,0,1
2057,1,5.1.1,ssp370,0.054878049,0,1
2058,1,5.1.1,ssp370,0,0,0
2059,1,5.1.1,ssp370,0.056402439,0,2
2060,1,5.1.1,ssp370,0.506097561,0,2
2061,1,5.1.1,ssp370,0,0,0
2062,1,5.1.1,ssp370,0.009146341,0,1
2063,1,5.1.1,ssp370,0.202743902,0,1
2064,1,5.1.1,ssp370,0,0,0
2065,1,5.1.1,ssp370,0,0,0
2066,1,5.1.1,ssp370,0,0,0
2067,1,5.1.1,ssp370,0.257621951,0,1
2068,1,5.1.1,ssp370,0,0,0
2069,1,5.1.1,ssp370,0.464939024,0,1
2070,1,5.1.1,ssp370,0,0,0
2071,1,5.1.1,ssp370,0.024390244,0,1
2072,1,5.1.1,ssp370,0.106707317,0,1
2073,1,5.1.1,ssp370,0.073170732,0,2
2074,1,5.1.1,ssp370,0,0,0
2075,1,5.1.1,ssp370,0.176829268,0,1
2076,1,5.1.1,ssp370,0.114329268,0,2
2077,1,5.1.1,ssp370,0,0,0
2078,1,5.1.1,ssp370,0.073170732,0,1
2079,1,5.1.1,ssp370,0.771341463,0,2
2080,1,5.1.1,ssp370,0.027439024,0,1
2081,1,5.1.1,ssp370,0.007621951,0,1
2082,1,5.1.1,ssp370,0.071646341,0,1
2083,1,5.1.1,ssp370,0.518292683,0,1
2084,1,5.1.1,ssp370,0.085365854,0,1
2085,1,5.1.1,ssp370,0,0,0
2086,1,5.1.1,ssp370,0.304878049,0,1
2087,1,5.1.1,ssp370,0.650914634,0,2
2088,1,5.1.1,ssp370,0.475609756,0,4
2089,1,5.1.1,ssp370,0,0,0
2090,1,5.1.1,ssp370,0,0,0
2091,1,5.1.1,ssp370,0.554878049,0,2
2092,1,5.1.1,ssp370,0.333841463,0,3
2093,1,5.1.1,ssp370,0.051829268,0,1
2094,1,5.1.1,ssp370,0.071646341,0,2
2095,1,5.1.1,ssp370,1.533536585,1,4
2096,1,5.1.1,ssp370,0.37347561,0,2
2097,1,5.1.1,ssp370,0.682926829,0,2
2098,1,5.1.1,ssp370,0.400914634,0,2
2099,1,5.1.1,ssp370,1.283536585,0,6
2016,1,5.1.2,ssp370,0.813704497,0,2
2017,1,5.1.2,ssp370,0,0,0
2018,1,5.1.2,ssp370,0.068522484,0,1
2019,1,5.1.2,ssp370,2.119914347,0,5
2020,1,5.1.2,ssp370,0.019271949,0,2
2021,1,5.1.2,ssp370,0.072805139,0,1
2022,1,5.1.2,ssp370,0,0,0
2023,1,5.1.2,ssp370,1.066381156,0,2
2024,1,5.1.2,ssp370,0.023554604,0,1
2025,1,5.1.2,ssp370,0.21627409,0,1
2026,1,5.1.2,ssp370,0,0,0
2027,1,5.1.2,ssp370,0,0,0
2028,1,5.1.2,ssp370,1.199143469,0,3
2029,1,5.1.2,ssp370,1.620985011,0,3
2030,1,5.1.2,ssp370,0.04496788,0,2
2031,1,5.1.2,ssp370,0,0,0
2032,1,5.1.2,ssp370,0.687366167,0,2
2033,1,5.1.2,ssp370,0.47751606,0,2
2034,1,5.1.2,ssp370,1.370449679,0,2
2035,1,5.1.2,ssp370,1.531049251,0,2
2036,1,5.1.2,ssp370,0,0,0
2037,1,5.1.2,ssp370,0.933618844,0,2
2038,1,5.1.2,ssp370,0.192719486,0,2
2039,1,5.1.2,ssp370,0,0,0
2040,1,5.1.2,ssp370,0.43254818,0,1
2041,1,5.1.2,ssp370,0.087794433,0,1
2042,1,5.1.2,ssp370,1.349036403,0,3
2043,1,5.1.2,ssp370,0,0,0
2044,1,5.1.2,ssp370,0.156316916,0,3
2045,1,5.1.2,ssp370,1.002141328,1,2
2046,1,5.1.2,ssp370,0,0,0
2047,1,5.1.2,ssp370,0.002141328,0,1
2048,1,5.1.2,ssp370,0,0,0
2049,1,5.1.2,ssp370,0.674518201,0,1
2050,1,5.1.2,ssp370,0.059957173,0,2
2051,1,5.1.2,ssp370,0.094218415,0,2
2052,1,5.1.2,ssp370,0.550321199,0,3
2053,1,5.1.2,ssp370,0.349036403,0,1
2054,1,5.1.2,ssp370,0.162740899,0,2
2055,1,5.1.2,ssp370,1.012847966,0,5
2056,1,5.1.2,ssp370,1.214132762,0,3
2057,1,5.1.2,ssp370,0.987152034,0,2
2058,1,5.1.2,ssp370,0.3875803,0,1
2059,1,5.1.2,ssp370,0.86509636,0,1
2060,1,5.1.2,ssp370,0.753747323,0,3
2061,1,5.1.2,ssp370,1.704496788,0,3
2062,1,5.1.2,ssp370,0.203426124,0,2
2063,1,5.1.2,ssp370,0.346895075,0,4
2064,1,5.1.2,ssp370,0,0,0
2065,1,5.1.2,ssp370,1.274089936,0,3
2066,1,5.1.2,ssp370,1.884368308,0,3
2067,1,5.1.2,ssp370,2.556745182,0,4
2068,1,5.1.2,ssp370,0.04496788,0,2
2069,1,5.1.2,ssp370,2.111349036,1,6
2070,1,5.1.2,ssp370,0.049250535,0,1
2071,1,5.1.2,ssp370,1.295503212,1,2
2072,1,5.1.2,ssp370,2.107066381,0,6
2073,1,5.1.2,ssp370,0.760171306,0,3
2074,1,5.1.2,ssp370,0.625267666,0,3
2075,1,5.1.2,ssp370,1.338329764,0,4
2076,1,5.1.2,ssp370,1.188436831,0,4
2077,1,5.1.2,ssp370,0.642398287,0,6
2078,1,5.1.2,ssp370,0.295503212,0,2
2079,1,5.1.2,ssp370,1.312633833,1,5
2080,1,5.1.2,ssp370,0.573875803,0,2
2081,1,5.1.2,ssp370,1.226980728,0,3
2082,1,5.1.2,ssp370,0.937901499,0,4
2083,1,5.1.2,ssp370,0.886509636,0,2
2084,1,5.1.2,ssp370,0.854389722,0,4
2085,1,5.1.2,ssp370,0.445396146,0,2
2086,1,5.1.2,ssp370,2.620985011,1,6
2087,1,5.1.2,ssp370,1.402569593,1,5
2088,1,5.1.2,ssp370,1.700214133,1,7
2089,1,5.1.2,ssp370,1.740899358,1,7
2090,1,5.1.2,ssp370,2.233404711,1,5
2091,1,5.1.2,ssp370,2.86509636,1,5
2092,1,5.1.2,ssp370,2.700214133,1,7
2093,1,5.1.2,ssp370,1.408993576,0,4
2094,1,5.1.2,ssp370,1.00856531,0,4
2095,1,5.1.2,ssp370,1.70235546,1,4
2096,1,5.1.2,ssp370,1.854389722,0,3
2097,1,5.1.2,ssp370,1.021413276,0,3
2098,1,5.1.2,ssp370,3.372591006,1,6
2099,1,5.1.2,ssp370,2.655246253,0,8
2016,1,5.1.3,ssp370,0.271724138,0,4
2017,1,5.1.3,ssp370,0.488275862,0,3
2018,1,5.1.3,ssp370,0.366896552,0,3
2019,1,5.1.3,ssp370,0.433103448,0,3
2020,1,5.1.3,ssp370,0.034482759,0,2
2021,1,5.1.3,ssp370,0.284137931,0,3
2022,1,5.1.3,ssp370,0,0,0
2023,1,5.1.3,ssp370,1.251034483,0,3
2024,1,5.1.3,ssp370,0.023448276,0,1
2025,1,5.1.3,ssp370,0.216551724,0,1
2026,1,5.1.3,ssp370,0.00137931,0,1
2027,1,5.1.3,ssp370,0.176551724,0,2
2028,1,5.1.3,ssp370,1.517241379,1,5
2029,1,5.1.3,ssp370,0.059310345,0,2
2030,1,5.1.3,ssp370,0.137931034,0,3
2031,1,5.1.3,ssp370,0.227586207,0,1
2032,1,5.1.3,ssp370,0.24,0,3
2033,1,5.1.3,ssp370,0.535172414,0,3
2034,1,5.1.3,ssp370,0.284137931,0,2
2035,1,5.1.3,ssp370,0.187586207,0,3
2036,1,5.1.3,ssp370,0,0,0
2037,1,5.1.3,ssp370,2.342068966,0,8
2038,1,5.1.3,ssp370,0.277241379,0,2
2039,1,5.1.3,ssp370,0.024827586,0,1
2040,1,5.1.3,ssp370,0.310344828,0,2
2041,1,5.1.3,ssp370,0.347586207,0,2
2042,1,5.1.3,ssp370,0.51862069,0,3
2043,1,5.1.3,ssp370,0.866206897,0,3
2044,1,5.1.3,ssp370,1.063448276,0,4
2045,1,5.1.3,ssp370,0.056551724,0,2
2046,1,5.1.3,ssp370,0.366896552,0,3
2047,1,5.1.3,ssp370,0.797241379,0,2
2048,1,5.1.3,ssp370,1.249655172,0,3
2049,1,5.1.3,ssp370,0.714482759,0,4
2050,1,5.1.3,ssp370,0.371034483,0,4
2051,1,5.1.3,ssp370,1.915862069,0,5
2052,1,5.1.3,ssp370,1.23862069,0,4
2053,1,5.1.3,ssp370,0.597241379,0,3
2054,1,5.1.3,ssp370,0.028965517,0,2
2055,1,5.1.3,ssp370,2.582068966,0,5
2056,1,5.1.3,ssp370,0.372413793,0,2
2057,1,5.1.3,ssp370,0.486896552,0,3
2058,1,5.1.3,ssp370,0,0,0
2059,1,5.1.3,ssp370,0.765517241,0,4
2060,1,5.1.3,ssp370,1.470344828,0,4
2061,1,5.1.3,ssp370,0.656551724,0,4
2062,1,5.1.3,ssp370,1.4,0,4
2063,1,5.1.3,ssp370,0.376551724,0,3
2064,1,5.1.3,ssp370,1.409655172,0,4
2065,1,5.1.3,ssp370,0.893793103,0,5
2066,1,5.1.3,ssp370,0.431724138,0,5
2067,1,5.1.3,ssp370,0.780689655,0,5
2068,1,5.1.3,ssp370,0.569655172,0,5
2069,1,5.1.3,ssp370,0.499310345,0,3
2070,1,5.1.3,ssp370,0.365517241,0,3
2071,1,5.1.3,ssp370,2.384827586,1,6
2072,1,5.1.3,ssp370,0.529655172,0,3
2073,1,5.1.3,ssp370,0.300689655,0,4
2074,1,5.1.3,ssp370,0.777931034,0,6
2075,1,5.1.3,ssp370,0.228965517,0,3
2076,1,5.1.3,ssp370,2.402758621,0,7
2077,1,5.1.3,ssp370,0.75862069,0,4
2078,1,5.1.3,ssp370,1.405517241,0,4
2079,1,5.1.3,ssp370,4.664827586,1,8
2080,1,5.1.3,ssp370,2.188965517,1,5
2081,1,5.1.3,ssp370,3.257931034,1,7
2082,1,5.1.3,ssp370,2.731034483,0,7
2083,1,5.1.3,ssp370,1.553103448,0,8
2084,1,5.1.3,ssp370,2.969655172,0,8
2085,1,5.1.3,ssp370,0.56137931,0,4
2086,1,5.1.3,ssp370,2.506206897,1,7
2087,1,5.1.3,ssp370,1.765517241,0,6
2088,1,5.1.3,ssp370,0.717241379,0,4
2089,1,5.1.3,ssp370,2.422068966,1,5
2090,1,5.1.3,ssp370,1.246896552,0,4
2091,1,5.1.3,ssp370,2.297931034,0,9
2092,1,5.1.3,ssp370,1.797241379,0,8
2093,1,5.1.3,ssp370,3.794482759,0,11
2094,1,5.1.3,ssp370,1.982068966,1,3
2095,1,5.1.3,ssp370,2.12137931,1,4
2096,1,5.1.3,ssp370,1.990344828,0,5
2097,1,5.1.3,ssp370,0.51862069,0,5
2098,1,5.1.3,ssp370,3.253793103,0,8
2099,1,5.1.3,ssp370,2.434482759,0,8
2016,1,5.1.4,ssp370,1.466981132,0,5
2017,1,5.1.4,ssp370,1.891509434,1,4
2018,1,5.1.4,ssp370,2.188679245,1,4
2019,1,5.1.4,ssp370,1.462264151,0,8
2020,1,5.1.4,ssp370,1.485849057,0,4
2021,1,5.1.4,ssp370,3.056603774,0,5
2022,1,5.1.4,ssp370,0.023584906,0,1
2023,1,5.1.4,ssp370,1.094339623,0,6
2024,1,5.1.4,ssp370,0.948113208,0,7
2025,1,5.1.4,ssp370,1.391509434,0,5
2026,1,5.1.4,ssp370,1.712264151,0,10
2027,1,5.1.4,ssp370,1.811320755,0,5
2028,1,5.1.4,ssp370,3.806603774,2,7
2029,1,5.1.4,ssp370,0.863207547,0,5
2030,1,5.1.4,ssp370,2.04245283,0,6
2031,1,5.1.4,ssp370,1.933962264,0,4
2032,1,5.1.4,ssp370,2.773584906,1,7
2033,1,5.1.4,ssp370,1.905660377,0,6
2034,1,5.1.4,ssp370,1.150943396,0,6
2035,1,5.1.4,ssp370,1.783018868,0,8
2036,1,5.1.4,ssp370,0.70754717,0,4
2037,1,5.1.4,ssp370,3.962264151,1,8
2038,1,5.1.4,ssp370,3.79245283,1,9
2039,1,5.1.4,ssp370,1.367924528,0,5
2040,1,5.1.4,ssp370,2.320754717,0,8
2041,1,5.1.4,ssp370,2.179245283,0,6
2042,1,5.1.4,ssp370,2.400943396,0,8
2043,1,5.1.4,ssp370,2.872641509,1,5
2044,1,5.1.4,ssp370,2.622641509,0,9
2045,1,5.1.4,ssp370,1.45754717,0,6
2046,1,5.1.4,ssp370,3.382075472,0,8
2047,1,5.1.4,ssp370,2.301886792,1,7
2048,1,5.1.4,ssp370,2.806603774,1,8
2049,1,5.1.4,ssp370,4.287735849,0,8
2050,1,5.1.4,ssp370,4.29245283,1,10
2051,1,5.1.4,ssp370,3.518867925,1,5
2052,1,5.1.4,ssp370,3.948113208,1,7
2053,1,5.1.4,ssp370,3.617924528,1,8
2054,1,5.1.4,ssp370,2.231132075,0,7
2055,1,5.1.4,ssp370,4.778301887,2,10
2056,1,5.1.4,ssp370,3.221698113,0,9
2057,1,5.1.4,ssp370,1.698113208,0,7
2058,1,5.1.4,ssp370,1.66509434,0,6
2059,1,5.1.4,ssp370,2.29245283,0,6
