Year,Model,Ecoregion,Scenario,WarmSpell3,WarmSpell3_min,WarmSpell3_max
2090,1,3.2.2,ssp370,0.105831533,0,2
2091,1,3.2.2,ssp370,0.30237581,0,4
2092,1,3.2.2,ssp370,0.006479482,0,1
2093,1,3.2.2,ssp370,0,0,0
2094,1,3.2.2,ssp370,0.006479482,0,1
2095,1,3.2.2,ssp370,0.98488121,0,6
2096,1,3.2.2,ssp370,0.006479482,0,1
2097,1,3.2.2,ssp370,0,0,0
2098,1,3.2.2,ssp370,0.004319654,0,1
2099,1,3.2.2,ssp370,0.228941685,0,3
2016,1,3.2.3,ssp370,0,0,0
2017,1,3.2.3,ssp370,0,0,0
2018,1,3.2.3,ssp370,0,0,0
2019,1,3.2.3,ssp370,0,0,0
2020,1,3.2.3,ssp370,0,0,0
2021,1,3.2.3,ssp370,0,0,0
2022,1,3.2.3,ssp370,0,0,0
2023,1,3.2.3,ssp370,0,0,0
2024,1,3.2.3,ssp370,0,0,0
2025,1,3.2.3,ssp370,0,0,0
2026,1,3.2.3,ssp370,0,0,0
2027,1,3.2.3,ssp370,0,0,0
2028,1,3.2.3,ssp370,0,0,0
2029,1,3.2.3,ssp370,0,0,0
2030,1,3.2.3,ssp370,0,0,0
2031,1,3.2.3,ssp370,0,0,0
2032,1,3.2.3,ssp370,0,0,0
2033,1,3.2.3,ssp370,0,0,0
2034,1,3.2.3,ssp370,0,0,0
2035,1,3.2.3,ssp370,0,0,0
2036,1,3.2.3,ssp370,0,0,0
2037,1,3.2.3,ssp370,0,0,0
2038,1,3.2.3,ssp370,0,0,0
2039,1,3.2.3,ssp370,0,0,0
2040,1,3.2.3,ssp370,0,0,0
2041,1,3.2.3,ssp370,0,0,0
2042,1,3.2.3,ssp370,0,0,0
2043,1,3.2.3,ssp370,0,0,0
2044,1,3.2.3,ssp370,0,0,0
2045,1,3.2.3,ssp370,0,0,0
2046,1,3.2.3,ssp370,0,0,0
2047,1,3.2.3,ssp370,0,0,0
2048,1,3.2.3,ssp370,0,0,0
2049,1,3.2.3,ssp370,0,0,0
2050,1,3.2.3,ssp370,0,0,0
2051,1,3.2.3,ssp370,0,0,0
2052,1,3.2.3,ssp370,0,0,0
2053,1,3.2.3,ssp370,0,0,0
2054,1,3.2.3,ssp370,0.014018692,0,1
2055,1,3.2.3,ssp370,0,0,0
2056,1,3.2.3,ssp370,0,0,0
2057,1,3.2.3,ssp370,0,0,0
2058,1,3.2.3,ssp370,0,0,0
2059,1,3.2.3,ssp370,0,0,0
2060,1,3.2.3,ssp370,0,0,0
2061,1,3.2.3,ssp370,0,0,0
2062,1,3.2.3,ssp370,0.014018692,0,1
2063,1,3.2.3,ssp370,0,0,0
2064,1,3.2.3,ssp370,0,0,0
2065,1,3.2.3,ssp370,0.004672897,0,1
2066,1,3.2.3,ssp370,0,0,0
2067,1,3.2.3,ssp370,0,0,0
2068,1,3.2.3,ssp370,0,0,0
2069,1,3.2.3,ssp370,0,0,0
2070,1,3.2.3,ssp370,0.009345794,0,1
2071,1,3.2.3,ssp370,0,0,0
2072,1,3.2.3,ssp370,0,0,0
2073,1,3.2.3,ssp370,0,0,0
2074,1,3.2.3,ssp370,0.03271028,0,1
2075,1,3.2.3,ssp370,0.228971963,0,2
2076,1,3.2.3,ssp370,0,0,0
2077,1,3.2.3,ssp370,0,0,0
2078,1,3.2.3,ssp370,0,0,0
2079,1,3.2.3,ssp370,0,0,0
2080,1,3.2.3,ssp370,0,0,0
2081,1,3.2.3,ssp370,0.009345794,0,1
2082,1,3.2.3,ssp370,0,0,0
2083,1,3.2.3,ssp370,0,0,0
2084,1,3.2.3,ssp370,0.121495327,0,1
2085,1,3.2.3,ssp370,0.331775701,0,2
2086,1,3.2.3,ssp370,0.023364486,0,1
2087,1,3.2.3,ssp370,0.457943925,0,2
2088,1,3.2.3,ssp370,0.009345794,0,1
2089,1,3.2.3,ssp370,0,0,0
2090,1,3.2.3,ssp370,0.135514019,0,1
2091,1,3.2.3,ssp370,0.303738318,0,3
2092,1,3.2.3,ssp370,0.252336449,0,3
2093,1,3.2.3,ssp370,0.004672897,0,1
2094,1,3.2.3,ssp370,0,0,0
2095,1,3.2.3,ssp370,0.700934579,0,4
2096,1,3.2.3,ssp370,0.004672897,0,1
2097,1,3.2.3,ssp370,0.018691589,0,1
2098,1,3.2.3,ssp370,0.037383178,0,1
2099,1,3.2.3,ssp370,0.172897196,0,2
2016,1,3.3.1,ssp370,0,0,0
2017,1,3.3.1,ssp370,0,0,0
2018,1,3.3.1,ssp370,0,0,0
2019,1,3.3.1,ssp370,0,0,0
2020,1,3.3.1,ssp370,0,0,0
2021,1,3.3.1,ssp370,0,0,0
2022,1,3.3.1,ssp370,0,0,0
2023,1,3.3.1,ssp370,0,0,0
2024,1,3.3.1,ssp370,0,0,0
2025,1,3.3.1,ssp370,0,0,0
2026,1,3.3.1,ssp370,0,0,0
2027,1,3.3.1,ssp370,0,0,0
2028,1,3.3.1,ssp370,0,0,0
2029,1,3.3.1,ssp370,0,0,0
2030,1,3.3.1,ssp370,0,0,0
2031,1,3.3.1,ssp370,0,0,0
2032,1,3.3.1,ssp370,0,0,0
2033,1,3.3.1,ssp370,0,0,0
2034,1,3.3.1,ssp370,0,0,0
2035,1,3.3.1,ssp370,0,0,0
2036,1,3.3.1,ssp370,0,0,0
2037,1,3.3.1,ssp370,0,0,0
2038,1,3.3.1,ssp370,0,0,0
2039,1,3.3.1,ssp370,0,0,0
2040,1,3.3.1,ssp370,0,0,0
2041,1,3.3.1,ssp370,0,0,0
2042,1,3.3.1,ssp370,0,0,0
2043,1,3.3.1,ssp370,0,0,0
2044,1,3.3.1,ssp370,0,0,0
2045,1,3.3.1,ssp370,0,0,0
2046,1,3.3.1,ssp370,0.001926782,0,1
2047,1,3.3.1,ssp370,0,0,0
2048,1,3.3.1,ssp370,0,0,0
2049,1,3.3.1,ssp370,0,0,0
2050,1,3.3.1,ssp370,0,0,0
2051,1,3.3.1,ssp370,0,0,0
2052,1,3.3.1,ssp370,0,0,0
2053,1,3.3.1,ssp370,0,0,0
2054,1,3.3.1,ssp370,0,0,0
2055,1,3.3.1,ssp370,0,0,0
2056,1,3.3.1,ssp370,0,0,0
2057,1,3.3.1,ssp370,0,0,0
2058,1,3.3.1,ssp370,0,0,0
2059,1,3.3.1,ssp370,0,0,0
2060,1,3.3.1,ssp370,0,0,0
2061,1,3.3.1,ssp370,0,0,0
2062,1,3.3.1,ssp370,0,0,0
2063,1,3.3.1,ssp370,0.011560694,0,1
2064,1,3.3.1,ssp370,0,0,0
2065,1,3.3.1,ssp370,0.103082852,0,1
2066,1,3.3.1,ssp370,0,0,0
2067,1,3.3.1,ssp370,0,0,0
2068,1,3.3.1,ssp370,0,0,0
2069,1,3.3.1,ssp370,0,0,0
2070,1,3.3.1,ssp370,0,0,0
2071,1,3.3.1,ssp370,0,0,0
2072,1,3.3.1,ssp370,0,0,0
2073,1,3.3.1,ssp370,0,0,0
2074,1,3.3.1,ssp370,0.250481696,0,1
2075,1,3.3.1,ssp370,0.036608863,0,1
2076,1,3.3.1,ssp370,0,0,0
2077,1,3.3.1,ssp370,0.338150289,0,1
2078,1,3.3.1,ssp370,0.012524085,0,1
2079,1,3.3.1,ssp370,0,0,0
2080,1,3.3.1,ssp370,0.351637765,0,1
2081,1,3.3.1,ssp370,0.002890173,0,1
2082,1,3.3.1,ssp370,0,0,0
2083,1,3.3.1,ssp370,0.005780347,0,1
2084,1,3.3.1,ssp370,0.000963391,0,1
2085,1,3.3.1,ssp370,0.784200385,0,2
2086,1,3.3.1,ssp370,0.216763006,0,1
2087,1,3.3.1,ssp370,0.357418112,0,2
2088,1,3.3.1,ssp370,0.073217726,0,1
2089,1,3.3.1,ssp370,0,0,0
2090,1,3.3.1,ssp370,0,0,0
2091,1,3.3.1,ssp370,0.037572254,0,1
2092,1,3.3.1,ssp370,0.342003854,0,2
2093,1,3.3.1,ssp370,0.083815029,0,1
2094,1,3.3.1,ssp370,0.131021195,0,2
2095,1,3.3.1,ssp370,1.236030829,0,5
2096,1,3.3.1,ssp370,0,0,0
2097,1,3.3.1,ssp370,0.107899807,0,2
2098,1,3.3.1,ssp370,0.000963391,0,1
2099,1,3.3.1,ssp370,0.770712909,0,4
2016,1,3.3.2,ssp370,0,0,0
2017,1,3.3.2,ssp370,0,0,0
2018,1,3.3.2,ssp370,0.007884363,0,1
2019,1,3.3.2,ssp370,0,0,0
2020,1,3.3.2,ssp370,0,0,0
2021,1,3.3.2,ssp370,0,0,0
2022,1,3.3.2,ssp370,0.023653088,0,2
2023,1,3.3.2,ssp370,0,0,0
2024,1,3.3.2,ssp370,0.006570302,0,1
2025,1,3.3.2,ssp370,0,0,0
2026,1,3.3.2,ssp370,0,0,0
2027,1,3.3.2,ssp370,0,0,0
2028,1,3.3.2,ssp370,0,0,0
2029,1,3.3.2,ssp370,0,0,0
2030,1,3.3.2,ssp370,0,0,0
2031,1,3.3.2,ssp370,0,0,0
2032,1,3.3.2,ssp370,0,0,0
2033,1,3.3.2,ssp370,0.003942181,0,1
2034,1,3.3.2,ssp370,0.013140604,0,1
2035,1,3.3.2,ssp370,0,0,0
2036,1,3.3.2,ssp370,0,0,0
2037,1,3.3.2,ssp370,0.019710907,0,2
2038,1,3.3.2,ssp370,0.022339028,0,1
2039,1,3.3.2,ssp370,0.022339028,0,3
2040,1,3.3.2,ssp370,0,0,0
2041,1,3.3.2,ssp370,0,0,0
2042,1,3.3.2,ssp370,0.042049934,0,3
2043,1,3.3.2,ssp370,0.022339028,0,2
2044,1,3.3.2,ssp370,0.035479632,0,1
2045,1,3.3.2,ssp370,0.018396846,0,1
2046,1,3.3.2,ssp370,0,0,0
2047,1,3.3.2,ssp370,0,0,0
2048,1,3.3.2,ssp370,0,0,0
2049,1,3.3.2,ssp370,0.009198423,0,1
2050,1,3.3.2,ssp370,0.044678055,0,1
2051,1,3.3.2,ssp370,0,0,0
2052,1,3.3.2,ssp370,0.038107753,0,1
2053,1,3.3.2,ssp370,0,0,0
2054,1,3.3.2,ssp370,0.048620237,0,2
2055,1,3.3.2,ssp370,0.032851511,0,2
2056,1,3.3.2,ssp370,0.105124836,0,3
2057,1,3.3.2,ssp370,0.093298292,0,1
2058,1,3.3.2,ssp370,0.022339028,0,2
2059,1,3.3.2,ssp370,0.406044678,0,3
2060,1,3.3.2,ssp370,0.240473062,0,3
2061,1,3.3.2,ssp370,0.013140604,0,1
2062,1,3.3.2,ssp370,0.094612352,0,2
2063,1,3.3.2,ssp370,0.241787122,0,2
2064,1,3.3.2,ssp370,0,0,0
2065,1,3.3.2,ssp370,0.023653088,0,1
2066,1,3.3.2,ssp370,0.026281209,0,2
2067,1,3.3.2,ssp370,0.201051248,0,4
2068,1,3.3.2,ssp370,0,0,0
2069,1,3.3.2,ssp370,0.014454665,0,2
2070,1,3.3.2,ssp370,0,0,0
2071,1,3.3.2,ssp370,0.310118265,0,4
2072,1,3.3.2,ssp370,0.009198423,0,2
2073,1,3.3.2,ssp370,0.134034166,0,2
2074,1,3.3.2,ssp370,0.034165572,0,1
2075,1,3.3.2,ssp370,0.919842313,0,4
2076,1,3.3.2,ssp370,0.081471748,0,2
2077,1,3.3.2,ssp370,0.136662286,0,2
2078,1,3.3.2,ssp370,0.226018397,0,1
2079,1,3.3.2,ssp370,0.126149803,0,2
2080,1,3.3.2,ssp370,0.475689882,0,2
2081,1,3.3.2,ssp370,0.475689882,0,3
2082,1,3.3.2,ssp370,0.304862024,0,3
2083,1,3.3.2,ssp370,0.47043364,0,3
2084,1,3.3.2,ssp370,0.82260184,0,3
2085,1,3.3.2,ssp370,0.024967148,0,1
2086,1,3.3.2,ssp370,0.932982917,0,5
2087,1,3.3.2,ssp370,1.50065703,0,6
2088,1,3.3.2,ssp370,1.134034166,0,8
2089,1,3.3.2,ssp370,0.048620237,0,1
2090,1,3.3.2,ssp370,0.445466491,0,4
2091,1,3.3.2,ssp370,1.018396846,0,4
2092,1,3.3.2,ssp370,1.636005256,0,6
2093,1,3.3.2,ssp370,0.88304862,0,2
2094,1,3.3.2,ssp370,0.391590013,0,3
2095,1,3.3.2,ssp370,2.818659658,0,6
2096,1,3.3.2,ssp370,0.821287779,0,6
2097,1,3.3.2,ssp370,0.801576873,0,6
2098,1,3.3.2,ssp370,1.073587385,0,5
2099,1,3.3.2,ssp370,3.758212878,0,8
2016,1,3.4.1,ssp370,0,0,0
2017,1,3.4.1,ssp370,0,0,0
2018,1,3.4.1,ssp370,0,0,0
2019,1,3.4.1,ssp370,0,0,0
2020,1,3.4.1,ssp370,0,0,0
2021,1,3.4.1,ssp370,0,0,0
2022,1,3.4.1,ssp370,0,0,0
2023,1,3.4.1,ssp370,0,0,0
2024,1,3.4.1,ssp370,0,0,0
2025,1,3.4.1,ssp370,0,0,0
2026,1,3.4.1,ssp370,0,0,0
2027,1,3.4.1,ssp370,0,0,0
2028,1,3.4.1,ssp370,0.029561672,0,1
2029,1,3.4.1,ssp370,0,0,0
2030,1,3.4.1,ssp370,0,0,0
2031,1,3.4.1,ssp370,0,0,0
2032,1,3.4.1,ssp370,0,0,0
2033,1,3.4.1,ssp370,0,0,0
2034,1,3.4.1,ssp370,0,0,0
2035,1,3.4.1,ssp370,0,0,0
2036,1,3.4.1,ssp370,0,0,0
2037,1,3.4.1,ssp370,0.004077472,0,1
2038,1,3.4.1,ssp370,0,0,0
2039,1,3.4.1,ssp370,0,0,0
2040,1,3.4.1,ssp370,0,0,0
2041,1,3.4.1,ssp370,0,0,0
2042,1,3.4.1,ssp370,0,0,0
2043,1,3.4.1,ssp370,0,0,0
2044,1,3.4.1,ssp370,0,0,0
2045,1,3.4.1,ssp370,0.03567788,0,1
2046,1,3.4.1,ssp370,0,0,0
2047,1,3.4.1,ssp370,0,0,0
2048,1,3.4.1,ssp370,0,0,0
2049,1,3.4.1,ssp370,0,0,0
2050,1,3.4.1,ssp370,0,0,0
2051,1,3.4.1,ssp370,0,0,0
2052,1,3.4.1,ssp370,0,0,0
2053,1,3.4.1,ssp370,0.008154944,0,1
2054,1,3.4.1,ssp370,0,0,0
2055,1,3.4.1,ssp370,0,0,0
2056,1,3.4.1,ssp370,0,0,0
2057,1,3.4.1,ssp370,0,0,0
2058,1,3.4.1,ssp370,0,0,0
2059,1,3.4.1,ssp370,0,0,0
2060,1,3.4.1,ssp370,0,0,0
2061,1,3.4.1,ssp370,0,0,0
2062,1,3.4.1,ssp370,0,0,0
2063,1,3.4.1,ssp370,0.034658512,0,1
2064,1,3.4.1,ssp370,0,0,0
2065,1,3.4.1,ssp370,0,0,0
2066,1,3.4.1,ssp370,0,0,0
2067,1,3.4.1,ssp370,0,0,0
2068,1,3.4.1,ssp370,0,0,0
2069,1,3.4.1,ssp370,0.120285423,0,1
2070,1,3.4.1,ssp370,0,0,0
2071,1,3.4.1,ssp370,0.087665647,0,1
2072,1,3.4.1,ssp370,0,0,0
2073,1,3.4.1,ssp370,0,0,0
2074,1,3.4.1,ssp370,0,0,0
2075,1,3.4.1,ssp370,0.011213048,0,1
2076,1,3.4.1,ssp370,0,0,0
2077,1,3.4.1,ssp370,0,0,0
2078,1,3.4.1,ssp370,0.170234455,0,1
2079,1,3.4.1,ssp370,0.055045872,0,1
2080,1,3.4.1,ssp370,0.042813456,0,1
2081,1,3.4.1,ssp370,0,0,0
2082,1,3.4.1,ssp370,0.001019368,0,1
2083,1,3.4.1,ssp370,0.353720693,0,1
2084,1,3.4.1,ssp370,0.004077472,0,1
2085,1,3.4.1,ssp370,0,0,0
2086,1,3.4.1,ssp370,0.022426096,0,1
2087,1,3.4.1,ssp370,0.001019368,0,1
2088,1,3.4.1,ssp370,0,0,0
2089,1,3.4.1,ssp370,0,0,0
2090,1,3.4.1,ssp370,0,0,0
2091,1,3.4.1,ssp370,0.143730887,0,2
2092,1,3.4.1,ssp370,0.103975535,0,2
2093,1,3.4.1,ssp370,0,0,0
2094,1,3.4.1,ssp370,0,0,0
2095,1,3.4.1,ssp370,0.696228338,0,1
2096,1,3.4.1,ssp370,0,0,0
2097,1,3.4.1,ssp370,0,0,0
2098,1,3.4.1,ssp370,0.012232416,0,1
2099,1,3.4.1,ssp370,0.046890928,0,2
2016,1,3.4.2,ssp370,0,0,0
2017,1,3.4.2,ssp370,0,0,0
2018,1,3.4.2,ssp370,0,0,0
2019,1,3.4.2,ssp370,0,0,0
2020,1,3.4.2,ssp370,0,0,0
2021,1,3.4.2,ssp370,0,0,0
2022,1,3.4.2,ssp370,0,0,0
2023,1,3.4.2,ssp370,0,0,0
2024,1,3.4.2,ssp370,0,0,0
2025,1,3.4.2,ssp370,0,0,0
2026,1,3.4.2,ssp370,0,0,0
2027,1,3.4.2,ssp370,0,0,0
2028,1,3.4.2,ssp370,0.952808989,0,2
2029,1,3.4.2,ssp370,0,0,0
2030,1,3.4.2,ssp370,0,0,0
2031,1,3.4.2,ssp370,0,0,0
2032,1,3.4.2,ssp370,0.016853933,0,1
2033,1,3.4.2,ssp370,0,0,0
2034,1,3.4.2,ssp370,0.034831461,0,1
2035,1,3.4.2,ssp370,0,0,0
2036,1,3.4.2,ssp370,0,0,0
2037,1,3.4.2,ssp370,1.304494382,0,2
2038,1,3.4.2,ssp370,0,0,0
2039,1,3.4.2,ssp370,0,0,0
2040,1,3.4.2,ssp370,0,0,0
2041,1,3.4.2,ssp370,0,0,0
2042,1,3.4.2,ssp370,0.002247191,0,1
2043,1,3.4.2,ssp370,0,0,0
2044,1,3.4.2,ssp370,0.034831461,0,1
2045,1,3.4.2,ssp370,0,0,0
2046,1,3.4.2,ssp370,0.011235955,0,1
2047,1,3.4.2,ssp370,0.068539326,0,1
2048,1,3.4.2,ssp370,0.297752809,0,1
2049,1,3.4.2,ssp370,0,0,0
2050,1,3.4.2,ssp370,0,0,0
2051,1,3.4.2,ssp370,0.428089888,0,1
2052,1,3.4.2,ssp370,0.134831461,0,1
2053,1,3.4.2,ssp370,0,0,0
2054,1,3.4.2,ssp370,0.016853933,0,1
2055,1,3.4.2,ssp370,0.504494382,0,3
2056,1,3.4.2,ssp370,0.034831461,0,1
2057,1,3.4.2,ssp370,0.024719101,0,2
2058,1,3.4.2,ssp370,0,0,0
2059,1,3.4.2,ssp370,0.026966292,0,1
2060,1,3.4.2,ssp370,0.003370787,0,1
2061,1,3.4.2,ssp370,0,0,0
2062,1,3.4.2,ssp370,0.474157303,0,2
2063,1,3.4.2,ssp370,0,0,0
2064,1,3.4.2,ssp370,0.01011236,0,1
2065,1,3.4.2,ssp370,0.019101124,0,1
2066,1,3.4.2,ssp370,0.008988764,0,1
2067,1,3.4.2,ssp370,0.004494382,0,1
2068,1,3.4.2,ssp370,0.005617978,0,1
2069,1,3.4.2,ssp370,0.043820225,0,1
2070,1,3.4.2,ssp370,0,0,0
2071,1,3.4.2,ssp370,1.706741573,1,3
2072,1,3.4.2,ssp370,0.016853933,0,1
2073,1,3.4.2,ssp370,0,0,0
2074,1,3.4.2,ssp370,0,0,0
2075,1,3.4.2,ssp370,0,0,0
2076,1,3.4.2,ssp370,0.576404494,0,2
2077,1,3.4.2,ssp370,0,0,0
2078,1,3.4.2,ssp370,0.757303371,0,1
2079,1,3.4.2,ssp370,1.370786517,0,3
2080,1,3.4.2,ssp370,1.019101124,0,2
2081,1,3.4.2,ssp370,0.617977528,0,2
2082,1,3.4.2,ssp370,0.229213483,0,2
2083,1,3.4.2,ssp370,0.266292135,0,2
2084,1,3.4.2,ssp370,0.917977528,0,3
2085,1,3.4.2,ssp370,0.415730337,0,1
2086,1,3.4.2,ssp370,0.938202247,0,3
2087,1,3.4.2,ssp370,0.079775281,0,1
2088,1,3.4.2,ssp370,0.001123596,0,1
2089,1,3.4.2,ssp370,1.034831461,0,3
2090,1,3.4.2,ssp370,0.52247191,0,1
2091,1,3.4.2,ssp370,0.270786517,0,3
2092,1,3.4.2,ssp370,1.13258427,0,3
2093,1,3.4.2,ssp370,0.435955056,0,2
2094,1,3.4.2,ssp370,0.229213483,0,2
2095,1,3.4.2,ssp370,1.17752809,0,2
2096,1,3.4.2,ssp370,0.230337079,0,2
2097,1,3.4.2,ssp370,0.016853933,0,1
2098,1,3.4.2,ssp370,0.685393258,0,3
2099,1,3.4.2,ssp370,0.293258427,0,3
2016,1,3.4.3,ssp370,0,0,0
2017,1,3.4.3,ssp370,0.103448276,0,2
2018,1,3.4.3,ssp370,0.157894737,0,2
2019,1,3.4.3,ssp370,0,0,0
2020,1,3.4.3,ssp370,0,0,0
2021,1,3.4.3,ssp370,0.030852995,0,2
2022,1,3.4.3,ssp370,0,0,0
2023,1,3.4.3,ssp370,0.417422868,0,2
2024,1,3.4.3,ssp370,0,0,0
2025,1,3.4.3,ssp370,0.156079855,0,2
2026,1,3.4.3,ssp370,0,0,0
2027,1,3.4.3,ssp370,0,0,0
2028,1,3.4.3,ssp370,1.105263158,0,3
2029,1,3.4.3,ssp370,0,0,0
2030,1,3.4.3,ssp370,0,0,0
2031,1,3.4.3,ssp370,0.373865699,0,1
2032,1,3.4.3,ssp370,0.003629764,0,1
2033,1,3.4.3,ssp370,0.136116152,0,2
2034,1,3.4.3,ssp370,0,0,0
2035,1,3.4.3,ssp370,0,0,0
2036,1,3.4.3,ssp370,0,0,0
2037,1,3.4.3,ssp370,1.949183303,0,8
2038,1,3.4.3,ssp370,0.072595281,0,2
2039,1,3.4.3,ssp370,0.010889292,0,1
2040,1,3.4.3,ssp370,0.023593466,0,2
2041,1,3.4.3,ssp370,0.014519056,0,1
2042,1,3.4.3,ssp370,0.250453721,0,2
2043,1,3.4.3,ssp370,0.533575318,0,2
2044,1,3.4.3,ssp370,0.404718693,0,1
2045,1,3.4.3,ssp370,0.052631579,0,2
2046,1,3.4.3,ssp370,0.085299456,0,2
2047,1,3.4.3,ssp370,0.882032668,0,1
2048,1,3.4.3,ssp370,1.286751361,0,3
2049,1,3.4.3,ssp370,0.542649728,0,3
2050,1,3.4.3,ssp370,0.460980036,0,3
2051,1,3.4.3,ssp370,1.816696915,0,4
2052,1,3.4.3,ssp370,1.459165154,0,4
2053,1,3.4.3,ssp370,0.397459165,0,2
2054,1,3.4.3,ssp370,0.007259528,0,1
2055,1,3.4.3,ssp370,1.150635209,0,3
2056,1,3.4.3,ssp370,0.382940109,0,1
2057,1,3.4.3,ssp370,0.372050817,0,1
2058,1,3.4.3,ssp370,0,0,0
2059,1,3.4.3,ssp370,0.381125227,0,3
2060,1,3.4.3,ssp370,1.092558984,0,3
2061,1,3.4.3,ssp370,0.509981851,0,2
2062,1,3.4.3,ssp370,1.263157895,0,4
2063,1,3.4.3,ssp370,0.166969147,0,2
2064,1,3.4.3,ssp370,0.555353902,0,4
2065,1,3.4.3,ssp370,0.720508167,0,3
2066,1,3.4.3,ssp370,0.007259528,0,1
2067,1,3.4.3,ssp370,0.121597096,0,2
2068,1,3.4.3,ssp370,0.631578947,0,4
2069,1,3.4.3,ssp370,0.649727768,0,2
2070,1,3.4.3,ssp370,0.609800363,0,3
2071,1,3.4.3,ssp370,3.087114338,1,6
2072,1,3.4.3,ssp370,0.364791289,0,3
2073,1,3.4.3,ssp370,0.154264973,0,2
2074,1,3.4.3,ssp370,0.010889292,0,1
2075,1,3.4.3,ssp370,0.201451906,0,2
2076,1,3.4.3,ssp370,1.78584392,0,6
2077,1,3.4.3,ssp370,0.047186933,0,3
2078,1,3.4.3,ssp370,1.045372051,1,3
2079,1,3.4.3,ssp370,4.457350272,1,7
2080,1,3.4.3,ssp370,1.662431942,1,4
2081,1,3.4.3,ssp370,2.876588022,1,6
2082,1,3.4.3,ssp370,2.520871143,0,7
2083,1,3.4.3,ssp370,1.787658802,0,8
2084,1,3.4.3,ssp370,2.362976407,0,7
2085,1,3.4.3,ssp370,0.987295826,0,5
2086,1,3.4.3,ssp370,2.368421053,1,5
2087,1,3.4.3,ssp370,2.137931034,0,5
2088,1,3.4.3,ssp370,0.58076225,0,4
2089,1,3.4.3,ssp370,1.607985481,0,4
2090,1,3.4.3,ssp370,0.105263158,0,3
2091,1,3.4.3,ssp370,1.992740472,0,9
2092,1,3.4.3,ssp370,1.475499093,0,6
2093,1,3.4.3,ssp370,3.626134301,0,8
2094,1,3.4.3,ssp370,1.225045372,0,2
2095,1,3.4.3,ssp370,1.637023593,0,3
2096,1,3.4.3,ssp370,2.894736842,1,5
2097,1,3.4.3,ssp370,0.564428312,0,5
2098,1,3.4.3,ssp370,2.370235935,0,8
2099,1,3.4.3,ssp370,1.90199637,1,3
2016,1,3.4.4,ssp370,0.003649635,0,1
2017,1,3.4.4,ssp370,0.010948905,0,1
2018,1,3.4.4,ssp370,0,0,0
2019,1,3.4.4,ssp370,0,0,0
2020,1,3.4.4,ssp370,0,0,0
2021,1,3.4.4,ssp370,0,0,0
2022,1,3.4.4,ssp370,0,0,0
2023,1,3.4.4,ssp370,0,0,0
2024,1,3.4.4,ssp370,0,0,0
2025,1,3.4.4,ssp370,0,0,0
2026,1,3.4.4,ssp370,0,0,0
2027,1,3.4.4,ssp370,0,0,0
2028,1,3.4.4,ssp370,1.368613139,0,2
2029,1,3.4.4,ssp370,0,0,0
2030,1,3.4.4,ssp370,0,0,0
2031,1,3.4.4,ssp370,0,0,0
2032,1,3.4.4,ssp370,0,0,0
2033,1,3.4.4,ssp370,0,0,0
2034,1,3.4.4,ssp370,0,0,0
2035,1,3.4.4,ssp370,0.058394161,0,1
2036,1,3.4.4,ssp370,0,0,0
2037,1,3.4.4,ssp370,1.98540146,0,3
2038,1,3.4.4,ssp370,0,0,0
2039,1,3.4.4,ssp370,0,0,0
2040,1,3.4.4,ssp370,0.01459854,0,1
2041,1,3.4.4,ssp370,0.02189781,0,1
2042,1,3.4.4,ssp370,0,0,0
2043,1,3.4.4,ssp370,0.010948905,0,1
2044,1,3.4.4,ssp370,0.003649635,0,1
2045,1,3.4.4,ssp370,0,0,0
2046,1,3.4.4,ssp370,0.273722628,0,2
2047,1,3.4.4,ssp370,0.748175182,0,1
2048,1,3.4.4,ssp370,0.270072993,0,1
2049,1,3.4.4,ssp370,0.065693431,0,1
2050,1,3.4.4,ssp370,0.226277372,0,2
2051,1,3.4.4,ssp370,0.266423358,0,2
2052,1,3.4.4,ssp370,0.441605839,0,1
2053,1,3.4.4,ssp370,0.127737226,0,1
2054,1,3.4.4,ssp370,0,0,0
2055,1,3.4.4,ssp370,0.48540146,0,1
2056,1,3.4.4,ssp370,0.843065693,0,1
2057,1,3.4.4,ssp370,0.098540146,0,1
2058,1,3.4.4,ssp370,0,0,0
2059,1,3.4.4,ssp370,0,0,0
2060,1,3.4.4,ssp370,0.135036496,0,1
2061,1,3.4.4,ssp370,0.00729927,0,1
2062,1,3.4.4,ssp370,0.397810219,0,3
2063,1,3.4.4,ssp370,0,0,0
2064,1,3.4.4,ssp370,0,0,0
2065,1,3.4.4,ssp370,0.357664234,0,1
2066,1,3.4.4,ssp370,0.003649635,0,1
2067,1,3.4.4,ssp370,0,0,0
2068,1,3.4.4,ssp370,0.211678832,0,2
2069,1,3.4.4,ssp370,0.109489051,0,1
2070,1,3.4.4,ssp370,0.372262774,0,1
2071,1,3.4.4,ssp370,2.262773723,1,4
2072,1,3.4.4,ssp370,0.091240876,0,1
2073,1,3.4.4,ssp370,0,0,0
2074,1,3.4.4,ssp370,0,0,0
2075,1,3.4.4,ssp370,0.076642336,0,1
2076,1,3.4.4,ssp370,2.255474453,0,6
2077,1,3.4.4,ssp370,0,0,0
2078,1,3.4.4,ssp370,0.996350365,0,1
2079,1,3.4.4,ssp370,3.383211679,0,7
2080,1,3.4.4,ssp370,1.350364964,0,2
2081,1,3.4.4,ssp370,2.233576642,0,4
2082,1,3.4.4,ssp370,0.671532847,0,4
